"id","grade","semester","topicId","unitTitle","type","difficulty","verdict","severity","issueCodes","issueDetailsZhHans","independentAnswerZhHans","answer","answerCheckZhHans","recommendedActionZhHans","confidence","promptZhHans"
"hjb-junior-ds-v2-s1-073","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","multiple-choice","Core","pass","none","","","D","D. \(a^6 \div a^2 = a^4\)","标准答案 D 正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","下列计算正确的是（ ）。\nA. \(a^2 \cdot a^3 = a^6\)\nB. \((a^2)^3 = a^5\)\nC. \((2a)^3 = 6a^3\)\nD. \(a^6 \div a^2 = a^4\)"
"hjb-junior-ds-v2-s1-074","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","fill-in","Foundation","pass","none","","","12.5","12.5","标准答案 12.5 正确，acceptedAnswers 覆盖了 12.5、25/2、\frac{25}{2}，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","若\(3^m = 5\)，\(3^n = 2\)，则\(3^{2m-n}\)的值为______。"
"hjb-junior-ds-v2-s1-075","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","short-answer","Exam","pass","none","","","3a+b","3a+b","标准答案 3a+b 正确，acceptedAnswers 覆盖了 3a+b 和 3a + b，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","已知长方形的面积为\(6a^2+2ab\)，一边长为\(2a\)，求另一边长。"
"hjb-junior-ds-v2-s1-076","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","multiple-choice","Core","pass","none","","","72a^8b^7","\(72a^8b^7\)","标准答案 72a^8b^7 正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","计算 \((2a^2b)^3 \cdot (-3ab^2)^2\) 的结果是（ ）。"
"hjb-junior-ds-v2-s1-077","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","fill-in","Foundation","pass","none","","","6a^6b","6a^6b","标准答案 6a^6b 正确，acceptedAnswers 覆盖了 6a^6b 和 6 a^6 b，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","计算：\((-2a^2b)^3 \div (4ab^2) \times (-3a)\)。"
"hjb-junior-ds-v2-s1-078","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","short-answer","Exam","pass","none","","","商式为 2x - 1，余式为 -x - 6","商式为 2x - 1，余式为 -x - 6","标准答案正确，acceptedAnswers 覆盖了多种表述，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","已知多项式 A = 2x^3 - 5x^2 + 3x - 7，B = x^2 - 2x + 1。求 A ÷ B 的商式和余式。"
"hjb-junior-ds-v2-s1-079","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","multiple-choice","Core","pass","none","","","-72x^{13}","\(-72x^{13}\)","标准答案 -72x^{13} 正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","计算 \((3x^2)^2 \cdot (-2x^3)^3\) 的结果是（ ）。"
"hjb-junior-ds-v2-s1-080","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","fill-in","Foundation","pass","none","","","-8a^3","-8a^3","标准答案 -8a^3 正确，acceptedAnswers 覆盖了 -8a^3 和 -8a³，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","计算：\((-2a^2)^3 \div a^3\) 的结果是______。"
"hjb-junior-ds-v2-s1-081","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","short-answer","Exam","pass","none","","","-18a^6b^4","\(-18a^6b^4\)","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","计算：\((-3a^2b)^2 \cdot (-2a^2b^2)\)。"
"hjb-junior-ds-v2-s1-082","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","multiple-choice","Core","pass","none","","","D","\(a^6 \div a^2 = a^4\)","选项D正确，其他选项均错误，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","下列运算正确的是（  ）"
"hjb-junior-ds-v2-s1-083","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","fill-in","Foundation","pass","none","","","x^4-81","\(x^4-81\)","标准答案正确，解析与答案一致，acceptedAnswers覆盖标准答案。","无需修改；保留进入人工抽样复核。","high","计算：\((x+3)(x-3)(x^2+9)\) = ______。"
"hjb-junior-ds-v2-s1-084","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","short-answer","Exam","pass","none","","","108","108","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","已知\(a^m=2\)，\(a^n=3\)，求\(a^{2m+3n}\)的值。"
"hjb-junior-ds-v2-s1-085","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","multiple-choice","Core","pass","none","","","2x^2+5x-3","\(2x^2+5x-3\)","标准答案正确，解析与答案一致，选项互异且唯一正确。","无需修改；保留进入人工抽样复核。","high","计算\((2x-1)(x+3)\)的结果是（  ）"
"hjb-junior-ds-v2-s1-086","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","fill-in","Foundation","pass","none","","","-2a^5b","-2a^5b","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","计算：\((-2a^2b)^3 \div (4ab^2) = \underline{\qquad}\)。"
"hjb-junior-ds-v2-s1-087","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","short-answer","Exam","pass","none","","","70","70","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","已知 \(x=2\)，\(y=-3\)，求代数式 \(2x^3 - 3xy + 4y^2\) 的值。"
"hjb-junior-ds-v2-s1-088","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","multiple-choice","Core","pass","none","","","C","C. \((-2a^2b)^3 = -8a^6b^3\)","选项C正确，其他选项均错误，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","下列运算正确的是（  ）\nA. \(a^2 \cdot a^3 = a^6\)\nB. \((a^2)^3 = a^5\)\nC. \((-2a^2b)^3 = -8a^6b^3\)\nD. \(a^6 \div a^2 = a^3\)"
"hjb-junior-ds-v2-s1-089","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","fill-in","Foundation","pass","none","","","175","175","标准答案 175 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","若\(3^m = 5\)，\(3^n = 7\)，则\(3^{2m+n} = \underline{\qquad}\)。"
"hjb-junior-ds-v2-s1-090","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","short-answer","Exam","pass","none","","","-10","-10","标准答案 -10 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","已知 \(a=3\)，\(b=-1\)，求代数式 \(2a^2b - 3ab^2 + 4a - 5b\) 的值。"
"hjb-junior-ds-v2-s1-091","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","multiple-choice","Core","pass","none","","","-2x^3y^2","\(-2x^3y^2\)","标准答案 -2x^3y^2 与独立计算结果一致，且选项唯一正确。","无需修改；保留进入人工抽样复核。","high","计算 \((-2x^2y)^3 \div (4x^3y)\) 的结果是（ ）"
"hjb-junior-ds-v2-s1-092","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","fill-in","Foundation","pass","none","","","4x^5","4x^5","标准答案 4x^5 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","计算：\((-2x^3)^2 \cdot x^4 \div x^5\)。"
"hjb-junior-ds-v2-s1-093","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","short-answer","Exam","pass","none","","","-1/2 a^5 b^5","\(-\frac{1}{2}a^5b^5\)","标准答案 -1/2 a^5 b^5 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","计算：\((-2a^3b) \cdot \left(\frac{1}{2}ab^2\right)^2\)。"
"hjb-junior-ds-v2-s1-094","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","multiple-choice","Core","pass","none","","","72a^{12}","72a^{12}","标准答案 72a^{12} 与独立计算结果一致，且选项唯一正确。","无需修改；保留进入人工抽样复核。","high","计算：\((2a^2)^3 \cdot (-3a^3)^2\) 的结果是（ ）。"
"hjb-junior-ds-v2-s1-095","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","fill-in","Foundation","pass","none","","","-8a^4b","-8a^4b","标准答案 -8a^4b 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","计算：\((-2a^2b)^3 \div (ab)^2\)。"
"hjb-junior-ds-v2-s1-096","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","short-answer","Exam","pass","none","","","商式为 2x^2 - x + 2，余式为 -3","商式为 2x^2 - x + 2，余式为 -3","标准答案与独立计算结果一致，acceptedAnswers 覆盖了常见表述。","无需修改；保留进入人工抽样复核。","high","已知多项式 A = 2x^3 - 5x^2 + 4x - 7，B = x^2 - 3x + 2。计算 (A + 2B) ÷ (x - 1) 的商式和余式。"
"hjb-junior-ds-v2-s1-097","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","multiple-choice","Core","pass","none","","","D","D","标准答案 D 正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","下列计算正确的是（ ）\nA. (a^2)^3 = a^5\nB. a^2 · a^3 = a^6\nC. (2a^2)^3 = 6a^6\nD. a^6 ÷ a^2 = a^4"
"hjb-junior-ds-v2-s1-098","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","fill-in","Foundation","pass","none","","","-2x^3 y","-2x^3 y","标准答案 -2x^3 y 正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","计算：( -2x^2 y )^3 ÷ ( 4x^3 y^2 ) = ______。"
"hjb-junior-ds-v2-s1-099","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","short-answer","Exam","pass","none","","","x^2 + y^2 = 19，(x - y)^2 = 13","x^2 + y^2 = 19，(x - y)^2 = 13","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","已知 x + y = 5，xy = 3，求 x^2 + y^2 和 (x - y)^2 的值。"
"hjb-junior-ds-v2-s1-100","S1","upper","hjb-junior-s1-upper-polynomial-multiply-divide","整式的乘除","multiple-choice","Core","pass","none","","","A","A","标准答案 A 正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","若 (x + 3)(x - 2) = x^2 + mx + n，则 m + n 的值为（ ）\nA. -5\nB. -1\nC. 1\nD. 5"
"hjb-junior-ds-v2-s1-101","S1","upper","hjb-junior-s1-upper-factorization","因式分解","fill-in","Foundation","pass","none","","","3ab(a - 2b + 4)","3ab(a - 2b + 4)","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","因式分解：3a²b - 6ab² + 12ab = ______。"
"hjb-junior-ds-v2-s1-102","S1","upper","hjb-junior-s1-upper-factorization","因式分解","short-answer","Exam","pass","none","","","(x² + 4)(x + 2)(x - 2)","(x² + 4)(x + 2)(x - 2)","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","因式分解：x⁴ - 16。请写出完整过程。"
"hjb-junior-ds-v2-s1-103","S1","upper","hjb-junior-s1-upper-factorization","因式分解","multiple-choice","Core","needs-review","P1","multiple-correct-options","选项 A 和 C 均正确。A 提取公因式正确；C 提取 -2 后得 -2(m² - 4n²)，虽未分解完但等式本身成立，且题目未要求分解彻底，故 C 也是正确的因式分解。存在多个正确选项。","A 和 C 均正确","3x²y - 6xy² = 3xy(x - 2y)","标准答案仅给出 A，但 C 也正确，导致题目有多个正确选项。","修改选项 C 为错误形式，或明确要求“分解彻底”，或调整选项使唯一正确。","high","下列因式分解中，正确的是（ ）"
"hjb-junior-ds-v2-s1-104","S1","upper","hjb-junior-s1-upper-factorization","因式分解","fill-in","Foundation","pass","none","","","-5mn(m - 2n + 3)","-5mn(m - 2n + 3)","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","因式分解：-5m²n + 10mn² - 15mn = ______。"
"hjb-junior-ds-v2-s1-105","S1","upper","hjb-junior-s1-upper-factorization","因式分解","short-answer","Exam","pass","none","","","2xy(x+2y)(x-2y)","2xy(x + 2y)(x - 2y)","标准答案正确，解析推导一致。","无需修改；保留进入人工抽样复核。","high","因式分解：2x³y - 8xy³。请写出完整过程。"
"hjb-junior-ds-v2-s1-106","S1","upper","hjb-junior-s1-upper-factorization","因式分解","multiple-choice","Core","pass","none","","","-6a^2b^2(2a-3b+1)","\(-6a^2b^2(2a - 3b + 1)\)","标准答案正确，解析指出其他选项错误。","无需修改；保留进入人工抽样复核。","high","对多项式 \(-12a^3b^2 + 18a^2b^3 - 6a^2b^2\) 进行因式分解，下列结果正确的是（ ）"
"hjb-junior-ds-v2-s1-107","S1","upper","hjb-junior-s1-upper-factorization","因式分解","fill-in","Foundation","pass","none","","","3ab(a-2b)","3ab(a - 2b)","标准答案正确，解析一致。","无需修改；保留进入人工抽样复核。","high","因式分解：3a²b - 6ab² = ______。"
"hjb-junior-ds-v2-s1-108","S1","upper","hjb-junior-s1-upper-factorization","因式分解","short-answer","Exam","pass","none","","","(x^2+4)(x+2)(x-2)","(x²+4)(x+2)(x-2)","标准答案正确，解析推导一致。","无需修改；保留进入人工抽样复核。","high","因式分解：x⁴ - 16。请写出完整步骤。"
"hjb-junior-ds-v2-s1-109","S1","upper","hjb-junior-s1-upper-factorization","因式分解","multiple-choice","Core","pass","none","","","-2x(x-4)","A. -2x(x - 4)","标准答案正确，解析指出符号注意事项。","无需修改；保留进入人工抽样复核。","high","将多项式 -2x² + 8x 因式分解，结果正确的是（ ）"
"hjb-junior-ds-v2-s1-110","S1","upper","hjb-junior-s1-upper-factorization","因式分解","fill-in","Foundation","pass","none","","","(2m+3n)(2m-3n)","(2m+3n)(2m-3n)","标准答案正确，解析一致。","无需修改；保留进入人工抽样复核。","high","因式分解：4m² - 9n² = ______。"
"hjb-junior-ds-v2-s1-111","S1","upper","hjb-junior-s1-upper-factorization","因式分解","short-answer","Exam","pass","none","","","-3x^2y(2x-3y+1)","-3x^2y(2x - 3y + 1)","标准答案正确，解析推导一致。","无需修改；保留进入人工抽样复核。","high","对多项式 \(-6x^3y + 9x^2y^2 - 3x^2y\) 进行因式分解，并写出分解后的结果。"
"hjb-junior-ds-v2-s1-112","S1","upper","hjb-junior-s1-upper-factorization","因式分解","multiple-choice","Core","pass","none","","","C","C. \(x^2 - 4y^2\)","标准答案正确，解析指出其他选项不符合平方差公式。","无需修改；保留进入人工抽样复核。","high","下列多项式中，能用平方差公式因式分解的是（　）"
"hjb-junior-ds-v2-s1-113","S1","upper","hjb-junior-s1-upper-factorization","因式分解","fill-in","Foundation","pass","none","","","3(a-b)(a+2b)","3(a-b)(a+2b)","标准答案正确，解析推导一致。","无需修改；保留进入人工抽样复核。","high","因式分解：\(3a(a-b) - 6b(b-a) =\) ______。"
"hjb-junior-ds-v2-s1-114","S1","upper","hjb-junior-s1-upper-factorization","因式分解","short-answer","Exam","pass","none","","","(x+2)(x-2)(x+3)(x-3)","(x+2)(x-2)(x+3)(x-3)","标准答案正确，解析推导一致。","无需修改；保留进入人工抽样复核。","high","因式分解：\(x^4 - 13x^2 + 36\)。"
"hjb-junior-ds-v2-s1-115","S1","upper","hjb-junior-s1-upper-factorization","因式分解","multiple-choice","Core","pass","none","","","A. -2(a-2)^2","A. \(-2(a-2)^2\)","标准答案正确，解析指出D未分解彻底，A为正确选项。","无需修改；保留进入人工抽样复核。","high","将 \(-2a^2 + 8a - 8\) 因式分解，结果正确的是（　）"
"hjb-junior-ds-v2-s1-116","S1","upper","hjb-junior-s1-upper-factorization","因式分解","fill-in","Foundation","pass","none","","","3xy","3xy","标准答案正确，解析推导一致。","无需修改；保留进入人工抽样复核。","high","将多项式 6x²y - 9xy² + 3xy 分解因式，第一步应提取的公因式是______。"
"hjb-junior-ds-v2-s1-117","S1","upper","hjb-junior-s1-upper-factorization","因式分解","short-answer","Exam","pass","none","","","-2a(a-2)^2","-2a(a - 2)²","标准答案正确，解析推导一致。","无需修改；保留进入人工抽样复核。","high","分解因式：-2a³ + 8a² - 8a。请写出完整过程。"
