id,grade,batch,chapter,type,difficulty,severity,issueCodes,cluster,decision,repairType,oldPromptZhHans,newPromptZhHans,oldOptionsZhHans,newOptionsZhHans,oldAnswer,newAnswer,oldAcceptedAnswers,newAcceptedAnswers,oldExplanationZhHans,newExplanationZhHans,adjudicationNotes
hjb-high-ds-v4-s4-322,S4,hjb-v4-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V4修复变式0322：选择：函数 y=10sin(2x+6π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V4修复变式0322：选择：函数 y=10sin(2x+6π/6)。求它在区间 [0,2π] 内取得最大值的次数。",4 | 2 | 3 | 1,4 | 2 | 3 | 1,2,2,2,2,最大值在 2x+6π/6=π/2+2kπ 时取得，即 x=-π/4+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=3π/4、7π/4，所以取得最大值 2 次。,最大值在 2x+6π/6=π/2+2kπ 时取得，即 x=-π/4+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=3π/4、7π/4，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v4-s4-325,S4,hjb-v4-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V4修复变式0325：选择：函数 y=9sin(2x+3π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V4修复变式0325：选择：函数 y=9sin(2x+3π/6)。求它在区间 [0,2π] 内取得最大值的次数。",2 | 5 | 3 | 4,2 | 5 | 3 | 4,3,3,3,3,最大值在 2x+3π/6=π/2+2kπ 时取得，即 x=kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1、2，对应 x=0、π、2π，所以取得最大值 3 次。,最大值在 2x+3π/6=π/2+2kπ 时取得，即 x=kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1、2，对应 x=0、π、2π，所以取得最大值 3 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v4-s4-328,S4,hjb-v4-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V4修复变式0328：选择：函数 y=4sin(2x+10π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V4修复变式0328：选择：函数 y=4sin(2x+10π/6)。求它在区间 [0,2π] 内取得最大值的次数。",3 | 1 | 4 | 2,3 | 1 | 4 | 2,2,2,2,2,最大值在 2x+10π/6=π/2+2kπ 时取得，即 x=-7π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=5π/12、17π/12，所以取得最大值 2 次。,最大值在 2x+10π/6=π/2+2kπ 时取得，即 x=-7π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=5π/12、17π/12，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v4-s4-331,S4,hjb-v4-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V4修复变式0331：选择：函数 y=7sin(2x+2π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V4修复变式0331：选择：函数 y=7sin(2x+2π/6)。求它在区间 [0,2π] 内取得最大值的次数。",4 | 2 | 3 | 1,4 | 2 | 3 | 1,2,2,2,2,最大值在 2x+2π/6=π/2+2kπ 时取得，即 x=π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1，对应 x=π/12、13π/12，所以取得最大值 2 次。,最大值在 2x+2π/6=π/2+2kπ 时取得，即 x=π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1，对应 x=π/12、13π/12，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v4-s4-334,S4,hjb-v4-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V4修复变式0334：选择：函数 y=10sin(2x+3π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V4修复变式0334：选择：函数 y=10sin(2x+3π/6)。求它在区间 [0,2π] 内取得最大值的次数。",3 | 4 | 2 | 5,3 | 4 | 2 | 5,3,3,3,3,最大值在 2x+3π/6=π/2+2kπ 时取得，即 x=kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1、2，对应 x=0、π、2π，所以取得最大值 3 次。,最大值在 2x+3π/6=π/2+2kπ 时取得，即 x=kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1、2，对应 x=0、π、2π，所以取得最大值 3 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v4-s4-337,S4,hjb-v4-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V4修复变式0337：选择：函数 y=2sin(2x+1π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V4修复变式0337：选择：函数 y=2sin(2x+1π/6)。求它在区间 [0,2π] 内取得最大值的次数。",3 | 1 | 4 | 2,3 | 1 | 4 | 2,2,2,2,2,最大值在 2x+1π/6=π/2+2kπ 时取得，即 x=π/6+kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1，对应 x=π/6、7π/6，所以取得最大值 2 次。,最大值在 2x+1π/6=π/2+2kπ 时取得，即 x=π/6+kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1，对应 x=π/6、7π/6，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v4-s4-340,S4,hjb-v4-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V4修复变式0340：选择：函数 y=11sin(2x+4π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V4修复变式0340：选择：函数 y=11sin(2x+4π/6)。求它在区间 [0,2π] 内取得最大值的次数。",4 | 2 | 3 | 1,4 | 2 | 3 | 1,2,2,2,2,最大值在 2x+4π/6=π/2+2kπ 时取得，即 x=-π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=11π/12、23π/12，所以取得最大值 2 次。,最大值在 2x+4π/6=π/2+2kπ 时取得，即 x=-π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=11π/12、23π/12，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v4-s4-343,S4,hjb-v4-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V4修复变式0343：选择：函数 y=7sin(2x+3π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V4修复变式0343：选择：函数 y=7sin(2x+3π/6)。求它在区间 [0,2π] 内取得最大值的次数。",2 | 5 | 3 | 4,2 | 5 | 3 | 4,3,3,3,3,最大值在 2x+3π/6=π/2+2kπ 时取得，即 x=kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1、2，对应 x=0、π、2π，所以取得最大值 3 次。,最大值在 2x+3π/6=π/2+2kπ 时取得，即 x=kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1、2，对应 x=0、π、2π，所以取得最大值 3 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v4-s4-346,S4,hjb-v4-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V4修复变式0346：选择：函数 y=9sin(2x+9π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V4修复变式0346：选择：函数 y=9sin(2x+9π/6)。求它在区间 [0,2π] 内取得最大值的次数。",3 | 1 | 4 | 2,3 | 1 | 4 | 2,2,2,2,2,最大值在 2x+9π/6=π/2+2kπ 时取得，即 x=-π/2+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=π/2、3π/2，所以取得最大值 2 次。,最大值在 2x+9π/6=π/2+2kπ 时取得，即 x=-π/2+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=π/2、3π/2，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v4-s4-349,S4,hjb-v4-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V4修复变式0349：选择：函数 y=8sin(2x+13π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V4修复变式0349：选择：函数 y=8sin(2x+13π/6)。求它在区间 [0,2π] 内取得最大值的次数。",2 | 3 | 1 | 4,2 | 3 | 1 | 4,2,2,2,2,最大值在 2x+13π/6=π/2+2kπ 时取得，即 x=-5π/6+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=π/6、7π/6，所以取得最大值 2 次。,最大值在 2x+13π/6=π/2+2kπ 时取得，即 x=-5π/6+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=π/6、7π/6，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v4-s4-352,S4,hjb-v4-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V4修复变式0352：选择：函数 y=9sin(2x+7π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V4修复变式0352：选择：函数 y=9sin(2x+7π/6)。求它在区间 [0,2π] 内取得最大值的次数。",2 | 3 | 1 | 4,2 | 3 | 1 | 4,2,2,2,2,最大值在 2x+7π/6=π/2+2kπ 时取得，即 x=-π/3+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=2π/3、5π/3，所以取得最大值 2 次。,最大值在 2x+7π/6=π/2+2kπ 时取得，即 x=-π/3+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=2π/3、5π/3，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v4-s4-355,S4,hjb-v4-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V4修复变式0355：选择：函数 y=8sin(2x+2π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V4修复变式0355：选择：函数 y=8sin(2x+2π/6)。求它在区间 [0,2π] 内取得最大值的次数。",3 | 1 | 4 | 2,3 | 1 | 4 | 2,2,2,2,2,最大值在 2x+2π/6=π/2+2kπ 时取得，即 x=π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1，对应 x=π/12、13π/12，所以取得最大值 2 次。,最大值在 2x+2π/6=π/2+2kπ 时取得，即 x=π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1，对应 x=π/12、13π/12，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v4-s4-358,S4,hjb-v4-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V4修复变式0358：选择：函数 y=3sin(2x+7π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V4修复变式0358：选择：函数 y=3sin(2x+7π/6)。求它在区间 [0,2π] 内取得最大值的次数。",1 | 4 | 2 | 3,1 | 4 | 2 | 3,2,2,2,2,最大值在 2x+7π/6=π/2+2kπ 时取得，即 x=-π/3+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=2π/3、5π/3，所以取得最大值 2 次。,最大值在 2x+7π/6=π/2+2kπ 时取得，即 x=-π/3+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=2π/3、5π/3，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v4-s4-361,S4,hjb-v4-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V4修复变式0361：选择：函数 y=12sin(2x+10π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V4修复变式0361：选择：函数 y=12sin(2x+10π/6)。求它在区间 [0,2π] 内取得最大值的次数。",1 | 4 | 2 | 3,1 | 4 | 2 | 3,2,2,2,2,最大值在 2x+10π/6=π/2+2kπ 时取得，即 x=-7π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=5π/12、17π/12，所以取得最大值 2 次。,最大值在 2x+10π/6=π/2+2kπ 时取得，即 x=-7π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=5π/12、17π/12，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v4-s4-364,S4,hjb-v4-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V4修复变式0364：选择：函数 y=4sin(2x+7π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V4修复变式0364：选择：函数 y=4sin(2x+7π/6)。求它在区间 [0,2π] 内取得最大值的次数。",3 | 1 | 4 | 2,3 | 1 | 4 | 2,2,2,2,2,最大值在 2x+7π/6=π/2+2kπ 时取得，即 x=-π/3+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=2π/3、5π/3，所以取得最大值 2 次。,最大值在 2x+7π/6=π/2+2kπ 时取得，即 x=-π/3+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=2π/3、5π/3，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v4-s4-367,S4,hjb-v4-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V4修复变式0367：选择：函数 y=7sin(2x+8π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V4修复变式0367：选择：函数 y=7sin(2x+8π/6)。求它在区间 [0,2π] 内取得最大值的次数。",2 | 3 | 1 | 4,2 | 3 | 1 | 4,2,2,2,2,最大值在 2x+8π/6=π/2+2kπ 时取得，即 x=-5π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=7π/12、19π/12，所以取得最大值 2 次。,最大值在 2x+8π/6=π/2+2kπ 时取得，即 x=-5π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=7π/12、19π/12，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v4-s4-370,S4,hjb-v4-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V4修复变式0370：选择：函数 y=5sin(2x+12π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V4修复变式0370：选择：函数 y=5sin(2x+12π/6)。求它在区间 [0,2π] 内取得最大值的次数。",2 | 3 | 1 | 4,2 | 3 | 1 | 4,2,2,2,2,最大值在 2x+12π/6=π/2+2kπ 时取得，即 x=-3π/4+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=π/4、5π/4，所以取得最大值 2 次。,最大值在 2x+12π/6=π/2+2kπ 时取得，即 x=-3π/4+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=π/4、5π/4，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v4-s4-373,S4,hjb-v4-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V4修复变式0373：选择：函数 y=5sin(2x+6π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V4修复变式0373：选择：函数 y=5sin(2x+6π/6)。求它在区间 [0,2π] 内取得最大值的次数。",3 | 1 | 4 | 2,3 | 1 | 4 | 2,2,2,2,2,最大值在 2x+6π/6=π/2+2kπ 时取得，即 x=-π/4+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=3π/4、7π/4，所以取得最大值 2 次。,最大值在 2x+6π/6=π/2+2kπ 时取得，即 x=-π/4+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=3π/4、7π/4，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v4-s4-376,S4,hjb-v4-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V4修复变式0376：选择：函数 y=9sin(2x+9π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V4修复变式0376：选择：函数 y=9sin(2x+9π/6)。求它在区间 [0,2π] 内取得最大值的次数。",1 | 4 | 2 | 3,1 | 4 | 2 | 3,2,2,2,2,最大值在 2x+9π/6=π/2+2kπ 时取得，即 x=-π/2+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=π/2、3π/2，所以取得最大值 2 次。,最大值在 2x+9π/6=π/2+2kπ 时取得，即 x=-π/2+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=π/2、3π/2，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v4-s5-127,S5,hjb-v4-remediated,概率初步,multiple-choice,Foundation,P1,wrong-answer,probability,false_positive,no-data-change,V4修复变式0627：选择：袋中有 7 个红球和 17 个蓝球，随机取出 1 个，取到红球的概率是多少？,V4修复变式0627：选择：袋中有 7 个红球和 17 个蓝球，随机取出 1 个，取到红球的概率是多少？,1/3 | 1/4 | 7/25 | 7/24,1/3 | 1/4 | 7/25 | 7/24,7/24,7/24,7/24,7/24,总球数为 24，红球 7 个，所以概率为 7/24=7/24。,总球数为 24，红球 7 个，所以概率为 7/24=7/24。,"Codex S18 reviewed the DeepSeek flag and found the stored answer, options, acceptedAnswers, and explanation already matched the prompt."
