questionId,grade,semester,knowledgePointId,type,storedAnswer,acceptedAnswers,computedAnswer,status,severity,notes
pep-junior-candidate-k09-sa-019,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,24,24,24,pass,none,OK
pep-junior-candidate-k09-sa-020,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,21,21,21,pass,none,OK
pep-junior-candidate-k09-sa-021,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,23.5,23.5,23.5,pass,none,OK
pep-junior-candidate-k09-sa-022,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,13,13,13,pass,none,OK
pep-junior-candidate-k09-sa-023,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,25,25,25,pass,none,OK
pep-junior-candidate-k09-sa-024,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,29,29,29,pass,none,OK
pep-junior-candidate-k09-sa-025,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,26,26,26,pass,none,OK
pep-junior-candidate-k09-sa-026,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,28.5,28.5,28.5,pass,none,OK
pep-junior-candidate-k09-sa-027,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,13,13,13,pass,none,OK
pep-junior-candidate-k10-mc-001,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=9或x=14,"x=9或x=14 | x=9,x=14",x=9或x=14,pass,none,OK
pep-junior-candidate-k10-mc-002,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=10或x=16,"x=10或x=16 | x=10,x=16",x=10或x=16,pass,none,OK
pep-junior-candidate-k10-mc-003,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=11或x=18,"x=11或x=18 | x=11,x=18",x=11或x=18,pass,none,OK
pep-junior-candidate-k10-mc-004,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=12或x=20,"x=12或x=20 | x=12,x=20",x=12或x=20,pass,none,OK
pep-junior-candidate-k10-mc-005,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=13或x=22,"x=13或x=22 | x=13,x=22",x=13或x=22,pass,none,OK
pep-junior-candidate-k10-mc-006,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=14或x=24,"x=14或x=24 | x=14,x=24",x=14或x=24,pass,none,OK
pep-junior-candidate-k10-mc-007,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=15或x=26,"x=15或x=26 | x=15,x=26",x=15或x=26,pass,none,OK
pep-junior-candidate-k10-mc-008,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=16或x=28,"x=16或x=28 | x=16,x=28",x=16或x=28,pass,none,OK
pep-junior-candidate-k10-mc-009,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=17或x=19,"x=17或x=19 | x=17,x=19",x=17或x=19,pass,none,OK
pep-junior-candidate-k10-mc-010,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=18或x=21,"x=18或x=21 | x=18,x=21",x=18或x=21,pass,none,OK
pep-junior-candidate-k10-mc-011,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=19或x=23,"x=19或x=23 | x=19,x=23",x=19或x=23,pass,none,OK
pep-junior-candidate-k10-mc-012,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=20或x=25,"x=20或x=25 | x=20,x=25",x=20或x=25,pass,none,OK
pep-junior-candidate-k10-mc-013,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=21或x=27,"x=21或x=27 | x=21,x=27",x=21或x=27,pass,none,OK
pep-junior-candidate-k10-mc-014,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=22或x=29,"x=22或x=29 | x=22,x=29",x=22或x=29,pass,none,OK
pep-junior-candidate-k10-mc-015,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=23或x=31,"x=23或x=31 | x=23,x=31",x=23或x=31,pass,none,OK
pep-junior-candidate-k10-mc-016,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=1或x=10,"x=1或x=10 | x=1,x=10",x=1或x=10,pass,none,OK
pep-junior-candidate-k10-mc-017,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=2或x=12,"x=2或x=12 | x=2,x=12",x=2或x=12,pass,none,OK
pep-junior-candidate-k10-mc-018,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=3或x=14,"x=3或x=14 | x=3,x=14",x=3或x=14,pass,none,OK
pep-junior-candidate-k10-mc-019,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=4或x=16,"x=4或x=16 | x=4,x=16",x=4或x=16,pass,none,OK
pep-junior-candidate-k10-mc-020,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=5或x=7,"x=5或x=7 | x=5,x=7",x=5或x=7,pass,none,OK
pep-junior-candidate-k10-mc-021,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=6或x=9,"x=6或x=9 | x=6,x=9",x=6或x=9,pass,none,OK
pep-junior-candidate-k10-mc-022,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=7或x=11,"x=7或x=11 | x=7,x=11",x=7或x=11,pass,none,OK
pep-junior-candidate-k10-mc-023,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=8或x=13,"x=8或x=13 | x=8,x=13",x=8或x=13,pass,none,OK
pep-junior-candidate-k10-mc-024,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=9或x=15,"x=9或x=15 | x=9,x=15",x=9或x=15,pass,none,OK
pep-junior-candidate-k10-mc-025,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=10或x=17,"x=10或x=17 | x=10,x=17",x=10或x=17,pass,none,OK
pep-junior-candidate-k10-mc-026,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=11或x=19,"x=11或x=19 | x=11,x=19",x=11或x=19,pass,none,OK
pep-junior-candidate-k10-mc-027,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,x=12或x=21,"x=12或x=21 | x=12,x=21",x=12或x=21,pass,none,OK
pep-junior-candidate-k10-fi-001,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=10,x=10,x=10,pass,none,OK
pep-junior-candidate-k10-fi-002,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=11,x=11,x=11,pass,none,OK
pep-junior-candidate-k10-fi-003,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=12,x=12,x=12,pass,none,OK
pep-junior-candidate-k10-fi-004,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=13,x=13,x=13,pass,none,OK
pep-junior-candidate-k10-fi-005,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=14,x=14,x=14,pass,none,OK
pep-junior-candidate-k10-fi-006,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=15,x=15,x=15,pass,none,OK
pep-junior-candidate-k10-fi-007,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=16,x=16,x=16,pass,none,OK
pep-junior-candidate-k10-fi-008,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=17,x=17,x=17,pass,none,OK
pep-junior-candidate-k10-fi-009,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=18,x=18,x=18,pass,none,OK
pep-junior-candidate-k10-fi-010,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=19,x=19,x=19,pass,none,OK
pep-junior-candidate-k10-fi-011,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=20,x=20,x=20,pass,none,OK
pep-junior-candidate-k10-fi-012,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=21,x=21,x=21,pass,none,OK
pep-junior-candidate-k10-fi-013,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=22,x=22,x=22,pass,none,OK
pep-junior-candidate-k10-fi-014,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=-8,x=-8,x=-8,pass,none,OK
pep-junior-candidate-k10-fi-015,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=-7,x=-7,x=-7,pass,none,OK
pep-junior-candidate-k10-fi-016,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=-6,x=-6,x=-6,pass,none,OK
pep-junior-candidate-k10-fi-017,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=-5,x=-5,x=-5,pass,none,OK
pep-junior-candidate-k10-fi-018,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=-4,x=-4,x=-4,pass,none,OK
pep-junior-candidate-k10-fi-019,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=-3,x=-3,x=-3,pass,none,OK
pep-junior-candidate-k10-fi-020,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=-2,x=-2,x=-2,pass,none,OK
pep-junior-candidate-k10-fi-021,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=-1,x=-1,x=-1,pass,none,OK
pep-junior-candidate-k10-fi-022,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=0,x=0,x=0,pass,none,OK
pep-junior-candidate-k10-fi-023,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=1,x=1,x=1,pass,none,OK
pep-junior-candidate-k10-fi-024,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=2,x=2,x=2,pass,none,OK
pep-junior-candidate-k10-fi-025,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=3,x=3,x=3,pass,none,OK
pep-junior-candidate-k10-fi-026,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=4,x=4,x=4,pass,none,OK
pep-junior-candidate-k10-fi-027,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=5,x=5,x=5,pass,none,OK
pep-junior-candidate-k10-fi-028,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,x=6,x=6,x=6,pass,none,OK
pep-junior-candidate-k10-sa-001,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,6/19,6/19,6/19,pass,none,OK
pep-junior-candidate-k10-sa-002,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,7/22,7/22,7/22,pass,none,OK
pep-junior-candidate-k10-sa-003,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,8/25,8/25,8/25,pass,none,OK
pep-junior-candidate-k10-sa-004,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,9/28,9/28,9/28,pass,none,OK
pep-junior-candidate-k10-sa-005,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,10/31,10/31,10/31,pass,none,OK
pep-junior-candidate-k10-sa-006,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,11/15,11/15,11/15,pass,none,OK
pep-junior-candidate-k10-sa-007,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,2/3,2/3,2/3,pass,none,OK
pep-junior-candidate-k10-sa-008,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,13/21,13/21,13/21,pass,none,OK
pep-junior-candidate-k10-sa-009,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,7/12,7/12,7/12,pass,none,OK
pep-junior-candidate-k10-sa-010,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,5/9,5/9,5/9,pass,none,OK
pep-junior-candidate-k10-sa-011,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,8/15,8/15,8/15,pass,none,OK
pep-junior-candidate-k10-sa-012,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,17/33,17/33,17/33,pass,none,OK
pep-junior-candidate-k10-sa-013,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,1/2,1/2,1/2,pass,none,OK
pep-junior-candidate-k10-sa-014,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,1/11,1/11,1/11,pass,none,OK
pep-junior-candidate-k10-sa-015,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,1/2,1/2,1/2,pass,none,OK
pep-junior-candidate-k10-sa-016,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,4/9,4/9,4/9,pass,none,OK
pep-junior-candidate-k10-sa-017,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,5/12,5/12,5/12,pass,none,OK
pep-junior-candidate-k10-sa-018,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,2/5,2/5,2/5,pass,none,OK
pep-junior-candidate-k10-sa-019,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,7/18,7/18,7/18,pass,none,OK
pep-junior-candidate-k10-sa-020,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,8/21,8/21,8/21,pass,none,OK
pep-junior-candidate-k10-sa-021,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,3/8,3/8,3/8,pass,none,OK
pep-junior-candidate-k10-sa-022,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,10/27,10/27,10/27,pass,none,OK
pep-junior-candidate-k10-sa-023,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,11/30,11/30,11/30,pass,none,OK
pep-junior-candidate-k10-sa-024,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,4/11,4/11,4/11,pass,none,OK
pep-junior-candidate-k10-sa-025,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,13/17,13/17,13/17,pass,none,OK
pep-junior-candidate-k10-sa-026,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,7/10,7/10,7/10,pass,none,OK
pep-junior-candidate-k10-sa-027,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,15/23,15/23,15/23,pass,none,OK
pep-junior-candidate-k11-mc-001,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,270,270,270,pass,none,OK
pep-junior-candidate-k11-mc-002,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,336,336,336,pass,none,OK
pep-junior-candidate-k11-mc-003,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,406,406,406,pass,none,OK
pep-junior-candidate-k11-mc-004,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,480,480,480,pass,none,OK
pep-junior-candidate-k11-mc-005,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,36,36,36,pass,none,OK
pep-junior-candidate-k11-mc-006,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,60,60,60,pass,none,OK
pep-junior-candidate-k11-mc-007,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,88,88,88,pass,none,OK
pep-junior-candidate-k11-mc-008,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,120,120,120,pass,none,OK
pep-junior-candidate-k11-mc-009,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,156,156,156,pass,none,OK
pep-junior-candidate-k11-mc-010,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,196,196,196,pass,none,OK
pep-junior-candidate-k11-mc-011,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,240,240,240,pass,none,OK
pep-junior-candidate-k11-mc-012,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,288,288,288,pass,none,OK
pep-junior-candidate-k11-mc-013,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,30,30,30,pass,none,OK
pep-junior-candidate-k11-mc-014,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,55,55,55,pass,none,OK
pep-junior-candidate-k11-mc-015,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,84,84,84,pass,none,OK
pep-junior-candidate-k11-mc-016,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,117,117,117,pass,none,OK
pep-junior-candidate-k11-mc-017,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,154,154,154,pass,none,OK
pep-junior-candidate-k11-mc-018,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,195,195,195,pass,none,OK
pep-junior-candidate-k11-mc-019,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,240,240,240,pass,none,OK
pep-junior-candidate-k11-mc-020,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,289,289,289,pass,none,OK
pep-junior-candidate-k11-mc-021,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,342,342,342,pass,none,OK
pep-junior-candidate-k11-mc-022,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,399,399,399,pass,none,OK
pep-junior-candidate-k11-mc-023,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,460,460,460,pass,none,OK
pep-junior-candidate-k11-mc-024,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,525,525,525,pass,none,OK
pep-junior-candidate-k11-mc-025,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,594,594,594,pass,none,OK
pep-junior-candidate-k11-mc-026,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,667,667,667,pass,none,OK
pep-junior-candidate-k11-mc-027,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,744,744,744,pass,none,OK
pep-junior-candidate-k11-fi-001,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,9厘米,9厘米 | 9,9厘米,pass,none,OK
pep-junior-candidate-k11-fi-002,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,20厘米,20厘米 | 20,20厘米,pass,none,OK
pep-junior-candidate-k11-fi-003,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,35厘米,35厘米 | 35,35厘米,pass,none,OK
pep-junior-candidate-k11-fi-004,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,18厘米,18厘米 | 18,18厘米,pass,none,OK
pep-junior-candidate-k11-fi-005,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,12厘米,12厘米 | 12,12厘米,pass,none,OK
pep-junior-candidate-k11-fi-006,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,24厘米,24厘米 | 24,24厘米,pass,none,OK
pep-junior-candidate-k11-fi-007,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,40厘米,40厘米 | 40,40厘米,pass,none,OK
pep-junior-candidate-k11-fi-008,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,6厘米,6厘米 | 6,6厘米,pass,none,OK
pep-junior-candidate-k11-fi-009,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,15厘米,15厘米 | 15,15厘米,pass,none,OK
pep-junior-candidate-k11-fi-010,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,28厘米,28厘米 | 28,28厘米,pass,none,OK
pep-junior-candidate-k11-fi-011,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,45厘米,45厘米 | 45,45厘米,pass,none,OK
pep-junior-candidate-k11-fi-012,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,8厘米,8厘米 | 8,8厘米,pass,none,OK
pep-junior-candidate-k11-fi-013,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,18厘米,18厘米 | 18,18厘米,pass,none,OK
pep-junior-candidate-k11-fi-014,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,32厘米,32厘米 | 32,32厘米,pass,none,OK
pep-junior-candidate-k11-fi-015,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,15厘米,15厘米 | 15,15厘米,pass,none,OK
pep-junior-candidate-k11-fi-016,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,10厘米,10厘米 | 10,10厘米,pass,none,OK
pep-junior-candidate-k11-fi-017,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,21厘米,21厘米 | 21,21厘米,pass,none,OK
pep-junior-candidate-k11-fi-018,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,36厘米,36厘米 | 36,36厘米,pass,none,OK
pep-junior-candidate-k11-fi-019,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,20厘米,20厘米 | 20,20厘米,pass,none,OK
pep-junior-candidate-k11-fi-020,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,12厘米,12厘米 | 12,12厘米,pass,none,OK
pep-junior-candidate-k11-fi-021,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,24厘米,24厘米 | 24,24厘米,pass,none,OK
pep-junior-candidate-k11-fi-022,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,12厘米,12厘米 | 12,12厘米,pass,none,OK
pep-junior-candidate-k11-fi-023,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,25厘米,25厘米 | 25,25厘米,pass,none,OK
pep-junior-candidate-k11-fi-024,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,14厘米,14厘米 | 14,14厘米,pass,none,OK
pep-junior-candidate-k11-fi-025,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,27厘米,27厘米 | 27,27厘米,pass,none,OK
pep-junior-candidate-k11-fi-026,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,16厘米,16厘米 | 16,16厘米,pass,none,OK
pep-junior-candidate-k11-fi-027,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,30厘米,30厘米 | 30,30厘米,pass,none,OK
pep-junior-candidate-k11-sa-001,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,26√3米,26√3米 | 26根号3米 | 26√3,26√3米,pass,none,OK
pep-junior-candidate-k11-sa-002,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,8√3米,8√3米 | 8根号3米 | 8√3,8√3米,pass,none,OK
pep-junior-candidate-k11-sa-003,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,4,4,4,pass,none,OK
pep-junior-candidate-k11-sa-004,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,34米,34米 | 34,34米,pass,none,OK
pep-junior-candidate-k11-sa-005,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,17√3米,17√3米 | 17根号3米 | 17√3,17√3米,pass,none,OK
pep-junior-candidate-k11-sa-006,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,36√3米,36√3米 | 36根号3米 | 36√3,36√3米,pass,none,OK
pep-junior-candidate-k11-sa-007,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,12,12,12,pass,none,OK
pep-junior-candidate-k11-sa-008,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,38米,38米 | 38,38米,pass,none,OK
pep-junior-candidate-k11-sa-009,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,8√3米,8√3米 | 8根号3米 | 8√3,8√3米,pass,none,OK
pep-junior-candidate-k11-sa-010,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,27√3米,27√3米 | 27根号3米 | 27√3,27√3米,pass,none,OK
pep-junior-candidate-k11-sa-011,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,9,9,9,pass,none,OK
pep-junior-candidate-k11-sa-012,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,5米,5米 | 5,5米,pass,none,OK
pep-junior-candidate-k11-sa-013,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,28√3米,28√3米 | 28根号3米 | 28√3,28√3米,pass,none,OK
pep-junior-candidate-k11-sa-014,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,18√3米,18√3米 | 18根号3米 | 18√3,18√3米,pass,none,OK
pep-junior-candidate-k11-sa-015,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,6,6,6,pass,none,OK
pep-junior-candidate-k11-sa-016,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,9米,9米 | 9,9米,pass,none,OK
pep-junior-candidate-k11-sa-017,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,19√3米,19√3米 | 19根号3米 | 19√3,19√3米,pass,none,OK
pep-junior-candidate-k11-sa-018,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,9√3米,9√3米 | 9根号3米 | 9√3,9√3米,pass,none,OK
pep-junior-candidate-k11-sa-019,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,3,3,3,pass,none,OK
pep-junior-candidate-k11-sa-020,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,13米,13米 | 13,13米,pass,none,OK
pep-junior-candidate-k11-sa-021,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,10√3米,10√3米 | 10根号3米 | 10√3,10√3米,pass,none,OK
pep-junior-candidate-k11-sa-022,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,37√3米,37√3米 | 37根号3米 | 37√3,37√3米,pass,none,OK
pep-junior-candidate-k11-sa-023,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,11,11,11,pass,none,OK
pep-junior-candidate-k11-sa-024,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,17米,17米 | 17,17米,pass,none,OK
pep-junior-candidate-k11-sa-025,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,30√3米,30√3米 | 30根号3米 | 30√3,30√3米,pass,none,OK
pep-junior-candidate-k11-sa-026,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,28√3米,28√3米 | 28根号3米 | 28√3,28√3米,pass,none,OK
pep-junior-candidate-k11-sa-027,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,8,8,8,pass,none,OK
pep-junior-candidate-k11-sa-028,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,21米,21米 | 21,21米,pass,none,OK
