"questionId","grade","semester","type","difficulty","unitTitle","status","severity","storedAnswer","acceptedAnswers","independentAnswer","solverMethod","solverFamily","explanationCheck","notes","promptZhHans"
"pep-primary-rag2-p1-upper-fi-009","P1","upper","fill-in","Foundation","数一数","solver-gap","manual-required","5","5","","","","not-run","solver:no deterministic solver matched this free-form item","数一数：☆☆☆☆☆，一共有（ ）颗星。"
"pep-primary-rag2-p1-upper-fi-010","P1","upper","fill-in","Core","认识图形","solver-gap","manual-required","2","2","","","","not-run","solver:no deterministic solver matched this free-form item","把下面的图形按形状分类：□ △ ○ □，正方形有（ ）个。"
"pep-primary-rag2-p1-upper-fi-011","P1","upper","fill-in","Foundation","10的组成","solver-gap","manual-required","7","7","","","","not-run","solver:no deterministic solver matched this free-form item","10可以分成3和____。"
"pep-primary-rag2-p1-upper-fi-012","P1","upper","fill-in","Core","期末综合","pass","none","8","8","8时","clock-hour-reading","time","pass","solver:clock-hour-reading","钟面上，分针指向12，时针指向8，这时是____时。"
"pep-primary-rag2-p1-upper-fi-013","P1","upper","fill-in","Foundation","20以内进位加法","solver-gap","manual-required","14","14","","","","not-run","solver:no deterministic solver matched this free-form item","9+5=____，想：9加____得10，10加____得____。"
"pep-primary-rag2-p1-upper-fi-014","P1","upper","fill-in","Core","5以内数的认识和加减法","solver-gap","manual-required","5","5 | 5只","","","","not-run","solver:no deterministic solver matched this free-form item","树上有3只小鸟，又飞来2只，现在树上一共有几只小鸟？"
"pep-primary-rag2-p1-upper-fi-015","P1","upper","fill-in","Foundation","整时","pass","none","9时","9时 | 9点","9时","clock-hour-reading","time","pass","solver:clock-hour-reading","钟面上，分针指向12，时针指向9，是几时？"
"pep-primary-rag2-p1-upper-fi-016","P1","upper","fill-in","Core","10的组成","pass","none","7","7","7","number-composition","place-value","pass","solver:number-composition","10可以分成3和几？请填空：10可以分成3和______。"
"pep-primary-rag2-p1-upper-fi-017","P1","upper","fill-in","Core","认识图形","solver-gap","manual-required","②和④","②和④ | ②④ | 2和4 | 2、4","","","","not-run","solver:no deterministic solver matched this free-form item","下面物体中，哪些是圆柱？请写出序号：①篮球 ②茶叶罐 ③魔方 ④水杯。圆柱有______。"
"pep-primary-rag2-p1-upper-fi-018","P1","upper","fill-in","Core","比大小","solver-gap","manual-required","5","5 | 5只","","","","not-run","solver:no deterministic solver matched this free-form item","树上有3只小鸟，又飞来了2只，现在一共有几只小鸟？"
"pep-primary-rag2-p1-upper-fi-019","P1","upper","fill-in","Core","20以内进位加法","solver-gap","manual-required","15","15","","","","not-run","solver:no deterministic solver matched this free-form item","9 + 6 = ? 请用凑十法计算，先算9加几等于10，再算10加几，最后写出得数。"
"pep-primary-rag2-p1-upper-fi-020","P1","upper","fill-in","Core","期中综合","pass","none","15","15","15","addend-sum-direct","arithmetic","pass","solver:addend-sum-direct","一个加数是8，另一个加数是7，和是多少？"
"pep-primary-rag2-p1-upper-fi-021","P1","upper","fill-in","Core","10以内加减法","solver-gap","manual-required","4","4 | 4只","","","","not-run","solver:no deterministic solver matched this free-form item","10个小朋友玩老鹰捉小鸡，已经捉住了4只“小鸡”，还有几只“小鸡”没被捉住？（老鹰和母鸡不算在内）"
"pep-primary-rag2-p1-upper-fi-022","P1","upper","fill-in","Core","认识钟表","pass","none","8时","8时 | 8点","8时","clock-hour-reading","time","pass","solver:clock-hour-reading","钟面上，时针指向8，分针指向12，是几时？"
"pep-primary-rag2-p1-upper-fi-023","P1","upper","fill-in","Core","5以内数的认识和加减法","solver-gap","manual-required","5","5","","","","not-run","solver:no deterministic solver matched this free-form item","树上有3只小鸟，又飞来了2只。现在树上一共有几只小鸟？"
"pep-primary-rag2-p1-upper-fi-024","P1","upper","fill-in","Core","凑十法","solver-gap","manual-required","凑十","凑十","","","","not-run","solver:no deterministic solver matched this free-form item","计算8+5时，把5分成2和3，先算8+2=10，再算10+3=13。这种方法是______法。"
"pep-primary-rag2-p1-upper-fi-025","P1","upper","fill-in","Core","期末综合","solver-gap","manual-required","15","15","","","","not-run","solver:no deterministic solver matched this free-form item","一个加数是9，另一个加数是6，和是______。"
"pep-primary-rag2-p1-upper-fi-026","P1","upper","fill-in","Core","6-10的认识和加减法","solver-gap","manual-required","7","7","","","","not-run","solver:no deterministic solver matched this free-form item","10可以分成3和______。"
"pep-primary-rag2-p1-upper-fi-027","P1","upper","fill-in","Core","认识图形","solver-gap","manual-required","球","球","","","","not-run","solver:no deterministic solver matched this free-form item","足球的形状是______体。"
"pep-primary-rag2-p1-upper-fi-028","P1","upper","fill-in","Core","比大小","solver-gap","manual-required","2","2 | 2块 | 两块","","","","not-run","solver:no deterministic solver matched this free-form item","小明有3块糖，妈妈又给了他一些，现在他有5块糖。妈妈给了他几块糖？"
"pep-primary-rag2-p1-upper-fi-029","P1","upper","fill-in","Core","11-20各数的认识","solver-gap","manual-required","17","17 | 十七","","","","not-run","solver:no deterministic solver matched this free-form item","一个十和7个一合起来是（ ）。"
"pep-primary-rag2-p1-upper-fi-030","P1","upper","fill-in","Core","一年级上册综合测评","pass","none","7","7 | 7只 | 七只","7","one-step-subtraction-story","arithmetic-application","pass","solver:one-step-subtraction-story","树上有12只小鸟，飞走了5只，还剩（ ）只。"
"pep-primary-rag2-p1-upper-fi-031","P1","upper","fill-in","Foundation","10的组成","solver-gap","manual-required","7","7 | 七","","","","not-run","solver:no deterministic solver matched this free-form item","10可以分成3和（ ）。"
"pep-primary-rag2-p1-upper-fi-032","P1","upper","fill-in","Foundation","认识钟表","pass","none","8","8 | 八 | 8时 | 八时","8时","clock-hour-reading","time","pass","solver:clock-hour-reading","钟面上，分针指向12，时针指向8，这时是（ ）时。"
"pep-primary-rag2-p1-upper-fi-033","P1","upper","fill-in","Foundation","5以内数的认识和加减法","solver-gap","manual-required","5","5 | 5只","","","","not-run","solver:no deterministic solver matched this free-form item","树上有3只小鸟，又飞来2只，现在一共有几只小鸟？"
"pep-primary-rag2-p1-upper-fi-034","P1","upper","fill-in","Foundation","20以内进位加法","solver-gap","manual-required","13","13 | 13支","","","","not-run","solver:no deterministic solver matched this free-form item","小明有9支铅笔，小红又给了他4支，小明现在有多少支铅笔？"
"pep-primary-rag2-p1-upper-fi-035","P1","upper","fill-in","Foundation","期中综合","solver-gap","manual-required","十位1个，个位5个","十位1个，个位5个 | 十位拨1个，个位拨5个 | 1和5","","","","not-run","solver:no deterministic solver matched this free-form item","在计数器上拨出15，十位上拨几个珠子，个位上拨几个珠子？"
"pep-primary-rag2-p1-upper-fi-036","P1","upper","fill-in","Foundation","10以内加减法","solver-gap","manual-required","1和9、2和8（答案不唯一，写出两组即可）","1和9、2和8（答案不唯一，写出两组即可） | 1和9、2和8 | 3和7、4和6 | 5和5、6和4","","","","not-run","solver:no deterministic solver matched this free-form item","10可以分成几和几？请写出两组不同的分法。"
"pep-primary-rag2-p1-upper-fi-037","P1","upper","fill-in","Foundation","认识图形","solver-gap","manual-required","长方体","长方体","","","","not-run","solver:no deterministic solver matched this free-form item","用4个相同的小正方体可以拼成一个什么立体图形？"
"pep-primary-rag2-p1-upper-fi-038","P1","upper","fill-in","Foundation","比大小","solver-gap","manual-required","5","5 | 5只","","","","not-run","solver:no deterministic solver matched this free-form item","树上有3只小鸟，又飞来了2只。现在树上一共有几只小鸟？"
"pep-primary-rag2-p1-upper-fi-039","P1","upper","fill-in","Foundation","凑十法","solver-gap","manual-required","15","15","","","","not-run","solver:no deterministic solver matched this free-form item","计算8+7时，可以先把7分成2和5，8+2=10，10+5=15。请填空：8+7=□"
"pep-primary-rag2-p1-upper-fi-040","P1","upper","fill-in","Foundation","期末综合","pass","none","9时","9时 | 9点","9时","clock-hour-reading","time","pass","solver:clock-hour-reading","钟面上，分针指向12，时针指向9，这时是几时？"
"pep-primary-rag2-p1-upper-mc-001","P1","upper","multiple-choice","Foundation","5以内数的认识和加减法","solver-gap","manual-required","5","5","","","","not-run","solver:no deterministic solver matched this free-form item","小明有3个苹果，妈妈又给了他2个苹果。小明现在一共有几个苹果？"
"pep-primary-rag2-p1-upper-mc-002","P1","upper","multiple-choice","Foundation","整时","pass","none","8时","8时","8时","clock-hour-reading","time","pass","solver:clock-hour-reading","钟面上，分针指向12，时针指向8，这时是几时？"
"pep-primary-rag2-p1-upper-mc-003","P1","upper","multiple-choice","Foundation","6-10的认识和加减法","solver-gap","manual-required","5+2","5+2","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪个算式的结果等于7？"
"pep-primary-rag2-p1-upper-mc-004","P1","upper","multiple-choice","Foundation","期中综合","solver-gap","manual-required","3小时","3小时","","","","not-run","solver:no deterministic solver matched this free-form item","小红上午9时到校，中午12时放学。她上午在学校多长时间？"
"pep-primary-rag2-p1-upper-mc-005","P1","upper","multiple-choice","Foundation","11-20各数的认识","solver-gap","manual-required","9+4","9+4","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪个算式的结果是13？"
"pep-primary-rag2-p1-upper-mc-006","P1","upper","multiple-choice","Foundation","分与合","solver-gap","manual-required","上下一样粗，两头是圆形","上下一样粗，两头是圆形","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪个图形是圆柱？"
"pep-primary-rag2-p1-upper-mc-007","P1","upper","multiple-choice","Core","认识钟表","pass","none","9时","9时","9时","clock-hour-reading","time","pass","solver:clock-hour-reading","钟面上，分针指向12，时针指向9，这时是几时？"
"pep-primary-rag2-p1-upper-mc-008","P1","upper","multiple-choice","Foundation","6-10的认识和加减法","solver-gap","manual-required","球","球","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪种形状是球？"
