id,grade,topicId,type,difficulty,generatorFamily,generatorVariant,independentAnswer,storedAnswer,status,reviewReason,notes
pep-high-hybrid-v1-s4-s4-exp-log-sa-039,S4,pep-high-s4-exp-log,short-answer,Foundation,exp-log,log-sum,6,6,pass,,OK
pep-high-hybrid-v1-s4-s4-exp-log-sa-040,S4,pep-high-s4-exp-log,short-answer,Exam,exp-log,log-sum,4,4,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-sa-001,S4,pep-high-s4-trigonometry,short-answer,Core,trigonometry,cosine-special-value,1,1,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-trigonometry-fi-002,S4,pep-high-s4-trigonometry,fill-in,Challenge,trigonometry,sine-amplitude,4,4,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-trigonometry-mc-003,S4,pep-high-s4-trigonometry,multiple-choice,Foundation,trigonometry,sine-period,π/2,π/2,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-trigonometry-sa-004,S4,pep-high-s4-trigonometry,short-answer,Core,trigonometry,cosine-special-value,3/2,3/2,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-trigonometry-fi-005,S4,pep-high-s4-trigonometry,fill-in,Challenge,trigonometry,sine-amplitude,1,1,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-trigonometry-mc-006,S4,pep-high-s4-trigonometry,multiple-choice,Foundation,trigonometry,sine-period,2π/3,2π/3,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-trigonometry-sa-007,S4,pep-high-s4-trigonometry,short-answer,Core,trigonometry,cosine-special-value,7/2,7/2,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-fi-008,S4,pep-high-s4-trigonometry,fill-in,Challenge,trigonometry,sine-amplitude,3,3,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-trigonometry-mc-009,S4,pep-high-s4-trigonometry,multiple-choice,Foundation,trigonometry,sine-period,π,π,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-trigonometry-sa-010,S4,pep-high-s4-trigonometry,short-answer,Core,trigonometry,cosine-special-value,3/2,3/2,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-fi-011,S4,pep-high-s4-trigonometry,fill-in,Challenge,trigonometry,sine-amplitude,4,4,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-trigonometry-mc-012,S4,pep-high-s4-trigonometry,multiple-choice,Foundation,trigonometry,sine-period,2π,2π,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-trigonometry-sa-013,S4,pep-high-s4-trigonometry,short-answer,Core,trigonometry,cosine-special-value,2,2,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-fi-014,S4,pep-high-s4-trigonometry,fill-in,Challenge,trigonometry,sine-amplitude,6,6,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-mc-015,S4,pep-high-s4-trigonometry,multiple-choice,Foundation,trigonometry,sine-period,π/2,π/2,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-sa-016,S4,pep-high-s4-trigonometry,short-answer,Core,trigonometry,cosine-special-value,0,0,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-fi-017,S4,pep-high-s4-trigonometry,fill-in,Challenge,trigonometry,sine-amplitude,3,3,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-mc-018,S4,pep-high-s4-trigonometry,multiple-choice,Foundation,trigonometry,sine-period,2π/3,2π/3,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-sa-019,S4,pep-high-s4-trigonometry,short-answer,Core,trigonometry,cosine-special-value,9/2,9/2,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-fi-020,S4,pep-high-s4-trigonometry,fill-in,Challenge,trigonometry,sine-amplitude,0,0,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-mc-021,S4,pep-high-s4-trigonometry,multiple-choice,Foundation,trigonometry,sine-period,π,π,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-sa-022,S4,pep-high-s4-trigonometry,short-answer,Core,trigonometry,cosine-special-value,5/2,5/2,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-fi-023,S4,pep-high-s4-trigonometry,fill-in,Challenge,trigonometry,sine-amplitude,6,6,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-mc-024,S4,pep-high-s4-trigonometry,multiple-choice,Foundation,trigonometry,sine-period,2π,2π,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-sa-025,S4,pep-high-s4-trigonometry,short-answer,Core,trigonometry,cosine-special-value,1/2,1/2,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-fi-026,S4,pep-high-s4-trigonometry,fill-in,Challenge,trigonometry,sine-amplitude,3,3,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-mc-027,S4,pep-high-s4-trigonometry,multiple-choice,Foundation,trigonometry,sine-period,π/2,π/2,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-sa-028,S4,pep-high-s4-trigonometry,short-answer,Core,trigonometry,cosine-special-value,1,1,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-fi-029,S4,pep-high-s4-trigonometry,fill-in,Challenge,trigonometry,sine-amplitude,5,5,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-mc-030,S4,pep-high-s4-trigonometry,multiple-choice,Foundation,trigonometry,sine-period,2π/3,2π/3,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-sa-031,S4,pep-high-s4-trigonometry,short-answer,Core,trigonometry,cosine-special-value,3,3,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-fi-032,S4,pep-high-s4-trigonometry,fill-in,Challenge,trigonometry,sine-amplitude,2,2,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-mc-033,S4,pep-high-s4-trigonometry,multiple-choice,Foundation,trigonometry,sine-period,π,π,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-sa-034,S4,pep-high-s4-trigonometry,short-answer,Core,trigonometry,cosine-special-value,7/2,7/2,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-fi-035,S4,pep-high-s4-trigonometry,fill-in,Challenge,trigonometry,sine-amplitude,3,3,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-mc-036,S4,pep-high-s4-trigonometry,multiple-choice,Foundation,trigonometry,sine-period,2π,2π,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-sa-037,S4,pep-high-s4-trigonometry,short-answer,Core,trigonometry,cosine-special-value,3/2,3/2,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-sa-038,S4,pep-high-s4-trigonometry,short-answer,Challenge,trigonometry,cosine-special-value,3,3,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-sa-039,S4,pep-high-s4-trigonometry,short-answer,Foundation,trigonometry,cosine-special-value,9/2,9/2,pass,,OK
pep-high-hybrid-v1-s4-s4-trigonometry-sa-040,S4,pep-high-s4-trigonometry,short-answer,Core,trigonometry,cosine-special-value,-1/2,-1/2,pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-sa-001,S4,pep-high-s4-plane-vectors,short-answer,Challenge,plane-vectors,vector-sum,"(1,0)","(1,0)",pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-fi-002,S4,pep-high-s4-plane-vectors,fill-in,Foundation,plane-vectors,vector-length-squared,9,9,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-mc-003,S4,pep-high-s4-plane-vectors,multiple-choice,Core,plane-vectors,dot-product,4,4,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-sa-004,S4,pep-high-s4-plane-vectors,short-answer,Challenge,plane-vectors,vector-sum,"(3,6)","(3,6)",pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-fi-005,S4,pep-high-s4-plane-vectors,fill-in,Foundation,plane-vectors,vector-length-squared,10,10,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-mc-006,S4,pep-high-s4-plane-vectors,multiple-choice,Core,plane-vectors,dot-product,0,0,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-sa-007,S4,pep-high-s4-plane-vectors,short-answer,Challenge,plane-vectors,vector-sum,"(3,0)","(3,0)",pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-fi-008,S4,pep-high-s4-plane-vectors,fill-in,Foundation,plane-vectors,vector-length-squared,16,16,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-mc-009,S4,pep-high-s4-plane-vectors,multiple-choice,Core,plane-vectors,dot-product,-3,-3,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-sa-010,S4,pep-high-s4-plane-vectors,short-answer,Challenge,plane-vectors,vector-sum,"(5,1)","(5,1)",pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-fi-011,S4,pep-high-s4-plane-vectors,fill-in,Foundation,plane-vectors,vector-length-squared,13,13,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-mc-012,S4,pep-high-s4-plane-vectors,multiple-choice,Core,plane-vectors,dot-product,4,4,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-sa-013,S4,pep-high-s4-plane-vectors,short-answer,Challenge,plane-vectors,vector-sum,"(1,7)","(1,7)",pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-fi-014,S4,pep-high-s4-plane-vectors,fill-in,Foundation,plane-vectors,vector-length-squared,25,25,pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-mc-015,S4,pep-high-s4-plane-vectors,multiple-choice,Core,plane-vectors,dot-product,2,2,pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-sa-016,S4,pep-high-s4-plane-vectors,short-answer,Challenge,plane-vectors,vector-sum,"(3,1)","(3,1)",pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-fi-017,S4,pep-high-s4-plane-vectors,fill-in,Foundation,plane-vectors,vector-length-squared,18,18,pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-mc-018,S4,pep-high-s4-plane-vectors,multiple-choice,Core,plane-vectors,dot-product,-2,-2,pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-sa-019,S4,pep-high-s4-plane-vectors,short-answer,Challenge,plane-vectors,vector-sum,"(3,7)","(3,7)",pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-fi-020,S4,pep-high-s4-plane-vectors,fill-in,Foundation,plane-vectors,vector-length-squared,1,1,pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-mc-021,S4,pep-high-s4-plane-vectors,multiple-choice,Core,plane-vectors,dot-product,-4,-4,pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-sa-022,S4,pep-high-s4-plane-vectors,short-answer,Challenge,plane-vectors,vector-sum,"(5,1)","(5,1)",pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-fi-023,S4,pep-high-s4-plane-vectors,fill-in,Foundation,plane-vectors,vector-length-squared,25,25,pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-mc-024,S4,pep-high-s4-plane-vectors,multiple-choice,Core,plane-vectors,dot-product,-2,-2,pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-sa-025,S4,pep-high-s4-plane-vectors,short-answer,Challenge,plane-vectors,vector-sum,"(1,2)","(1,2)",pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-fi-026,S4,pep-high-s4-plane-vectors,fill-in,Foundation,plane-vectors,vector-length-squared,4,4,pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-mc-027,S4,pep-high-s4-plane-vectors,multiple-choice,Core,plane-vectors,dot-product,13,13,pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-sa-028,S4,pep-high-s4-plane-vectors,short-answer,Challenge,plane-vectors,vector-sum,"(3,1)","(3,1)",pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-fi-029,S4,pep-high-s4-plane-vectors,fill-in,Foundation,plane-vectors,vector-length-squared,34,34,pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-mc-030,S4,pep-high-s4-plane-vectors,multiple-choice,Core,plane-vectors,dot-product,-7,-7,pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-sa-031,S4,pep-high-s4-plane-vectors,short-answer,Challenge,plane-vectors,vector-sum,"(3,2)","(3,2)",pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-fi-032,S4,pep-high-s4-plane-vectors,fill-in,Foundation,plane-vectors,vector-length-squared,9,9,pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-mc-033,S4,pep-high-s4-plane-vectors,multiple-choice,Core,plane-vectors,dot-product,10,10,pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-sa-034,S4,pep-high-s4-plane-vectors,short-answer,Challenge,plane-vectors,vector-sum,"(5,8)","(5,8)",pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-fi-035,S4,pep-high-s4-plane-vectors,fill-in,Foundation,plane-vectors,vector-length-squared,10,10,pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-mc-036,S4,pep-high-s4-plane-vectors,multiple-choice,Core,plane-vectors,dot-product,-6,-6,pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-sa-037,S4,pep-high-s4-plane-vectors,short-answer,Challenge,plane-vectors,vector-sum,"(1,2)","(1,2)",pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-sa-038,S4,pep-high-s4-plane-vectors,short-answer,Foundation,plane-vectors,vector-sum,"(3,4)","(3,4)",pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-sa-039,S4,pep-high-s4-plane-vectors,short-answer,Core,plane-vectors,vector-sum,"(5,6)","(5,6)",pass,,OK
pep-high-hybrid-v1-s4-s4-plane-vectors-sa-040,S4,pep-high-s4-plane-vectors,short-answer,Challenge,plane-vectors,vector-sum,"(3,3)","(3,3)",pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-sa-001,S4,pep-high-s4-complex-numbers,short-answer,Foundation,complex,complex-product,-2-6i,-2-6i,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-fi-002,S4,pep-high-s4-complex-numbers,fill-in,Core,complex,complex-modulus-squared,9,9,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-mc-003,S4,pep-high-s4-complex-numbers,multiple-choice,Challenge,complex,complex-addition,1+3i,1+3i,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-sa-004,S4,pep-high-s4-complex-numbers,short-answer,Foundation,complex,complex-product,0+5i,0+5i,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-fi-005,S4,pep-high-s4-complex-numbers,fill-in,Core,complex,complex-modulus-squared,8,8,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-mc-006,S4,pep-high-s4-complex-numbers,multiple-choice,Challenge,complex,complex-addition,-4+2i,-4+2i,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-sa-007,S4,pep-high-s4-complex-numbers,short-answer,Foundation,complex,complex-product,-8-8i,-8-8i,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-fi-008,S4,pep-high-s4-complex-numbers,fill-in,Core,complex,complex-modulus-squared,2,2,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-mc-009,S4,pep-high-s4-complex-numbers,multiple-choice,Challenge,complex,complex-addition,2+1i,2+1i,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-sa-010,S4,pep-high-s4-complex-numbers,short-answer,Foundation,complex,complex-product,-8-1i,-8-1i,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-fi-011,S4,pep-high-s4-complex-numbers,fill-in,Core,complex,complex-modulus-squared,17,17,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-mc-012,S4,pep-high-s4-complex-numbers,multiple-choice,Challenge,complex,complex-addition,-3+0i,-3+0i,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-sa-013,S4,pep-high-s4-complex-numbers,short-answer,Foundation,complex,complex-product,-6-2i,-6-2i,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-fi-014,S4,pep-high-s4-complex-numbers,fill-in,Core,complex,complex-modulus-squared,13,13,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-mc-015,S4,pep-high-s4-complex-numbers,multiple-choice,Challenge,complex,complex-addition,-2+3i,-2+3i,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-sa-016,S4,pep-high-s4-complex-numbers,short-answer,Foundation,complex,complex-product,-3-1i,-3-1i,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-fi-017,S4,pep-high-s4-complex-numbers,fill-in,Core,complex,complex-modulus-squared,4,4,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-mc-018,S4,pep-high-s4-complex-numbers,multiple-choice,Challenge,complex,complex-addition,-2+2i,-2+2i,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-sa-019,S4,pep-high-s4-complex-numbers,short-answer,Foundation,complex,complex-product,-12-4i,-12-4i,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-fi-020,S4,pep-high-s4-complex-numbers,fill-in,Core,complex,complex-modulus-squared,5,5,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-mc-021,S4,pep-high-s4-complex-numbers,multiple-choice,Challenge,complex,complex-addition,-1+1i,-1+1i,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-sa-022,S4,pep-high-s4-complex-numbers,short-answer,Foundation,complex,complex-product,-6+3i,-6+3i,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-fi-023,S4,pep-high-s4-complex-numbers,fill-in,Core,complex,complex-modulus-squared,17,17,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-mc-024,S4,pep-high-s4-complex-numbers,multiple-choice,Challenge,complex,complex-addition,-1+0i,-1+0i,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-sa-025,S4,pep-high-s4-complex-numbers,short-answer,Foundation,complex,complex-product,0-8i,0-8i,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-fi-026,S4,pep-high-s4-complex-numbers,fill-in,Core,complex,complex-modulus-squared,10,10,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-mc-027,S4,pep-high-s4-complex-numbers,multiple-choice,Challenge,complex,complex-addition,0+3i,0+3i,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-sa-028,S4,pep-high-s4-complex-numbers,short-answer,Foundation,complex,complex-product,-1+3i,-1+3i,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-fi-029,S4,pep-high-s4-complex-numbers,fill-in,Core,complex,complex-modulus-squared,8,8,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-mc-030,S4,pep-high-s4-complex-numbers,multiple-choice,Challenge,complex,complex-addition,-5+2i,-5+2i,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-sa-031,S4,pep-high-s4-complex-numbers,short-answer,Foundation,complex,complex-product,-6-10i,-6-10i,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-fi-032,S4,pep-high-s4-complex-numbers,fill-in,Core,complex,complex-modulus-squared,1,1,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-mc-033,S4,pep-high-s4-complex-numbers,multiple-choice,Challenge,complex,complex-addition,1+1i,1+1i,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-sa-034,S4,pep-high-s4-complex-numbers,short-answer,Foundation,complex,complex-product,-4+7i,-4+7i,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-fi-035,S4,pep-high-s4-complex-numbers,fill-in,Core,complex,complex-modulus-squared,20,20,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-mc-036,S4,pep-high-s4-complex-numbers,multiple-choice,Challenge,complex,complex-addition,-4+0i,-4+0i,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-sa-037,S4,pep-high-s4-complex-numbers,short-answer,Foundation,complex,complex-product,-4-4i,-4-4i,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-sa-038,S4,pep-high-s4-complex-numbers,short-answer,Core,complex,complex-product,-10+0i,-10+0i,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-sa-039,S4,pep-high-s4-complex-numbers,short-answer,Challenge,complex,complex-product,-4+2i,-4+2i,pass,,OK
pep-high-hybrid-v1-s4-s4-complex-numbers-sa-040,S4,pep-high-s4-complex-numbers,short-answer,Foundation,complex,complex-product,-4-3i,-4-3i,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-sa-001,S4,pep-high-s4-solid-geometry-intro,short-answer,Core,solid-geometry,cuboid-surface-area,66,66,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-fi-002,S4,pep-high-s4-solid-geometry-intro,fill-in,Challenge,solid-geometry,cuboid-diagonal-squared,57,57,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-mc-003,S4,pep-high-s4-solid-geometry-intro,multiple-choice,Core,solid-geometry,cuboid-volume,150,150,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-sa-004,S4,pep-high-s4-solid-geometry-intro,short-answer,Challenge,solid-geometry,cuboid-surface-area,136,136,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-fi-005,S4,pep-high-s4-solid-geometry-intro,fill-in,Core,solid-geometry,cuboid-diagonal-squared,67,67,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-mc-006,S4,pep-high-s4-solid-geometry-intro,multiple-choice,Challenge,solid-geometry,cuboid-volume,32,32,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-sa-007,S4,pep-high-s4-solid-geometry-intro,short-answer,Core,solid-geometry,cuboid-surface-area,110,110,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-fi-008,S4,pep-high-s4-solid-geometry-intro,fill-in,Challenge,solid-geometry,cuboid-diagonal-squared,56,56,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-mc-009,S4,pep-high-s4-solid-geometry-intro,multiple-choice,Core,solid-geometry,cuboid-volume,105,105,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-sa-010,S4,pep-high-s4-solid-geometry-intro,short-answer,Challenge,solid-geometry,cuboid-surface-area,108,108,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-fi-011,S4,pep-high-s4-solid-geometry-intro,fill-in,Core,solid-geometry,cuboid-diagonal-squared,90,90,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-mc-012,S4,pep-high-s4-solid-geometry-intro,multiple-choice,Challenge,solid-geometry,cuboid-volume,20,20,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-sa-013,S4,pep-high-s4-solid-geometry-intro,short-answer,Core,solid-geometry,cuboid-surface-area,90,90,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-fi-014,S4,pep-high-s4-solid-geometry-intro,fill-in,Challenge,solid-geometry,cuboid-diagonal-squared,81,81,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-mc-015,S4,pep-high-s4-solid-geometry-intro,multiple-choice,Core,solid-geometry,cuboid-volume,75,75,pass,,OK
pep-high-hybrid-v1-s4-s4-solid-geometry-intro-sa-016,S4,pep-high-s4-solid-geometry-intro,short-answer,Challenge,solid-geometry,cuboid-surface-area,88,88,pass,,OK
