"id","batch","grade","topicId","topicZhHans","type","difficulty","verdict","solvable","answerMatches","severity","issueCodes","issueDetailsZhHans","independentAnswerZhHans","answer","acceptedAnswers","answerCheckZhHans","recommendedActionZhHans","confidence","localValidationNotes","promptZhHans"
"pep-high-s4-fi-090","seed-v1","S4","pep-high-s4-probability","概率","fill-in","Exam","pass","true","true","none","","","1/2","1/2","","标准答案为1/2，独立计算得1/2，匹配。","无需修改；进入人工抽样复核即可。","high","","袋中有 4 个红球和 4 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s4-fi-091","seed-v1","S4","pep-high-s4-sets-logic","集合与常用逻辑用语","fill-in","Foundation","pass","true","true","none","","","7","7","","标准答案为7，独立计算得7，匹配。","无需修改；进入人工抽样复核即可。","high","","在 \(U=\{1,2,\ldots,22\}\) 中，\(A\) 是 \(3\) 的倍数组成的集合，\(B\) 是 \(3\) 的倍数组成的集合。求 \(|A\cup B|\)。"
"pep-high-s4-fi-092","seed-v1","S4","pep-high-s4-quadratic-inequalities","一元二次函数、方程和不等式","fill-in","Exam","pass","true","true","none","","","6","6","","标准答案为6，独立计算得6，匹配。","无需修改；进入人工抽样复核即可。","high","","已知 \(f(x)=(x+2)^2-3\)，求 \(f(1)\)。"
"pep-high-s4-fi-093","seed-v1","S4","pep-high-s4-function-properties","函数的概念与性质","fill-in","Core","pass","true","true","none","","","-7","-7","","标准答案为-7，独立计算得-7，匹配。","无需修改；进入人工抽样复核即可。","high","","已知 \(f(x)=3x-1\)，求 \(f(-2)\)。"
"pep-high-s4-fi-094","seed-v1","S4","pep-high-s4-exp-log","指数函数与对数函数","fill-in","Exam","pass","true","true","none","","","4","4","","标准答案为4，独立计算得4，匹配。","无需修改；进入人工抽样复核即可。","high","","求 \(\log_381\)。"
"pep-high-s4-fi-095","seed-v1","S4","pep-high-s4-trigonometry","三角函数","fill-in","Exam","pass","true","true","none","","","3","3","","标准答案为3，独立计算得3，匹配。","无需修改；进入人工抽样复核即可。","high","","对于 \(y=4\sin 3x\)，写出正弦函数内部 \(x\) 的系数。"
"pep-high-s4-fi-096","seed-v1","S4","pep-high-s4-plane-vectors","平面向量及其应用","fill-in","Core","pass","true","true","none","","","47","47","","标准答案为47，独立计算得47，匹配。","无需修改；进入人工抽样复核即可。","high","","已知 \(\vec a=(5,3)\)，\(\vec b=(7,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s4-fi-097","seed-v1","S4","pep-high-s4-complex-numbers","复数","fill-in","Core","pass","true","true","none","","","3","3","","标准答案为3，独立计算得3，匹配。","无需修改；进入人工抽样复核即可。","high","","求 \((2+1i)+(4+2i)\) 的虚部系数。"
"pep-high-s4-fi-098","seed-v1","S4","pep-high-s4-solid-geometry-intro","立体几何初步","fill-in","Exam","pass","true","true","none","","","108","108","","标准答案为108，独立计算得108，匹配。","无需修改；进入人工抽样复核即可。","high","","一个长方体的三条棱长为 \(3, 6, 6\)。求它的体积。"
"pep-high-s4-fi-099","seed-v1","S4","pep-high-s4-statistics","统计","fill-in","Core","pass","true","true","none","","","4","4","","标准答案为4，独立计算得4，匹配。","无需修改；进入人工抽样复核即可。","high","","对于数据 \(2, 4, 6\)，求极差。"
"pep-high-s4-fi-100","seed-v1","S4","pep-high-s4-probability","概率","fill-in","Exam","pass","true","true","none","","","1/3","1/3","","标准答案为1/3，独立计算得1/3，匹配。","无需修改；进入人工抽样复核即可。","high","","袋中有 3 个红球和 6 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s4-mc-001","seed-v1","S4","pep-high-s4-sets-logic","集合与常用逻辑用语","multiple-choice","Foundation","pass","true","true","none","","","1","1","","标准答案为1，独立计算得1，匹配。","无需修改；进入人工抽样复核即可。","high","","在 \(U=\{1,2,\ldots,19\}\) 中，\(A\) 是 \(3\) 的倍数组成的集合，\(B\) 是 \(4\) 的倍数组成的集合。求 \(|A\cap B|\)。"
"pep-high-s4-mc-002","seed-v1","S4","pep-high-s4-quadratic-inequalities","一元二次函数、方程和不等式","multiple-choice","Exam","pass","true","true","none","","","-2","-2","","标准答案为-2，独立计算得-2，匹配。","无需修改；进入人工抽样复核即可。","high","","\(y=(x+2)^2-1\) 的对称轴是 \(x\) 等于多少？"
"pep-high-s4-mc-003","seed-v1","S4","pep-high-s4-function-properties","函数的概念与性质","multiple-choice","Core","pass","true","true","none","","","4","4","","标准答案为4，独立计算得4，匹配。","无需修改；进入人工抽样复核即可。","high","","已知 \(f(x)=5x-1\)，求 \(f(1)\)。"
"pep-high-s4-mc-004","seed-v1","S4","pep-high-s4-exp-log","指数函数与对数函数","multiple-choice","Exam","pass","true","true","none","","","6","6","","标准答案为6，独立计算得6，匹配。","无需修改；进入人工抽样复核即可。","high","","求 \(\log_264\)。"
"pep-high-s4-mc-005","seed-v1","S4","pep-high-s4-trigonometry","三角函数","multiple-choice","Exam","pass","true","true","none","","","1","1","","标准答案为1，独立计算得1，匹配。","无需修改；进入人工抽样复核即可。","high","","求 \(\tan45^\circ\)。"
"pep-high-s4-mc-006","seed-v1","S4","pep-high-s4-plane-vectors","平面向量及其应用","multiple-choice","Core","pass","true","true","none","","","12","12","","标准答案为12，独立计算得12，匹配。","无需修改；进入人工抽样复核即可。","high","","已知 \(\vec a=(2,4)\)，\(\vec b=(4,1)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s4-mc-007","seed-v1","S4","pep-high-s4-complex-numbers","复数","multiple-choice","Core","pass","true","true","none","","","2","2","","标准答案为2，独立计算得2，匹配。","无需修改；进入人工抽样复核即可。","high","","求 \((-3+3i)+(5-1i)\) 的实部。"
"pep-high-s4-mc-008","seed-v1","S4","pep-high-s4-solid-geometry-intro","立体几何初步","multiple-choice","Exam","pass","true","true","none","","","126","126","","标准答案为126，独立计算得126，匹配。","无需修改；进入人工抽样复核即可。","high","","一个长方体的三条棱长为 \(5, 3, 6\)。求它的表面积。"
"pep-high-s4-mc-009","seed-v1","S4","pep-high-s4-statistics","统计","multiple-choice","Core","pass","true","true","none","","","7","7","","标准答案为7，独立计算得7，匹配。","无需修改；进入人工抽样复核即可。","high","","对于数据 \(5, 7, 9\)，求平均数。"
"pep-high-s4-mc-010","seed-v1","S4","pep-high-s4-probability","概率","multiple-choice","Exam","pass","true","true","none","","","4/7","4/7","","标准答案为4/7，独立计算得4/7，匹配。","无需修改；进入人工抽样复核即可。","high","","袋中有 4 个红球和 3 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s4-mc-011","seed-v1","S4","pep-high-s4-sets-logic","集合与常用逻辑用语","multiple-choice","Foundation","pass","true","true","none","","","7","7","","标准答案为7，独立计算得7，匹配。","无需修改；进入人工抽样复核即可。","high","","在 \(U=\{1,2,\ldots,21\}\) 中，\(A\) 是 \(3\) 的倍数组成的集合，\(B\) 是 \(3\) 的倍数组成的集合。求 \(|A\cap B|\)。"
"pep-high-s4-mc-012","seed-v1","S4","pep-high-s4-quadratic-inequalities","一元二次函数、方程和不等式","multiple-choice","Exam","pass","true","true","none","","","-2","-2","","标准答案为-2，独立计算得-2，匹配。","无需修改；进入人工抽样复核即可。","high","","\(y=(x+2)^2-2\) 的对称轴是 \(x\) 等于多少？"
"pep-high-s4-mc-013","seed-v1","S4","pep-high-s4-function-properties","函数的概念与性质","multiple-choice","Core","pass","true","true","none","","","-5","-5","","标准答案为-5，独立计算得-5，匹配。","无需修改；进入人工抽样复核即可。","high","","已知 \(f(x)=2x-1\)，求 \(f(-2)\)。"
"pep-high-s4-mc-014","seed-v1","S4","pep-high-s4-exp-log","指数函数与对数函数","multiple-choice","Exam","pass","true","true","none","","","3","3","","标准答案为3，独立计算得3，匹配。","无需修改；进入人工抽样复核即可。","high","","求 \(\log_327\)。"
"pep-high-s4-mc-015","seed-v1","S4","pep-high-s4-trigonometry","三角函数","multiple-choice","Exam","pass","true","true","none","","","1","1","","标准答案为1，独立计算得1，匹配。","无需修改；进入人工抽样复核即可。","high","","求 \(\tan45^\circ\)。"
"pep-high-s4-mc-016","seed-v1","S4","pep-high-s4-plane-vectors","平面向量及其应用","multiple-choice","Core","pass","true","true","none","","","36","36","","标准答案为36，独立计算得36，匹配。","无需修改；进入人工抽样复核即可。","high","","已知 \(\vec a=(4,3)\)，\(\vec b=(6,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s4-mc-017","seed-v1","S4","pep-high-s4-complex-numbers","复数","multiple-choice","Core","pass","true","true","none","","","7","7","","标准答案为7，独立计算得7，匹配。","无需修改；进入人工抽样复核即可。","high","","求 \((3+5i)+(4+2i)\) 的实部。"
"pep-high-s4-mc-018","seed-v1","S4","pep-high-s4-solid-geometry-intro","立体几何初步","multiple-choice","Exam","pass","true","true","none","","","120","120","","标准答案为120，独立计算得120，匹配。","无需修改；进入人工抽样复核即可。","high","","一个长方体的三条棱长为 \(2, 6, 6\)。求它的表面积。"
"pep-high-s4-mc-019","seed-v1","S4","pep-high-s4-statistics","统计","multiple-choice","Core","pass","true","true","none","","","4","4","","标准答案为4，独立计算得4，匹配。","无需修改；进入人工抽样复核即可。","high","","对于数据 \(2, 4, 6\)，求平均数。"
"pep-high-s4-mc-020","seed-v1","S4","pep-high-s4-probability","概率","multiple-choice","Exam","pass","true","true","none","","","3/8","3/8","","标准答案为3/8，独立计算得3/8，匹配。","无需修改；进入人工抽样复核即可。","high","","袋中有 3 个红球和 5 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s4-mc-021","seed-v1","S4","pep-high-s4-sets-logic","集合与常用逻辑用语","multiple-choice","Foundation","pass","true","true","none","","","3","3","","标准答案为3，独立计算得3，匹配。","无需修改；进入人工抽样复核即可。","high","","在 \(U=\{1,2,\ldots,18\}\) 中，\(A\) 是 \(3\) 的倍数组成的集合，\(B\) 是 \(6\) 的倍数组成的集合。求 \(|A\cap B|\)。"
"pep-high-s4-mc-022","seed-v1","S4","pep-high-s4-quadratic-inequalities","一元二次函数、方程和不等式","multiple-choice","Exam","pass","true","true","none","","","-2","-2","","标准答案为-2，独立计算得-2，匹配。","无需修改；进入人工抽样复核即可。","high","","\(y=(x+2)^2-3\) 的对称轴是 \(x\) 等于多少？"
"pep-high-s4-mc-023","seed-v1","S4","pep-high-s4-function-properties","函数的概念与性质","multiple-choice","Core","pass","true","true","none","","","3","3","","标准答案为3，独立计算得3，匹配。","无需修改；进入人工抽样复核即可。","high","","已知 \(f(x)=4x-1\)，求 \(f(1)\)。"
"pep-high-s4-mc-024","seed-v1","S4","pep-high-s4-exp-log","指数函数与对数函数","multiple-choice","Exam","pass","true","true","none","","","5","5","","标准答案为5，独立计算得5，匹配。","无需修改；进入人工抽样复核即可。","high","","求 \(\log_232\)。"
"pep-high-s4-mc-025","seed-v1","S4","pep-high-s4-trigonometry","三角函数","multiple-choice","Exam","pass","true","true","none","","","1","1","","标准答案为1，独立计算得1，匹配。","无需修改；进入人工抽样复核即可。","high","","求 \(\tan45^\circ\)。"
"pep-high-s4-mc-026","seed-v1","S4","pep-high-s4-plane-vectors","平面向量及其应用","multiple-choice","Core","pass","true","true","none","","","5","5","","标准答案为5，独立计算得5，匹配。","无需修改；进入人工抽样复核即可。","high","","已知 \(\vec a=(1,2)\)，\(\vec b=(3,1)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s4-mc-027","seed-v1","S4","pep-high-s4-complex-numbers","复数","multiple-choice","Core","pass","true","true","none","","","5","5","","标准答案为5，独立计算得5，匹配。","无需修改；进入人工抽样复核即可。","high","","求 \((2+2i)+(3-1i)\) 的实部。"
"pep-high-s4-mc-028","seed-v1","S4","pep-high-s4-solid-geometry-intro","立体几何初步","multiple-choice","Exam","pass","true","true","none","","","148","148","","标准答案为148，独立计算得148，匹配。","无需修改；进入人工抽样复核即可。","high","","一个长方体的三条棱长为 \(4, 5, 6\)。求它的表面积。"
"pep-high-s4-mc-029","seed-v1","S4","pep-high-s4-statistics","统计","multiple-choice","Core","pass","true","true","none","","","7","7","","标准答案为7，独立计算得7，匹配。","无需修改；进入人工抽样复核即可。","high","","对于数据 \(5, 7, 9\)，求平均数。"
"pep-high-s4-mc-030","seed-v1","S4","pep-high-s4-probability","概率","multiple-choice","Exam","pass","true","true","none","","","2/9","2/9","","标准答案为2/9，独立计算得2/9，匹配。","无需修改；进入人工抽样复核即可。","high","","袋中有 2 个红球和 7 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s4-mc-031","seed-v1","S4","pep-high-s4-sets-logic","集合与常用逻辑用语","multiple-choice","Foundation","pass","true","true","none","","","1","1","","标准答案为1，独立计算得1，匹配。","无需修改；进入人工抽样复核即可。","high","","在 \(U=\{1,2,\ldots,20\}\) 中，\(A\) 是 \(3\) 的倍数组成的集合，\(B\) 是 \(5\) 的倍数组成的集合。求 \(|A\cap B|\)。"
"pep-high-s4-mc-032","seed-v1","S4","pep-high-s4-quadratic-inequalities","一元二次函数、方程和不等式","multiple-choice","Exam","pass","true","true","none","","","-2","-2","","标准答案为-2，独立计算得-2，匹配。","无需修改；进入人工抽样复核即可。","high","","\(y=(x+2)^2+3\) 的对称轴是 \(x\) 等于多少？"
"pep-high-s4-mc-033","seed-v1","S4","pep-high-s4-function-properties","函数的概念与性质","multiple-choice","Core","pass","true","true","none","","","-13","-13","","标准答案为-13，独立计算得-13，匹配。","无需修改；进入人工抽样复核即可。","high","","已知 \(f(x)=6x-1\)，求 \(f(-2)\)。"
"pep-high-s4-mc-034","seed-v1","S4","pep-high-s4-exp-log","指数函数与对数函数","multiple-choice","Exam","pass","true","true","none","","","2","2","","标准答案为2，独立计算得2，匹配。","无需修改；进入人工抽样复核即可。","high","","求 \(\log_39\)。"
"pep-high-s4-mc-035","seed-v1","S4","pep-high-s4-trigonometry","三角函数","multiple-choice","Exam","pass","true","true","none","","","1","1","","标准答案为1，独立计算得1，匹配。","无需修改；进入人工抽样复核即可。","high","","求 \(\tan45^\circ\)。"
"pep-high-s4-mc-036","seed-v1","S4","pep-high-s4-plane-vectors","平面向量及其应用","multiple-choice","Core","pass","true","true","none","","","35","35","","标准答案为35，独立计算得35，匹配。","无需修改；进入人工抽样复核即可。","high","","已知 \(\vec a=(3,5)\)，\(\vec b=(5,4)\)，求 \(\vec a\cdot\vec b\)。"
