id,grade,semester,type,difficulty,topicId,unitTitle,solvable,answerMatches,severity,issueTags,correctAnswer,rationale,answer,acceptedAnswers,optionsZhHans,promptZhHans
bnu-primary-ds-v1-p1-083,P1,upper,fill-in,Core,bnu-primary-p1-upper-solid-shapes,认识图形,yes,yes,none,,,直接数数填空，答案正确。,"3,2,4,1","3,2,4,1|3 2 4 1|3、2、4、1",,"数一数，填一填。\n玩具箱里有：长方体积木3块，正方体积木2块，圆柱积木4个，球1个。\n长方体积木有______块，正方体积木有______块，圆柱积木有______个，球有______个。"
bnu-primary-ds-v1-p1-084,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-solid-shapes,认识图形,yes,yes,none,,,圆柱物品识别正确。,易拉罐、蜡烛,易拉罐、蜡烛|易拉罐 蜡烛|易拉罐和蜡烛,,从下面的物品中找出圆柱形状的物品，把名称写下来。物品：易拉罐、魔方、篮球、蜡烛。
bnu-primary-ds-v1-p1-085,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-solid-shapes,认识图形,yes,yes,none,,,球最容易滚动，答案正确。,D. 球,D. 球,A. 长方体|B. 正方体|C. 圆柱|D. 球,下面哪种形状最容易滚动？
bnu-primary-ds-v1-p1-086,P1,upper,fill-in,Foundation,bnu-primary-p1-upper-solid-shapes,认识图形,yes,yes,none,,,形状对应正确，答案匹配。,"①,②,③,④","①,②,③,④|① ② ③ ④|①、②、③、④",,"把下面的物品和对应的形状连起来，填序号。\n① 魔方  ② 皮球  ③ 铅笔  ④ 鞋盒\n正方体：______  球：______  圆柱：______  长方体：______"
bnu-primary-ds-v1-p1-087,P1,upper,short-answer,Core,bnu-primary-p1-upper-solid-shapes,认识图形,yes,yes,none,,,数量填写正确。,"2,1,1","2,1,1|2 1 1|2、1、1",,"用积木搭一个房子，你用了2个长方体、1个正方体和1个圆柱。请你写出每种形状的个数。\n长方体：______个\n正方体：______个\n圆柱：______个"
bnu-primary-ds-v1-p1-088,P1,upper,multiple-choice,Foundation,bnu-primary-p1-upper-solid-shapes,认识图形,yes,yes,none,,,骰子是正方体，答案正确。,B. 骰子,B. 骰子,A. 篮球|B. 骰子|C. 易拉罐|D. 粉笔盒,下面哪个物品的形状是正方体？
bnu-primary-ds-v1-p1-089,P1,upper,fill-in,Core,bnu-primary-p1-upper-solid-shapes,认识图形,yes,yes,none,,,"计算差值正确，答案2,4。","2,4","2,4|2 4|2、4",,"数一数，填一填。\n图形王国里来了：长方体5个，正方体3个，圆柱6个，球2个。\n长方体比正方体多______个，圆柱比球多______个。"
bnu-primary-ds-v1-p1-090,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-solid-shapes,认识图形,yes,yes,none,,,长方体物品识别正确。,字典、牙膏盒,字典、牙膏盒|字典 牙膏盒|字典和牙膏盒,,从下面的物品中找出长方体的物品，把名称写下来。物品：字典、足球、魔方、牙膏盒。
bnu-primary-ds-v1-p1-091,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-solid-shapes,认识图形,yes,yes,none,,,题目描述清晰，选项完整，答案正确。,B. 一个薯片筒,B. 一个薯片筒,A. 一个魔方|B. 一个薯片筒|C. 一个弹珠|D. 一个鞋盒,"下面这些物品中，哪一个的形状是圆柱？\nA. 一个魔方\nB. 一个薯片筒\nC. 一个弹珠\nD. 一个鞋盒"
bnu-primary-ds-v1-p1-092,P1,upper,fill-in,Foundation,bnu-primary-p1-upper-solid-shapes,认识图形,yes,yes,none,,,物品列表明确，答案正确。,篮球、乒乓球、玻璃珠,篮球、乒乓球、玻璃珠|篮球，乒乓球，玻璃珠|篮球 乒乓球 玻璃珠,,"在下面的物品中，圈出所有形状是球的物品。\n物品有：篮球、字典、乒乓球、魔方、玻璃珠、纸巾盒。"
bnu-primary-ds-v1-p1-093,P1,upper,short-answer,Core,bnu-primary-p1-upper-solid-shapes,认识图形,yes,yes,none,,,物品描述清楚，答案正确。,（1）易拉罐、弹珠；（2）牙膏盒、魔方、易拉罐,（1）易拉罐、弹珠；（2）牙膏盒、魔方、易拉罐|（1）易拉罐和弹珠；（2）牙膏盒、魔方和易拉罐|（1）易拉罐 弹珠；（2）牙膏盒 魔方 易拉罐,,"你有下面这些物品：一个牙膏盒、一个魔方、一个易拉罐、一个弹珠。\n（1）哪些物品能滚动？\n（2）哪些物品有平平的面？"
bnu-primary-ds-v1-p1-094,P1,upper,multiple-choice,Foundation,bnu-primary-p1-upper-solid-shapes,认识图形,yes,yes,none,,,选项明确，答案正确。,B. 一个魔方,B. 一个魔方,A. 一个皮球|B. 一个魔方|C. 一个茶叶罐|D. 一个铅笔盒,"下面哪个物品的形状是正方体？\nA. 一个皮球\nB. 一个魔方\nC. 一个茶叶罐\nD. 一个铅笔盒"
bnu-primary-ds-v1-p1-095,P1,upper,fill-in,Core,bnu-primary-p1-upper-solid-shapes,认识图形,yes,yes,none,,,积木描述清晰，答案正确。,"2,1,1,1","2,1,1,1|2，1，1，1|2 1 1 1",,"数一数，下面的积木中，长方体有____个，正方体有____个，圆柱有____个，球有____个。\n积木有：一个长条积木（长方体），一个正方体积木，一个圆柱积木，一个球，还有一个扁扁的长方体积木。"
bnu-primary-ds-v1-p1-096,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-solid-shapes,认识图形,yes,yes,none,,,题目明确，答案合理。,因为它上下一样粗，两头是圆形，可以滚动。,因为它上下一样粗，两头是圆形，可以滚动。|上下一样粗，两头是圆形，可以滚动|上下一样粗，两头是圆圆的，可以滚动,,"说一说，为什么下面的物品是圆柱？\n一个固体胶棒。"
bnu-primary-ds-v1-p1-097,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-within-20-add-sub,加与减（二）,yes,yes,none,,,题目清晰，计算正确。,A. 10块,A. 10块,A. 10块|B. 16块|C. 11块|D. 15块,"小丽有13块糖，她吃了3块，还剩多少块？\nA. 10块\nB. 16块\nC. 11块\nD. 15块"
bnu-primary-ds-v1-p1-098,P1,upper,fill-in,Foundation,bnu-primary-p1-upper-within-20-add-sub,加与减（二）,yes,yes,none,,,题目明确，答案正确。,16,16,,1个十和6个一合起来是____。
bnu-primary-ds-v1-p1-099,P1,upper,short-answer,Core,bnu-primary-p1-upper-within-20-add-sub,加与减（二）,yes,yes,none,,,题目清晰，答案正确。,15-5=10,15-5=10|15-5=10（支）|15-5=10支,,小明有15支铅笔，送给同学5支，他还剩多少支？请写出算式和得数。
bnu-primary-ds-v1-p1-100,P1,upper,multiple-choice,Foundation,bnu-primary-p1-upper-within-20-add-sub,加与减（二）,yes,yes,none,,,选项完整，答案正确。,C. 11+1,C. 11+1,A. 10+3|B. 15-2|C. 11+1|D. 14-3,"下面哪个算式的结果是12？\nA. 10+3\nB. 15-2\nC. 11+1\nD. 14-3"
bnu-primary-ds-v1-p1-101,P1,upper,fill-in,Core,bnu-primary-p1-upper-within-20-add-sub,加与减（二）,yes,yes,none,,,题目明确，答案正确。,15,15,,1个十和5个一合起来是（ ）。
bnu-primary-ds-v1-p1-102,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-within-20-add-sub,加与减（二）,yes,yes,none,,,题目清晰，答案正确。,10,10,,树上有13只鸟，飞走了3只，还剩几只？
bnu-primary-ds-v1-p1-103,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-within-20-add-sub,加与减（二）,yes,yes,none,,,选项完整，答案正确。,12+2,12+2,10+3|12+2|15-2|18-5,下面哪个算式的得数是14？
bnu-primary-ds-v1-p1-104,P1,upper,fill-in,Foundation,bnu-primary-p1-upper-within-20-add-sub,加与减（二）,yes,yes,none,,,题目明确，答案正确。,"1,9","1,9|1个十和9个一",,19里面有（ ）个十和（ ）个一。
bnu-primary-ds-v1-p1-105,P1,upper,short-answer,Core,bnu-primary-p1-upper-within-20-add-sub,加与减（二）,yes,yes,none,,,题目清晰，答案正确。,10,10,,小明有11块糖，吃了1块，还剩几块？
bnu-primary-ds-v1-p1-106,P1,upper,multiple-choice,Foundation,bnu-primary-p1-upper-within-20-add-sub,加与减（二）,yes,yes,none,,,选项完整，答案正确。,16,16,61|16|6|10,下面哪个数表示1个十和6个一？
bnu-primary-ds-v1-p1-107,P1,upper,fill-in,Core,bnu-primary-p1-upper-within-20-add-sub,加与减（二）,yes,yes,none,,,题目明确，答案正确。,17,17,,计算：10+7=（ ）
bnu-primary-ds-v1-p1-108,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-within-20-add-sub,加与减（二）,yes,yes,none,,,题目清晰，答案正确。,10,10,,妈妈买了12个苹果，吃了2个，还剩几个？
bnu-primary-ds-v1-p1-109,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-within-20-add-sub,加与减（二）,yes,yes,none,,,选项完整，答案正确。,14-1,14-1,10+5|12+3|18-2|14-1,下面哪个算式的得数最小？
bnu-primary-ds-v1-p1-110,P1,upper,fill-in,Foundation,bnu-primary-p1-upper-within-20-add-sub,加与减（二）,yes,yes,none,,,题目明确，答案正确。,18,18,,1个十和8个一组成的数是（ ）。
bnu-primary-ds-v1-p1-111,P1,upper,short-answer,Core,bnu-primary-p1-upper-within-20-add-sub,加与减（二）,yes,yes,none,,,题目清晰，答案正确。,13,13,,小乐有1个十和3个一，合起来是多少？
bnu-primary-ds-v1-p1-112,P1,upper,multiple-choice,Foundation,bnu-primary-p1-upper-within-20-add-sub,加与减（二）,yes,yes,none,,,选项完整，答案正确。,10+5,10+5,10+5|10+6|10+4|10+7,下面哪个算式的结果是15？
bnu-primary-ds-v1-p1-113,P1,upper,fill-in,Core,bnu-primary-p1-upper-clock-introduction,认识钟表,yes,yes,none,,,题目明确，答案正确。,8,8,,钟面上，时针指向8，分针指向12，这时是____时。
bnu-primary-ds-v1-p1-114,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-clock-introduction,认识钟表,yes,yes,none,,,题目清晰，答案正确。,9时,9时|9:00,,小明上午9时在学校上课，请写出这个时间。
bnu-primary-ds-v1-p1-115,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-clock-introduction,认识钟表,yes,yes,none,,,选项描述清晰，答案正确。,分针指向12，时针指向3,分针指向12，时针指向3,分针指向12，时针指向3|分针指向6，时针指向3|分针指向12，时针指向12和1之间|分针指向1，时针指向3,下面哪个时间表示整时？
bnu-primary-ds-v1-p1-116,P1,upper,fill-in,Foundation,bnu-primary-p1-upper-clock-introduction,认识钟表,yes,yes,none,,,题目明确，答案正确。,"5,12","5,12|5，12",,小红下午5时吃晚饭，这时钟面上的时针指向____，分针指向____。
bnu-primary-ds-v1-p1-117,P1,upper,short-answer,Core,bnu-primary-p1-upper-clock-introduction,认识钟表,yes,yes,none,,,题目清晰，答案正确。,9:00,9:00,,小芳晚上9时睡觉，用电子表的方式写出这个时间。
bnu-primary-ds-v1-p1-118,P1,upper,multiple-choice,Foundation,bnu-primary-p1-upper-clock-introduction,认识钟表,yes,yes,none,,,选项描述清晰，答案正确。,时针指向10，分针指向12,时针指向10，分针指向12,时针指向10，分针指向12|时针指向12，分针指向10|时针指向10，分针指向6|时针指向10和11之间，分针指向12,下面哪个钟面表示的时间是10时？
bnu-primary-ds-v1-p1-119,P1,upper,fill-in,Core,bnu-primary-p1-upper-clock-introduction,认识钟表,yes,yes,none,,,题目明确，答案正确。,8,8,,小刚早上7时起床，再过1小时是____时。
bnu-primary-ds-v1-p1-120,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-clock-introduction,认识钟表,yes,yes,none,,,题目清晰，答案正确。,8时,8时,,妈妈让小丽晚上8时睡觉，请用文字写出这个时间。
bnu-primary-ds-v1-p1-121,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-clock-introduction,认识钟表,yes,yes,none,,,题目信息完整，答案正确。,写作业的时间是8时,写作业的时间是8时,写作业的时间是8时|去公园的时间是12时|吃午饭的时间是10时|写作业的时间是10时,小明的周末安排：上午8时写作业，上午10时去公园，中午12时吃午饭。下面哪句话是正确的？
bnu-primary-ds-v1-p1-122,P1,upper,fill-in,Foundation,bnu-primary-p1-upper-clock-introduction,认识钟表,yes,yes,none,,,题目信息完整，答案正确。,9,9,,钟面上，时针指向9，分针指向12，这时是____时。
bnu-primary-ds-v1-p1-123,P1,upper,short-answer,Core,bnu-primary-p1-upper-clock-introduction,认识钟表,yes,yes,none,,,题目信息完整，答案正确。,时针指向4，分针指向12。,时针指向4，分针指向12。|时针指向4，分针指向12,,小丽每天下午4时放学回家。请你用文字描述下午4时钟面上时针和分针的位置。
bnu-primary-ds-v1-p1-124,P1,upper,multiple-choice,Foundation,bnu-primary-p1-upper-clock-introduction,认识钟表,yes,yes,none,,,题目信息完整，答案正确。,时针指向6，分针指向12,时针指向6，分针指向12,时针指向6，分针指向12|时针指向12，分针指向6|时针指向6，分针指向6|时针指向12，分针指向12,下面哪个钟面表示的时间是6时？
bnu-primary-ds-v1-p1-125,P1,upper,fill-in,Core,bnu-primary-p1-upper-clock-introduction,认识钟表,yes,yes,none,,,题目信息完整，答案正确。,"9,12","9,12|9，12",,妈妈晚上9时睡觉。在钟面上，时针指向____，分针指向____。
bnu-primary-ds-v1-p1-126,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-clock-introduction,认识钟表,yes,yes,none,,,题目信息完整，答案合理。,不对，因为上午11时通常不是吃午饭的时间，吃午饭一般在中午12时左右。,不对，因为上午11时通常不是吃午饭的时间，吃午饭一般在中午12时左右。|不对，因为上午11时不是吃午饭的时间，吃午饭一般在中午12时左右。,,小强说：“我每天上午11时吃午饭。”你觉得他说得对吗？为什么？请用时间知识简单说明。
bnu-primary-ds-v1-p1-127,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-clock-introduction,认识钟表,yes,yes,none,,,题目信息完整，答案正确。,晚上9时,晚上9时,上午9时|中午12时|下午3时|晚上9时,下面哪个时间最可能是小朋友晚上睡觉的时间？
bnu-primary-ds-v1-p1-128,P1,upper,fill-in,Foundation,bnu-primary-p1-upper-clock-introduction,认识钟表,yes,yes,none,,,题目信息完整，答案正确。,7,7,,钟面上，分针指向12，时针指向7，这时是____时。
bnu-primary-ds-v1-p1-129,P1,upper,short-answer,Core,bnu-primary-p1-upper-review,一年级上册整理与复习,yes,yes,none,,,题目信息完整，答案正确。,两句话都正确，没有错误。,两句话都正确，没有错误。|两句话都正确，没有错误,,小明在整理自己的数学知识，他写下了两句话：① 分针指向12，时针指向8，是8时。② 分针指向12，时针指向12，是12时。请你检查这两句话，如果有错误，请指出并改正。
bnu-primary-ds-v1-p1-130,P1,upper,multiple-choice,Foundation,bnu-primary-p1-upper-review,一年级上册整理与复习,yes,yes,none,,,题目信息完整，答案正确。,分针指向12，时针指向5，是5时,分针指向12，时针指向5，是5时,分针指向6，时针指向3，是3时|分针指向12，时针指向5，是5时|分针指向12，时针指向9，是9时半|分针指向6，时针指向12，是12时半,下面哪句话的说法是正确的？
bnu-primary-ds-v1-p1-131,P1,upper,fill-in,Core,bnu-primary-p1-upper-review,一年级上册整理与复习,yes,yes,none,,,题目信息完整，答案正确。,对,对|算得对|小乐算得对,,小乐有12块饼干，吃了5块，还剩几块？他这样想：12可以分成10和2，先算10-5=5，再算5+2=7。他算得对吗？如果不对，请写出正确的得数。
bnu-primary-ds-v1-p1-132,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-review,一年级上册整理与复习,yes,yes,none,,,题目信息完整，答案正确。,小红说得对，因为长方体可能有2个面是正方形。,小红说得对，因为长方体可能有2个面是正方形。,,小明说：“长方体有6个面，每个面都是长方形。”小红说：“不对，长方体有6个面，但有的面可能是正方形。”你认为谁说得对？为什么？
