id,grade,semester,type,difficulty,topicId,unitTitle,status,severity,issueTags,correctedAnswer,rationale,answer,promptZhHans
hjb-primary-ds-v1-p1-089,P1,upper,fill-in,Core,hjb-primary-p1-upper-within-20-number-add-sub,20以内的数与不进位不退位加减,pass,none,,,数的组成填空，答案16正确，无问题。,16,一个十和6个一合起来是（ ）。
hjb-primary-ds-v1-p1-090,P1,upper,short-answer,Foundation,hjb-primary-p1-upper-within-20-number-add-sub,20以内的数与不进位不退位加减,pass,none,,,计数器读数，答案14正确，无问题。,14,在计数器上，十位拨1颗珠子，个位拨4颗珠子，这个数是多少？
hjb-primary-ds-v1-p1-091,P1,upper,multiple-choice,Core,hjb-primary-p1-upper-within-20-number-add-sub,20以内的数与不进位不退位加减,pass,none,,,题目正确，13+5=18，选项唯一，解释合理。,18,小乐有13支铅笔，他又拿来5支，现在有多少支？
hjb-primary-ds-v1-p1-092,P1,upper,fill-in,Foundation,hjb-primary-p1-upper-within-20-number-add-sub,20以内的数与不进位不退位加减,pass,none,,,1个十和6个一合起来是16，答案正确。,16,1个十和6个一合起来是（ ）。
hjb-primary-ds-v1-p1-093,P1,upper,short-answer,Core,hjb-primary-p1-upper-within-20-number-add-sub,20以内的数与不进位不退位加减,pass,none,,,计数器十位1个位4表示14，答案正确。,14,在计数器上，十位上有1颗珠子，个位上有4颗珠子，这个数是多少？
hjb-primary-ds-v1-p1-094,P1,upper,multiple-choice,Foundation,hjb-primary-p1-upper-within-20-number-add-sub,20以内的数与不进位不退位加减,pass,none,,,1个十和7个一是17，选项唯一，解释清晰。,17,下面哪个数表示1个十和7个一？
hjb-primary-ds-v1-p1-095,P1,upper,fill-in,Core,hjb-primary-p1-upper-within-20-number-add-sub,20以内的数与不进位不退位加减,pass,none,,,18里面有1个十和8个一，答案正确，接受多种分隔符。,"1,8",18里面有（ ）个十和（ ）个一。
hjb-primary-ds-v1-p1-096,P1,upper,short-answer,Foundation,hjb-primary-p1-upper-within-20-number-add-sub,20以内的数与不进位不退位加减,pass,none,,,1个十和3个一合起来是13，答案正确。,13,小乐有1个十和3个一，合起来是（    ）。
hjb-primary-ds-v1-p1-097,P1,upper,multiple-choice,Core,hjb-primary-p1-upper-within-20-number-add-sub,20以内的数与不进位不退位加减,pass,none,,,1个十和6个一是16，选项唯一，解释合理。,16,下面哪个数表示1个十和6个一？
hjb-primary-ds-v1-p1-098,P1,upper,fill-in,Foundation,hjb-primary-p1-upper-within-20-number-add-sub,20以内的数与不进位不退位加减,pass,none,,,计数器十位1个位4表示14，答案正确。,14,在计数器上，十位有1颗珠子，个位有4颗珠子，这个数是（    ）。
hjb-primary-ds-v1-p1-099,P1,upper,short-answer,Core,hjb-primary-p1-upper-review,一年级上册整理与复习,pass,none,,,分类理由合理，答案覆盖主要表述，无歧义。,一类有平平的面，一类有弯弯的面（或一类能滚动，一类不能滚动）,小美在整理数学知识时，把“长方体”和“正方体”归为一类，把“球”和“圆柱”归为另一类。她这样分的理由是什么？请用一句话写出来。
hjb-primary-ds-v1-p1-100,P1,upper,multiple-choice,Foundation,hjb-primary-p1-upper-review,一年级上册整理与复习,pass,none,,,检查计算的有效方法是再算一遍，选项唯一正确。,用不同的方法再算一遍,下面哪种做法能帮助我们检查计算对不对？
hjb-primary-ds-v1-p1-101,P1,upper,fill-in,Core,hjb-primary-p1-upper-review,一年级上册整理与复习,pass,none,,,按面的特征分类，填空“面，面”正确。,面，面,小乐在整理数学知识。他把学过的立体图形分成了两类：第一类有长方体、正方体；第二类有圆柱、球。他这样分的理由是什么？请填一填：第一类图形都有平平的（ ），第二类图形都有弯弯的（ ）。
hjb-primary-ds-v1-p1-102,P1,upper,short-answer,Foundation,hjb-primary-p1-upper-review,一年级上册整理与复习,pass,none,,,凑十法过程正确，答案覆盖主要表述。,先算7+3=10，再算10+3=13,小明说：“计算8+5时，我可以先算8+2=10，再算10+3=13。”请你用这样的方法，说一说计算7+6的过程。
hjb-primary-ds-v1-p1-103,P1,upper,multiple-choice,Core,hjb-primary-p1-upper-review,一年级上册整理与复习,pass,none,,,长方体有6个平平的面正确，其他选项错误。,长方体有6个平平的面,下面哪句话的说法是正确的？
hjb-primary-ds-v1-p1-104,P1,upper,fill-in,Foundation,hjb-primary-p1-upper-review,一年级上册整理与复习,pass,none,,,想加算减，5+7=12，所以12-5=7，答案正确。,7，7,在计算12-5时，小芳是这样想的：因为5+（ ）=12，所以12-5=（ ）。请你把括号里的数填出来。
hjb-primary-ds-v1-p1-105,P1,upper,short-answer,Core,hjb-primary-p1-upper-review,一年级上册整理与复习,pass,none,,,计算正确，答案覆盖主要表述。,4+3=7，7-2=5，圆柱有5块,桌上有一些积木，其中长方体有4块，正方体比长方体多3块，圆柱比正方体少2块。圆柱有多少块？请写出算式和答案。
hjb-primary-ds-v1-p1-106,P1,upper,multiple-choice,Foundation,hjb-primary-p1-upper-review,一年级上册整理与复习,pass,none,,,选项B符合“数一数再比多少”的任务，其他选项不符。,数出铅笔有几支，再说谁多谁少,下面哪一项是“数一数，再比多少”的任务？
hjb-primary-ds-v1-p1-107,P1,upper,fill-in,Core,hjb-primary-p1-upper-review,一年级上册整理与复习,pass,none,,,指出长方体可能有正方形的面，答案正确，覆盖主要表述。,不对，长方体有6个面，但有的面可能是正方形。,小明说：“长方体有6个面，每个面都是长方形。”这句话对吗？如果不对，请写出正确的说法。
hjb-primary-ds-v1-p1-108,P1,upper,short-answer,Foundation,hjb-primary-p1-upper-review,一年级上册整理与复习,pass,none,,,用凑十法检查9+6=15，过程正确，答案覆盖主要表述。,先看9加6，想9加1等于10，再加5等于15，所以对。,请你用“先……再……”说一说，检查 9 + 6 = 15 对不对，可以怎样做？
hjb-primary-ds-v1-p1-109,P1,upper,multiple-choice,Core,hjb-primary-p1-upper-review,一年级上册整理与复习,pass,none,,,题目清晰，选项无歧义，答案正确，符合一年级整理与复习要求。,可以按数和形分成两类来整理,下面哪句话在整理数学知识时是正确的？
hjb-primary-ds-v1-p1-110,P1,upper,fill-in,Foundation,hjb-primary-p1-upper-review,一年级上册整理与复习,pass,none,,,计数器拨珠问题，答案4正确，接受答案覆盖了数字和带单位形式。,4,在计数器上拨出 14，十位上拨了1颗珠，个位上应该拨几颗珠？
hjb-primary-ds-v1-p1-111,P1,upper,short-answer,Core,hjb-primary-p1-upper-review,一年级上册整理与复习,pass,none,,,分类判断合理，答案和解释一致，接受答案覆盖了多种表述。,应该放在第三类图形。因为这句话讲的是立体图形的特征，属于图形知识。,小乐在整理数学知识时，把下面这些内容分成了三类：第一类是数数，第二类是计算，第三类是图形。请你判断“长方体和正方体都有6个面”这句话应该放在哪一类？为什么？请简单说一说。
hjb-primary-ds-v1-p1-112,P1,upper,multiple-choice,Foundation,hjb-primary-p1-upper-review,一年级上册整理与复习,pass,none,,,选项区分度好，答案正确，解释合理。,把8个苹果平均分给2个小朋友。,下面哪句话说的是计算？
hjb-primary-ds-v1-p1-113,P1,upper,fill-in,Core,hjb-primary-p1-upper-review,一年级上册整理与复习,pass,none,,,简单口算改错，答案15正确。,15,小明在检查自己的口算题时，发现有一道题算错了：9+6=14。请你帮小明改正，正确的得数是______。
hjb-primary-ds-v1-p1-114,P1,upper,short-answer,Foundation,hjb-primary-p1-upper-review,一年级上册整理与复习,pass,none,,,立体图形特征判断，答案正确，解释合理。,对，因为球可以向任意方向滚动，圆柱放倒后也可以滚动。,小芳说：“我整理了立体图形，发现球和圆柱都可以滚动。”你觉得她说得对吗？为什么？
hjb-primary-ds-v1-p1-115,P1,upper,multiple-choice,Core,hjb-primary-p1-upper-review,一年级上册整理与复习,pass,none,,,区分加减法情境，选项B为减法，答案正确。,妈妈买了7个苹果，吃了2个，还剩几个？,小东在整理错题时，发现下面有一道题不是用加法解决的，是哪一道？
hjb-primary-ds-v1-p1-116,P1,upper,fill-in,Foundation,hjb-primary-p1-upper-review,一年级上册整理与复习,pass,none,,,分类纠错，答案指出图形应单独分类，正确。,不对，④⑤⑥应该单独分为一类，它们是立体图形，①②③是数和运算。,在整理数学知识时，小明把下面的内容分成了三类：① 数数、② 加法、③ 减法、④ 长方体、⑤ 正方体、⑥ 圆柱。你觉得他分得对吗？如果不对，请把分类错误的地方写出来。
hjb-primary-ds-v1-p1-117,P1,upper,short-answer,Core,hjb-primary-p1-upper-review,一年级上册整理与复习,pass,none,,,改错并分析错误原因，答案正确，解释合理。,8+5=13，不是12。她可能忘记进位，把8+5算成了8+2+2=12，少算了1。,小丽在整理20以内的加法时，发现一道题算错了：8+5=12。请你帮小丽检查，并说说她可能错在哪里。
hjb-primary-ds-v1-p1-118,P1,lower,multiple-choice,Foundation,hjb-primary-p1-lower-within-20-regrouping,20以内数的加减法（二）,pass,none,,,多种退位减法策略，选项均正确，答案“以上都对”无误。,以上都对,计算13-6时，下面哪种方法是对的？
hjb-primary-ds-v1-p1-119,P1,lower,fill-in,Core,hjb-primary-p1-lower-within-20-regrouping,20以内数的加减法（二）,pass,none,,,凑十法填空，答案顺序正确，接受答案覆盖了分号与逗号分隔。,3；3；3；3；13,用凑十法计算7+6时，先把6分成____和____，7+____=10，10+____=____。
hjb-primary-ds-v1-p1-120,P1,lower,short-answer,Foundation,hjb-primary-p1-lower-within-20-regrouping,20以内数的加减法（二）,pass,none,,,要求两种方法计算，答案提供了分拆减数和想加算减，正确。,方法一：15-8=7，把8分成5和3，15-5=10，10-3=7。方法二：因为8+7=15，所以15-8=7。,妈妈买了15个苹果，吃了8个，还剩几个？请用两种不同的方法计算，并写出过程。
hjb-primary-ds-v1-p1-121,P1,lower,multiple-choice,Core,hjb-primary-p1-lower-within-20-regrouping,20以内数的加减法（二）,pass,none,,,方法识别，破十法正确，选项无歧义。,破十法,小乐在计算 13 - 6 时，先算 10 - 6 = 4，再算 4 + 3 = 7。他用的方法是（ ）。
hjb-primary-ds-v1-p1-122,P1,lower,fill-in,Foundation,hjb-primary-p1-lower-within-20-regrouping,20以内数的加减法（二）,pass,none,,,凑十法填空，答案“凑十”或“凑十法”均可。,凑十,计算 8 + 7 时，可以先把 7 分成 2 和 5，8 + 2 = 10，10 + 5 = 15。这种方法是______法。
hjb-primary-ds-v1-p1-123,P1,lower,short-answer,Core,hjb-primary-p1-lower-within-20-regrouping,20以内数的加减法（二）,pass,none,,,计算并写出过程，答案6正确，解释提供了两种方法。,6,计算 15 - 9，并写出你是怎么算的。
hjb-primary-ds-v1-p1-124,P1,lower,multiple-choice,Foundation,hjb-primary-p1-lower-within-20-regrouping,20以内数的加减法（二）,pass,none,,,想加算减方法识别，选项B正确。,14 - 8，因为 8 + 6 = 14，所以 14 - 8 = 6,下面哪道题的计算过程用了“想加算减”的方法？
hjb-primary-ds-v1-p1-125,P1,lower,fill-in,Core,hjb-primary-p1-lower-within-20-regrouping,20以内数的加减法（二）,pass,none,,,分拆减数法填空，答案正确。,分拆减数,在计算 17 - 8 时，小丁把 8 分成了 7 和 1，先算 17 - 7 = 10，再算 10 - 1 = 9。这种方法是______法。
hjb-primary-ds-v1-p1-126,P1,lower,short-answer,Foundation,hjb-primary-p1-lower-within-20-regrouping,20以内数的加减法（二）,pass,none,,,破十法计算过程，答案正确。,13 - 5 = 8。把13分成10和3，先算10 - 5 = 5，再算5 + 3 = 8。,小芳有13块饼干，送给同学5块。她想用“破十法”计算还剩几块。请你写出计算过程。
hjb-primary-ds-v1-p1-127,P1,lower,multiple-choice,Core,hjb-primary-p1-lower-within-20-regrouping,20以内数的加减法（二）,pass,none,,,三种方法均正确，答案“以上都对”合理，解释清晰。,以上都对,计算14 - 8时，下面哪种方法正确？
hjb-primary-ds-v1-p1-128,P1,lower,fill-in,Foundation,hjb-primary-p1-lower-within-20-regrouping,20以内数的加减法（二）,pass,none,,,填空答案“连减”准确，接受答案覆盖常见说法，解释正确。,连减,在计算12 - 7时，小明把7分成了2和5。他先算12 - 2 = 10，再算10 - 5 = 5。这种方法是______法。
hjb-primary-ds-v1-p1-129,P1,lower,short-answer,Core,hjb-primary-p1-lower-within-20-regrouping,20以内数的加减法（二）,pass,none,,,要求两种方法，答案给出破十法和想加算减，过程正确，接受答案合理。,方法一：15 - 8 = 7。把15分成10和5，10 - 8 = 2，2 + 5 = 7。方法二：想8 + 7 = 15，所以15 - 8 = 7。,妈妈买了15个苹果，吃了8个，还剩几个？请你用两种不同的方法计算，并写出过程。
hjb-primary-ds-v1-p1-130,P1,lower,multiple-choice,Foundation,hjb-primary-p1-lower-within-20-regrouping,20以内数的加减法（二）,pass,none,,,所有选项结果均为5，答案“以上都是”正确，解释清晰。,以上都是,下面哪道算式的结果和11 - 6相同？
hjb-primary-ds-v1-p1-131,P1,lower,fill-in,Core,hjb-primary-p1-lower-within-20-regrouping,20以内数的加减法（二）,pass,none,,,答案6正确，接受答案包含“6颗”，解释中破十法和想加算减均合理。,6,小乐有13颗糖，送给朋友一些后还剩7颗。小乐送出了多少颗糖？请用退位减法计算，并写出你用的方法（如“破十法”或“想加算减”）。
hjb-primary-ds-v1-p1-132,P1,lower,short-answer,Foundation,hjb-primary-p1-lower-within-20-regrouping,20以内数的加减法（二）,pass,none,,,答案15正确，接受答案包含凑十法过程，解释合理。,15,计算：8 + 7 = □。请用凑十法写出计算过程。
