"questionId","grade","semester","type","difficulty","unitTitle","status","severity","storedAnswer","acceptedAnswers","independentAnswer","solverMethod","solverFamily","explanationCheck","notes","promptZhHans"
"pep-primary-p2-lower-007","P2","lower","multiple-choice","Challenge","有余数的除法","solver-gap","manual-required","6个","6个","","","","not-run","solver:no deterministic solver matched this free-form item","有27个气球，每个小朋友分4个，最多可以分给几个小朋友？"
"pep-primary-p2-lower-008","P2","lower","fill-in","Exam","万以内的加法和减法","pass","none","2227","2227","2227","labeled-arithmetic-expression","arithmetic","pass","solver:labeled-arithmetic-expression","用竖式计算：4056 - 1829 = ___。请填空。"
"pep-primary-p2-lower-009","P2","lower","short-answer","Foundation","数据收集整理","solver-gap","manual-required","12-6=6（人），多6人","12-6=6（人），多6人 | 12-6=6，多6人 | 12-6=6人，多6人","","","","not-run","solver:no deterministic solver matched this free-form item","二（1）班同学最喜欢的水果情况：苹果8人，香蕉12人，橘子6人，梨4人。喜欢香蕉的比喜欢橘子的多几人？请写出算式和答案。"
"pep-primary-p2-lower-010","P2","lower","multiple-choice","Core","分层练习","solver-gap","manual-required","20-3×5","20-3×5","","","","not-run","solver:no deterministic solver matched this free-form item","妈妈买了20个鸡蛋，每天吃3个，吃了5天后还剩几个？正确的算式是哪一个？"
"pep-primary-p2-lower-011","P2","lower","fill-in","Challenge","表内除法（二）","pass","none","每段长 4 米。","每段长 4 米。 | 每段长4米 | 4米 | 24÷6=4（米） | 24÷6=4","4","exact-division-story","division","pass","solver:exact-division-story","把 24 米长的彩带平均剪成 6 段，每段长多少米？请用口诀求商，并写出算式。"
"pep-primary-p2-lower-012","P2","lower","short-answer","Foundation","思维拓展","pass","none","可以装满 4 袋，还剩 3 块。","可以装满 4 袋，还剩 3 块。 | 4袋，剩3块 | 4袋剩3块 | 35÷8=4（袋）……3（块） | 35÷8=4……3","4, 3","division-with-remainder","arithmetic-application","pass","solver:division-with-remainder","有 35 块糖果，每 8 块装一袋，可以装满几袋？还剩几块？"
"pep-primary-p2-lower-013","P2","lower","multiple-choice","Core","万以内数的认识","solver-gap","manual-required","3050","3050","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪个数读作“三千零五十”？"
"pep-primary-p2-lower-014","P2","lower","fill-in","Challenge","时、分、秒","solver-gap","manual-required","10 小时 20 分钟。","10 小时 20 分钟。 | 10小时20分钟 | 10小时20分 | 10时20分 | 10时20分钟","","","","not-run","solver:no deterministic solver matched this free-form item","小明晚上 8:30 睡觉，早上 6:50 起床。他一共睡了多长时间？"
"pep-primary-p2-lower-015","P2","lower","short-answer","Foundation","期中综合","solver-gap","manual-required","还剩 16 支。","还剩 16 支。 | 16支 | 4×6=24（支）24-8=16（支） | 4×6=24 24-8=16 | 4×6-8=16","","","","not-run","solver:no deterministic solver matched this free-form item","妈妈买了 4 盒铅笔，每盒 6 支。送给妹妹 8 支后，还剩多少支？请分步列式解答。"
"pep-primary-p2-lower-016","P2","lower","multiple-choice","Core","表内除法（一）","pass","none","18÷3=6（束）","18÷3=6（束）","6","exact-division-story","division","pass","solver:exact-division-story","有 18 个气球，每 3 个扎成一束，可以扎成几束？下面哪个算式是正确的？"
"pep-primary-p2-lower-017","P2","lower","fill-in","Challenge","竖式计算","solver-gap","manual-required","47÷5=9……2","47÷5=9……2 | 9……2 | 9余2","","","","not-run","solver:no deterministic solver matched this free-form item","用竖式计算 47÷5。"
"pep-primary-p2-lower-018","P2","lower","short-answer","Foundation","近似数","pass","none","大约是 3000 元。","大约是 3000 元。 | 3000元 | 3000 | 3千元 | 3千","3000元","estimate-to-nearest-thousand-yuan","estimation","pass","solver:estimate-to-nearest-thousand-yuan","一台电视机的价格是 2998 元，大约是几千元？"
"pep-primary-p2-lower-019","P2","lower","multiple-choice","Core","克和千克","solver-gap","manual-required","一袋盐","一袋盐","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪种物品的质量最接近 1 千克？"
"pep-primary-p2-lower-020","P2","lower","fill-in","Challenge","期末综合","solver-gap","manual-required","一共有 22 人。","一共有 22 人。 | 22人 | 4×6-2=22（人） | 4×6=24 24-2=22","","","","not-run","solver:no deterministic solver matched this free-form item","二（1）班同学去划船，每条船最多坐 4 人，他们租了 6 条船，还有 2 个空位。二（1）班一共有多少人？"
"pep-primary-p2-lower-021","P2","lower","short-answer","Foundation","平均分","pass","none","24 ÷ 6 = 4，每个小朋友分到4颗。","24 ÷ 6 = 4，每个小朋友分到4颗。 | 24 ÷ 6 = 4 | 24÷6=4 | 每个小朋友分到4颗 | 4颗","4","exact-division-story","division","pass","solver:exact-division-story","把24颗草莓平均分给6个小朋友，每个小朋友分到几颗？请写出除法算式和答案。"
"pep-primary-p2-lower-022","P2","lower","multiple-choice","Core","有余数的除法","pass","none","6束，剩1个","6束，剩1个","6, 1","division-with-remainder","arithmetic-application","pass","solver:division-with-remainder","有25个气球，每4个扎成一束，最多能扎成几束？还剩几个？"
"pep-primary-p2-lower-023","P2","lower","fill-in","Foundation","万以内的加法和减法","pass","none","801","801","801","labeled-arithmetic-expression","arithmetic","pass","solver:labeled-arithmetic-expression","计算：503 + 298 = ______"
"pep-primary-p2-lower-024","P2","lower","short-answer","Core","数据收集整理","solver-gap","manual-required","8 - 5 = 3，多3人。","8 - 5 = 3，多3人。 | 8-5=3 | 8 - 5 = 3 | 多3人 | 3人","","","","not-run","solver:no deterministic solver matched this free-form item","二（1）班同学最喜欢的运动项目统计如下：跳绳8人，踢毽子5人，拍球7人。最喜欢跳绳的比最喜欢踢毽子的多几人？请写出算式和答案。"
"pep-primary-p2-lower-025","P2","lower","multiple-choice","Foundation","解决问题","solver-gap","manual-required","18 ÷ 3 = 6","18 ÷ 3 = 6","","","","not-run","solver:no deterministic solver matched this free-form item","妈妈买了18个苹果，每天吃3个，可以吃几天？正确的算式是哪一个？"
"pep-primary-p2-lower-026","P2","lower","fill-in","Core","表内除法（二）","solver-gap","manual-required","35 ÷ 5 = 7 和 35 ÷ 7 = 5","35 ÷ 5 = 7 和 35 ÷ 7 = 5 | 35÷5=7 和 35÷7=5 | 35÷5=7，35÷7=5 | 35÷5=7;35÷7=5","","","","not-run","solver:no deterministic solver matched this free-form item","根据口诀“五七三十五”写出两个除法算式：______ ÷ ______ = ______ 和 ______ ÷ ______ = ______"
"pep-primary-p2-lower-027","P2","lower","short-answer","Foundation","思维拓展","pass","none","30 ÷ 4 = 7（个）……2（朵），可以插满7个花瓶，还剩2朵。","30 ÷ 4 = 7（个）……2（朵），可以插满7个花瓶，还剩2朵。 | 30÷4=7……2 | 30 ÷ 4 = 7 …… 2 | 7个，剩2朵 | 7个花瓶，2朵","7, 2","division-with-remainder","arithmetic-application","pass","solver:division-with-remainder","有30朵花，每个花瓶插4朵，可以插满几个花瓶？还剩几朵？请写出算式和答案。"
"pep-primary-p2-lower-028","P2","lower","multiple-choice","Core","万以内数的认识","solver-gap","manual-required","3006","3006","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪个数读作“三千零六”？"
"pep-primary-p2-lower-029","P2","lower","fill-in","Foundation","时、分、秒","solver-gap","manual-required","2:45","2:45 | 2时45分 | 2点45分","","","","not-run","solver:no deterministic solver matched this free-form item","时钟显示现在是2:30，再过15分钟是几时几分？______:______"
"pep-primary-p2-lower-030","P2","lower","short-answer","Core","分层练习","solver-gap","manual-required","32 ÷ 4 = 8（张）；32 + 2 = 34（人），34 ÷ 4 = 8（张）……2（人），所以需要9张桌子。","32 ÷ 4 = 8（张）；32 + 2 = 34（人），34 ÷ 4 = 8（张）……2（人），所以需要9张桌子。 | 32÷4=8张；32+2=34人，34÷4=8张……2人，需要9张 | 32÷4=8张，34÷4=8张余2人，需要9张 | 8张，9张","","","","not-run","solver:no deterministic solver matched this free-form item","二（2）班有32人，每张桌子坐4人，需要几张桌子？如果又来2人，现在需要几张桌子？请写出计算过程。"
"pep-primary-p2-lower-031","P2","lower","multiple-choice","Foundation","表内除法（一）","pass","none","4","4","4","exact-division-story","division","pass","solver:exact-division-story","有24块饼干，平均分给6个小朋友，每人分到几块？"
"pep-primary-p2-lower-032","P2","lower","fill-in","Core","竖式计算","solver-gap","manual-required","7……2","7……2 | 7...2 | 7余2","","","","not-run","solver:no deterministic solver matched this free-form item","用竖式计算：37 ÷ 5 = □……□。请填写商和余数。"
"pep-primary-p2-lower-033","P2","lower","short-answer","Foundation","近似数","solver-gap","manual-required","1985≈2000，2037≈2000，2000+2000=4000（本）","1985≈2000，2037≈2000，2000+2000=4000（本） | 1985估成2000，2037估成2000，2000+2000=4000 | 约4000本","","","","not-run","solver:no deterministic solver matched this free-form item","学校图书馆有故事书1985本，科技书2037本。故事书和科技书大约一共有多少本？请估算并写出算式和结果。"
"pep-primary-p2-lower-034","P2","lower","multiple-choice","Core","克和千克","solver-gap","manual-required","大米比面粉重2千克","大米比面粉重2千克","","","","not-run","solver:no deterministic solver matched this free-form item","一袋大米重5千克，一袋面粉重3千克。下面哪种说法正确？"
"pep-primary-p2-lower-035","P2","lower","fill-in","Foundation","期中综合","pass","none","5袋，剩1颗","5袋，剩1颗 | 5袋剩1颗 | 5袋1颗","5, 1","division-with-remainder","arithmetic-application","pass","solver:division-with-remainder","小明有36颗糖，他想每7颗装一袋，最多可以装满几袋？还剩几颗？"
"pep-primary-p2-lower-036","P2","lower","short-answer","Core","平均分","solver-gap","manual-required","18÷3=6（个）","18÷3=6（个） | 18除以3等于6","","","","not-run","solver:no deterministic solver matched this free-form item","把18个苹果平均放在3个盘子里，每个盘子放几个？请写出算式和答案。"
