"reviewReason","questionId","grade","semester","type","difficulty","status","solverMethod","independentAnswer","storedAnswer","acceptedAnswers","notes","promptZhHans"
"required-solver-gap","pep-primary-p2-upper-017","P2","upper","fill-in","Foundation","solver-gap","","","（1）米 （2）厘米 （3）米 （4）厘米","（1）米 （2）厘米 （3）米 （4）厘米 | （1）米（2）厘米（3）米（4）厘米","solver:no deterministic solver matched this free-form item","在括号里填上合适的长度单位（厘米或米）。\n（1）教室的门高约 2（ ）。\n（2）一支铅笔长约 18（ ）。\n（3）一棵大树高约 8（ ）。\n（4）数学书厚约 1（ ）。"
"required-solver-gap","pep-primary-p2-upper-018","P2","upper","short-answer","Core","solver-gap","","","从前面看是正方形，从上面看是正方形，从右面看也是正方形。","从前面看是正方形，从上面看是正方形，从右面看也是正方形。 | 都是正方形。","solver:no deterministic solver matched this free-form item","一个正方体盒子放在桌子上，从前面看是什么形状？从上面看呢？从右面看呢？请描述看到的形状。"
"required-solver-gap","pep-primary-p2-upper-021","P2","upper","short-answer","Core","solver-gap","","","15个","15个 | 15","solver:no deterministic solver matched this free-form item","每个盘子放5个苹果，放了3盘。一共放了多少个苹果？"
"required-solver-gap","pep-primary-p2-upper-022","P2","upper","multiple-choice","Foundation","solver-gap","","","小朋友走一步的长度","小朋友走一步的长度","solver:no deterministic solver matched this free-form item","下面哪个物体的长度最接近1米？"
"required-solver-gap","pep-primary-p2-upper-023","P2","upper","fill-in","Core","solver-gap","","","直","直 | 直角","solver:no deterministic solver matched this free-form item","数学书封面有4个角，每个角都是______角。"
"required-solver-gap","pep-primary-p2-upper-024","P2","upper","short-answer","Foundation","solver-gap","","","33厘米","33厘米 | 33","solver:no deterministic solver matched this free-form item","一根绳子长20厘米，另一根绳子长15厘米。两根绳子接在一起，接头处用去2厘米。接好后的绳子长多少厘米？"
"required-solver-gap","pep-primary-p2-upper-025","P2","upper","multiple-choice","Core","solver-gap","","","3 × 4","3 × 4","solver:no deterministic solver matched this free-form item","下面哪个算式表示“4个3相加”？"
"required-solver-gap","pep-primary-p2-upper-026","P2","upper","fill-in","Foundation","solver-gap","","","5 × 6 = 30","5 × 6 = 30 | 6 × 5 = 30 | 5×6=30 | 6×5=30","solver:no deterministic solver matched this free-form item","根据口诀“五六三十”写出一个乘法算式：______。"
"required-solver-gap","pep-primary-p2-upper-027","P2","upper","short-answer","Core","solver-gap","","","160厘米","160厘米 | 160","solver:no deterministic solver matched this free-form item","小明的身高是1米20厘米，爸爸比他高40厘米。爸爸的身高是多少厘米？"
"required-solver-gap","pep-primary-p2-upper-028","P2","upper","multiple-choice","Foundation","solver-gap","","","圆形","圆形","solver:no deterministic solver matched this free-form item","从上面看一个圆柱形的水杯，看到的是什么形状？"
"required-solver-gap","pep-primary-p2-upper-029","P2","upper","fill-in","Core","solver-gap","","","米","米 | m","solver:no deterministic solver matched this free-form item","在括号里填上合适的单位：教室的门高约2______。"
"required-solver-gap","pep-primary-p2-upper-030","P2","upper","short-answer","Foundation","solver-gap","","","19块","19块 | 19","solver:no deterministic solver matched this free-form item","妈妈买了3盒饼干，每盒8块。吃了5块后，还剩多少块？"
"required-solver-gap","pep-primary-p2-upper-031","P2","upper","multiple-choice","Core","solver-gap","","","5 × 4","5 × 4","solver:no deterministic solver matched this free-form item","教室里有5排桌子，每排有4张桌子。下面哪个算式可以正确算出桌子的总数？"
"required-solver-gap","pep-primary-p2-upper-033","P2","upper","short-answer","Core","solver-gap","","","3个角，1个直角","3个角，1个直角 | 3个角，其中1个是直角","solver:no deterministic solver matched this free-form item","一个三角尺上有几个角？其中几个是直角？请写出你的答案并简单说明。"
"required-solver-gap","pep-primary-p2-upper-034","P2","upper","multiple-choice","Foundation","solver-gap","","","3厘米","3厘米","solver:no deterministic solver matched this free-form item","小明用尺子量一支铅笔，从刻度0开始，量到刻度12厘米。他又量了一块橡皮，从刻度2开始，量到刻度5厘米。橡皮长多少厘米？"
"required-solver-gap","pep-primary-p2-upper-035","P2","upper","fill-in","Core","solver-gap","","","错","错","solver:no deterministic solver matched this free-form item","小丽说：“3×4和4×3的结果一样，所以它们的意思也完全一样。”你认为她说得对吗？在横线上写“对”或“错”，并简单说明理由。"
"required-solver-gap","pep-primary-p2-upper-037","P2","upper","multiple-choice","Core","solver-gap","","","小朋友走一步的长","小朋友走一步的长","solver:no deterministic solver matched this free-form item","下面哪个物体的长度最接近1米？"
"required-solver-gap","pep-primary-p2-upper-038","P2","upper","fill-in","Foundation","solver-gap","","","长方形","长方形","solver:no deterministic solver matched this free-form item","一个长方体盒子，从前面看是一个长方形，从上面看也是一个长方形。从右面看是什么形状？在横线上填写形状名称。"
"required-solver-gap","pep-primary-p2-upper-039","P2","upper","multiple-choice","Core","solver-gap","","","每盒有6支彩笔，买了4盒，一共有多少支？","每盒有6支彩笔，买了4盒，一共有多少支？","solver:no deterministic solver matched this free-form item","下面哪种情况用乘法计算更合适？"
"required-solver-gap","pep-primary-p2-upper-040","P2","upper","fill-in","Foundation","solver-gap","","","错误","错误 | 错 | 不正确","solver:no deterministic solver matched this free-form item","计算5×3时，小明说：“5×3就是5+3。”这个想法是正确还是错误？请填写“正确”或“错误”。"
"required-solver-gap","pep-primary-p2-upper-041","P2","upper","multiple-choice","Core","solver-gap","","","3 × 6 = 18","3 × 6 = 18","solver:no deterministic solver matched this free-form item","小美有3盒铅笔，每盒有6支。她一共有多少支铅笔？下面哪个算式是正确的？"
"required-solver-gap","pep-primary-p2-upper-042","P2","upper","fill-in","Foundation","solver-gap","","","米, 厘米","米, 厘米 | m, cm","solver:no deterministic solver matched this free-form item","在括号里填上合适的长度单位（厘米或米）。\n教室的门高大约2（    ）。\n一支新铅笔长约18（    ）。"
"required-solver-gap","pep-primary-p2-upper-043","P2","upper","multiple-choice","Core","solver-gap","","","一个角，两条边正好和三角尺上的直角一样大。","一个角，两条边正好和三角尺上的直角一样大。","solver:no deterministic solver matched this free-form item","下面哪个图形中的角是直角？"
"required-solver-gap","pep-primary-p2-upper-044","P2","upper","fill-in","Foundation","solver-gap","","","5, 4, 20","5, 4, 20 | 5 4 20","solver:no deterministic solver matched this free-form item","看图填空：\n每盘有（    ）个苹果，有（    ）盘，一共有（    ）个苹果。\n（提示：你可以这样想：每盘5个苹果，摆了4盘。）"
"required-solver-gap","pep-primary-p2-upper-045","P2","upper","multiple-choice","Core","solver-gap","","","一句乘法口诀只能写出一道乘法算式。","一句乘法口诀只能写出一道乘法算式。","solver:no deterministic solver matched this free-form item","下面哪个说法是错误的？"
"required-solver-gap","pep-primary-p2-upper-046","P2","upper","fill-in","Foundation","solver-gap","","","7, 5","7, 5 | 7 5","solver:no deterministic solver matched this free-form item","把下面的加法算式改写成乘法算式。\n7+7+7+7+7=（    ）×（    ）"
"required-solver-gap","pep-primary-p2-upper-047","P2","upper","multiple-choice","Core","solver-gap","","","小朋友一步的长度","小朋友一步的长度","solver:no deterministic solver matched this free-form item","一根绳子长1米，下面哪个物品的长度和它最接近？"
"required-solver-gap","pep-primary-p2-upper-048","P2","upper","fill-in","Foundation","solver-gap","","","正方形","正方形","solver:no deterministic solver matched this free-form item","站在一个正方体形状的盒子前面，从正面看，看到的是什么形状？"
"required-solver-gap","pep-primary-p2-upper-049","P2","upper","multiple-choice","Foundation","solver-gap","","","每盒有4块橡皮，6盒一共有多少块橡皮？","每盒有4块橡皮，6盒一共有多少块橡皮？","solver:no deterministic solver matched this free-form item","下面哪个问题可以用“4×6”来解决？"
"required-solver-gap","pep-primary-p2-upper-050","P2","upper","multiple-choice","Foundation","solver-gap","","","不对，2×3表示2个3相加，是3+3=6；2+3是2和3合起来，是5。","不对，2×3表示2个3相加，是3+3=6；2+3是2和3合起来，是5。","solver:no deterministic solver matched this free-form item","小杰说：“因为2×3=6，所以2+3也等于6。”你认为他说的对吗？"
"required-solver-gap","pep-primary-p3-lower-004","P3","lower","multiple-choice","Exam","solver-gap","","","3.5","3.5","solver:no deterministic solver matched this free-form item","小明买文具花了3元5角，写成小数是（ ）元。"
"required-solver-gap","pep-primary-p3-lower-009","P3","lower","short-answer","Core","solver-gap","","","9","9","solver:no deterministic solver matched this free-form item","下面是三年级两个班参加兴趣小组的人数统计表：\n\n| 兴趣小组 | 三（1）班 | 三（2）班 |\n|----------|-----------|-----------|\n| 绘画     | 15        | 12        |\n| 书法     | 8         | 10        |\n| 舞蹈     | 10        | 9         |\n\n两个班参加绘画小组的总人数比参加书法小组的总人数多多少人？"
"required-solver-gap","pep-primary-p3-lower-011","P3","lower","fill-in","Challenge","solver-gap","","","北","北","solver:no deterministic solver matched this free-form item","小华站在学校操场的中央，面向东。她先向左转90度，然后向前走20步，再向右转90度，向前走15步。请问现在小华在操场的哪个方向？请填写方向名称。"
"required-solver-gap","pep-primary-p3-lower-012","P3","lower","short-answer","Exam","solver-gap","","","448本","448本 | 448","solver:no deterministic solver matched this free-form item","学校图书馆有12个书架，每个书架有4层，每层可以放28本书。图书馆已经放了896本书，请问还能放多少本书？请写出计算过程并回答。"
"required-solver-gap","pep-primary-p3-lower-013","P3","lower","multiple-choice","Core","solver-gap","","","A. 面积是40平方厘米，周长是26厘米","A. 面积是40平方厘米，周长是26厘米 | A","solver:no deterministic solver matched this free-form item","一个长方形的长是8厘米，宽是5厘米。下列说法正确的是（ ）。"
"required-solver-gap","pep-primary-p3-lower-014","P3","lower","fill-in","Foundation","solver-gap","","","2天","2天 | 2","solver:no deterministic solver matched this free-form item","2024年是闰年，2月有29天。小明的生日是2月28日，小红的生日是3月2日。请问从小明生日到小红生日，中间经过了多少天？（不包括小明生日当天，包括小红生日当天）"
