"clusterId","grade","semester","unitTitle","type","conceptIds","promptPattern","count","exampleQuestionIds","recommendedAction"
"gap-cluster-406","P6","upper","分数乘法","multiple-choice","fraction-multiplication-division | fraction-operation-model | ratio-introduction | unit-rate","小华有一根彩带,用去了它的 #/#,还剩下 #/# 米。这根彩带原来长多少米?","1","pep-primary-p6-upper-001","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-407","P6","upper","百分数应用","short-answer","percent | percent-part-whole | percent-change | sector-chart","某校六年级有学生 # 人,一次数学测验的优秀率是 #,良好率是 #,其余为及格。及格的学生有多少人?","1","pep-primary-p6-upper-003","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-408","P6","upper","位置与方向","multiple-choice","coordinate-position | direction-angle-distance | route-map | spatial-description","小明从家出发,先向东偏北 #° 方向走 # 米到达公园,然后从公园向南偏东 #° 方向走 # 米到达学校。下列说法正确的是( )。","1","pep-primary-p6-upper-004","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-409","P6","upper","期末综合","fill-in","p6-upper-integrated-review | fraction-multiplication-division | circle-geometry | percent","一个圆的半径扩大到原来的 # 倍,它的周长扩大到原来的( )倍,面积扩大到原来的( )倍。","1","pep-primary-p6-upper-005","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-410","P6","upper","拓展应用","short-answer","p6-upper-problem-solving | fraction-ratio-application | percent-application | circle-application","一桶油连桶重 # 千克,用去一半油后,连桶重 # 千克。原来油重多少千克?桶重多少千克?","1","pep-primary-p6-upper-006","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-411","P6","upper","分数乘法","multiple-choice","fraction-multiplication-division | fraction-operation-model | ratio-introduction | unit-rate","甲、乙两数的比是 #:#,乙、丙两数的比是 #:#。甲、乙、丙三个数的比是( )。","1","pep-primary-p6-upper-007","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-412","P6","upper","百分数应用","short-answer","percent | percent-part-whole | percent-change | sector-chart","某商场一款书包打八折后售价是 # 元,这款书包的原价是多少元?如果在此基础上再打九折,现价是多少元?","1","pep-primary-p6-upper-009","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-413","P6","upper","位置与方向","multiple-choice","coordinate-position | direction-angle-distance | route-map | spatial-description","以广场为观测点,学校在广场北偏西 #° 方向 # 米处,书店在广场南偏东 #° 方向 # 米处。下列说法正确的是( )。","1","pep-primary-p6-upper-010","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-414","P6","upper","期末综合","fill-in","p6-upper-integrated-review | fraction-multiplication-division | circle-geometry | percent","小明用一根绳子测量一棵大树的树干周长。他将绳子绕树干一周后,发现绳子还多出 # 米。接着他将绳子对折两次,再次绕树干一周,这时绳子刚好用完。请问这棵大树的树干周长是多少米?","1","pep-primary-p6-upper-011","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-415","P6","upper","拓展应用","short-answer","p6-upper-problem-solving | fraction-ratio-application | percent-application | circle-application","学校图书馆购进一批新书,其中故事书占 #/#,科技书占剩下的 #/#,其余是漫画书。已知漫画书比科技书多 # 本。请问这批新书一共有多少本?","1","pep-primary-p6-upper-012","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-416","P6","upper","分数乘法","multiple-choice","fraction-multiplication-division | fraction-operation-model | ratio-introduction | unit-rate","下面哪个算式的计算结果与 #/# ÷ #/# 相等?","1","pep-primary-p6-upper-013","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-417","P6","upper","百分数应用","short-answer","percent | percent-part-whole | percent-change | sector-chart","某商场开展促销活动,一件上衣原价 # 元,先涨价 #,再打八折出售。请问最终的售价比原价高还是低?相差多少元?","1","pep-primary-p6-upper-015","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-418","P6","upper","位置与方向","multiple-choice","coordinate-position | direction-angle-distance | route-map | spatial-description","小华从家出发,先向东偏北 #° 方向走 # 米到达书店,然后向南偏西 #° 方向走 # 米到达学校。请问学校在小华家的什么方向?","1","pep-primary-p6-upper-016","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-419","P6","upper","期末综合","fill-in","p6-upper-integrated-review | fraction-multiplication-division | circle-geometry | percent","把 #、#/#、# 和 # 这四个数按从小到大的顺序排列。","1","pep-primary-p6-upper-017","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-420","P6","upper","拓展应用","short-answer","p6-upper-problem-solving | fraction-ratio-application | percent-application | circle-application","甲、乙两个工程队合修一条公路,甲队单独修需要 # 天,乙队单独修需要 # 天。现在两队合修,中途甲队因故停工 # 天。从开始到完工共用了多少天?","1","pep-primary-p6-upper-018","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-421","P6","upper","百分数应用","short-answer","percent | percent-part-whole | percent-change | sector-chart","小华家上个月用水#吨,这个月比上个月节约了#。这个月用水多少吨?","1","pep-primary-p6-upper-021","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-422","P6","upper","位置与方向","multiple-choice","coordinate-position | direction-angle-distance | route-map | spatial-description","小明从家出发,先向东偏北#°方向走#米到达公园,再向西偏北#°方向走#米到达学校。下列说法正确的是哪一项?","1","pep-primary-p6-upper-022","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-423","P6","upper","期末综合","fill-in","p6-upper-integrated-review | fraction-multiplication-division | circle-geometry | percent","一个圆的周长是#厘米,它的面积是( )平方厘米。(π取#)","1","pep-primary-p6-upper-023","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-424","P6","upper","拓展应用","short-answer","p6-upper-problem-solving | fraction-ratio-application | percent-application | circle-application","学校图书馆有科技书和故事书共#本,其中科技书的本数是故事书的#/#。后来又买进一批科技书,这时科技书的本数占总数的#。问:后来买进了多少本科技书?","1","pep-primary-p6-upper-024","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-425","P6","upper","分数乘法","multiple-choice","fraction-multiplication-division | fraction-operation-model | ratio-introduction | unit-rate","一根绳子长#米,第一次用去全长的#/#,第二次用去剩下的#/#。两次一共用去多少米?","1","pep-primary-p6-upper-025","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-426","P6","upper","百分数应用","short-answer","percent | percent-part-whole | percent-change | sector-chart","某商场对B两种品牌的空调进行满意度调查,随机调查了#名顾客,其中选择A品牌的有#人,选择B品牌的有#人,其余的选择其他品牌。如果要绘制扇形统计图表示调查结果,那么表示A品牌满意度的扇形的圆心角是多少度?","1","pep-primary-p6-upper-027","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-427","P6","upper","位置与方向","multiple-choice","coordinate-position | direction-angle-distance | route-map | spatial-description","小红站在学校操场,她看到旗杆在她的南偏西#°方向约#米处。那么小红在旗杆的什么方向?","1","pep-primary-p6-upper-028","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-428","P6","upper","期末综合","fill-in","p6-upper-integrated-review | fraction-multiplication-division | circle-geometry | percent","六(#)班有学生#人,某天出勤#人。这天的出勤率是( )%。","1","pep-primary-p6-upper-029","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-429","P6","upper","拓展应用","short-answer","p6-upper-problem-solving | fraction-ratio-application | percent-application | circle-application","一项工程,甲队单独做需要#天完成,乙队单独做需要#天完成。现在两队合作,但甲队中途因故停工#天。从开始到完工共用了多少天?","1","pep-primary-p6-upper-030","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-430","P6","upper","分数乘法","multiple-choice","fraction-multiplication-division | fraction-operation-model | ratio-introduction | unit-rate","一桶油重 #/# 千克。做一道菜用掉这桶油的 #/#。用掉的油是多少千克?","1","pep-primary-p6-upper-031","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-431","P6","upper","圆的周长","fill-in","circle-geometry | circumference | circle-area | composite-circle-figure","一个圆形花坛的直径是 # 米。在花坛周围修一条宽 # 米的小路。小路的面积是多少平方米?(π 取 #)","1","pep-primary-p6-upper-032","manual S18 review"
"gap-cluster-432","P6","upper","百分数应用","short-answer","percent | percent-part-whole | percent-change | sector-chart","一种商品原价 # 元,先提价 #,再降价 #。现在的价格是多少元?","1","pep-primary-p6-upper-033","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-433","P6","upper","位置与方向","multiple-choice","coordinate-position | direction-angle-distance | route-map | spatial-description","小明从家出发,先向正东方向走 # 米到达书店,再向北偏西 #° 方向走 # 米到达学校。学校在小明家的什么方向?","1","pep-primary-p6-upper-034","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-434","P6","upper","期末综合","fill-in","p6-upper-integrated-review | fraction-multiplication-division | circle-geometry | percent","一个数的 #/# 是 #,这个数的 #/# 是多少?","1","pep-primary-p6-upper-035","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-435","P6","upper","分数乘法","multiple-choice","fraction-multiplication-division | fraction-operation-model | ratio-introduction | unit-rate","甲数与乙数的比是 #:#,乙数是 #,甲数是多少?","1","pep-primary-p6-upper-037","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-436","P6","upper","圆的周长","fill-in","circle-geometry | circumference | circle-area | composite-circle-figure","一个半圆的周长是 # 厘米,这个半圆的半径是多少厘米?(π 取 #)","1","pep-primary-p6-upper-038","manual S18 review"
"gap-cluster-437","P6","upper","百分数应用","multiple-choice","percent | percent-part-whole | percent-change | sector-chart","六(#)班有 # 人,某天出勤 # 人,这天六(#)班的出勤率是多少?","1","pep-primary-p6-upper-039","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-438","P6","upper","位置与方向","fill-in","coordinate-position | direction-angle-distance | route-map | spatial-description","以广场为观测点,学校在广场北偏西 #° 方向 # 米处。那么广场在学校的什么方向?","1","pep-primary-p6-upper-040","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-439","P6","upper","期末综合","multiple-choice","p6-upper-integrated-review | fraction-multiplication-division | circle-geometry | percent","学校图书馆新购一批图书,其中科普书占#,故事书占#,其余是绘本。已知绘本有#本,这批图书共有多少本?","1","pep-primary-p6-upper-041","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-440","P6","upper","拓展应用","fill-in","p6-upper-problem-solving | fraction-ratio-application | percent-application | circle-application","小明用一根绳子测量一棵树的树干周长,绕了#圈后还多出#米,绕#圈则差#米。这棵树的树干周长是多少米?","1","pep-primary-p6-upper-042","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-441","P6","upper","分数乘法","multiple-choice","fraction-multiplication-division | fraction-operation-model | ratio-introduction | unit-rate","一袋面粉重#千克,先用去它的#/#,再用去剩下的#/#,最后还剩多少千克?","1","pep-primary-p6-upper-043","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-442","P6","upper","圆的周长","fill-in","circle-geometry | circumference | circle-area | composite-circle-figure","一个圆形花坛的周长是#米,在花坛周围铺一条宽#米的小路。小路的面积是多少平方米?(π取#)","1","pep-primary-p6-upper-044","manual S18 review"
"gap-cluster-443","P6","upper","百分数应用","multiple-choice","percent | percent-part-whole | percent-change | sector-chart","某商场进行促销活动,所有商品打八折销售。王阿姨买了一件原价#元的上衣和一双原价#元的鞋子,她实际付了多少元?","1","pep-primary-p6-upper-045","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-444","P6","upper","位置与方向","fill-in","coordinate-position | direction-angle-distance | route-map | spatial-description","以学校为观测点,书店在学校北偏东#°方向,距离学校#米;电影院在学校南偏西#°方向,距离学校#米。书店和电影院之间的距离大约是多少米?(提示:画出平面图,连接书店和电影院,测量或计算)","1","pep-primary-p6-upper-046","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-445","P6","upper","期末综合","multiple-choice","p6-upper-integrated-review | fraction-multiplication-division | circle-geometry | percent","一个圆形喷水池的直径是#米,在它的周围修一条宽#米的环形小路。这条小路的面积是多少平方米?(π取#)","1","pep-primary-p6-upper-047","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-446","P6","upper","拓展应用","fill-in","p6-upper-problem-solving | fraction-ratio-application | percent-application | circle-application","一项工程,甲队单独做需要#天完成,乙队单独做需要#天完成。现在甲队先单独做#天,然后乙队加入一起做,还需要多少天才能完成?","1","pep-primary-p6-upper-048","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-447","P6","upper","分数乘法","multiple-choice","fraction-multiplication-division | fraction-operation-model | ratio-introduction | unit-rate","一根绳子,第一次剪去全长的#/#,第二次剪去余下的#/#,最后还剩#米。这根绳子原来长多少米?","1","pep-primary-p6-upper-049","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-448","P6","upper","圆的周长","multiple-choice","circle-geometry | circumference | circle-area | composite-circle-figure","一个圆的半径扩大到原来的#倍,它的周长扩大到原来的几倍?面积扩大到原来的几倍?","1","pep-primary-p6-upper-050","manual S18 review"
