"id","batch","grade","semester","topicId","topicTitleZhHans","volume","chapter","conceptIds","competencyTags","skillTags","misconceptionTags","difficulty","type","evidenceCardIds","assessmentPatternCardIds","sourceDistanceStatus","mathQaStatus","terminologyQaStatus","manualQaStatus","reviewNotes"
"bnu-high-ds-v1-s4-001","bnu-high-v1","S4","upper","bnu-high-s4-预备知识","预备知识","必修 第一册","预备知识","sets | number-sets | inequality-properties | quadratic-equations | basic-inequality | logic-conditions","数学抽象 | 逻辑推理 | 数学运算 | 数学语言","集合语言 | 不等式性质 | 方程转化 | 条件判断 | 函数性质综合 | 定义域检查 | 指数对数转化 | 图像判断","set notation misread | interval endpoint error | inequality direction error | condition direction reversed | set relation confused | inequality direction reversed | condition direction unsupported | domain omitted in property check","Core","multiple-choice","bnu-high-s4-upper-preparatory-knowledge","bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-033","bnu-high-v1","S4","upper","bnu-high-s4-预备知识","预备知识","必修 第一册","预备知识","sets | number-sets | inequality-properties | quadratic-equations | basic-inequality | logic-conditions","数学抽象 | 逻辑推理 | 数学运算 | 数学语言","集合语言 | 不等式性质 | 方程转化 | 条件判断 | 函数性质综合 | 定义域检查 | 指数对数转化 | 图像判断","set notation misread | interval endpoint error | inequality direction error | condition direction reversed | set relation confused | inequality direction reversed | condition direction unsupported | domain omitted in property check","Core","fill-in","bnu-high-s4-upper-preparatory-knowledge","bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-034","bnu-high-v1","S4","upper","bnu-high-s4-预备知识","预备知识","必修 第一册","预备知识","sets | number-sets | inequality-properties | quadratic-equations | basic-inequality | logic-conditions","数学抽象 | 逻辑推理 | 数学运算 | 数学语言","集合语言 | 不等式性质 | 方程转化 | 条件判断 | 函数性质综合 | 定义域检查 | 指数对数转化 | 图像判断","set notation misread | interval endpoint error | inequality direction error | condition direction reversed | set relation confused | inequality direction reversed | condition direction unsupported | domain omitted in property check","Foundation","multiple-choice","bnu-high-s4-upper-preparatory-knowledge","bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-035","bnu-high-v1","S4","upper","bnu-high-s4-预备知识","预备知识","必修 第一册","预备知识","sets | number-sets | inequality-properties | quadratic-equations | basic-inequality | logic-conditions","数学抽象 | 逻辑推理 | 数学运算 | 数学语言","集合语言 | 不等式性质 | 方程转化 | 条件判断 | 函数性质综合 | 定义域检查 | 指数对数转化 | 图像判断","set notation misread | interval endpoint error | inequality direction error | condition direction reversed | set relation confused | inequality direction reversed | condition direction unsupported | domain omitted in property check","Exam","short-answer","bnu-high-s4-upper-preparatory-knowledge","bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-036","bnu-high-v1","S4","upper","bnu-high-s4-预备知识","预备知识","必修 第一册","预备知识","sets | number-sets | inequality-properties | quadratic-equations | basic-inequality | logic-conditions","数学抽象 | 逻辑推理 | 数学运算 | 数学语言","集合语言 | 不等式性质 | 方程转化 | 条件判断 | 函数性质综合 | 定义域检查 | 指数对数转化 | 图像判断","set notation misread | interval endpoint error | inequality direction error | condition direction reversed | set relation confused | inequality direction reversed | condition direction unsupported | domain omitted in property check","Challenge","fill-in","bnu-high-s4-upper-preparatory-knowledge","bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-037","bnu-high-v1","S4","upper","bnu-high-s4-函数","函数","必修 第一册","函数","function-definition | domain-range | function-representations | monotonicity | parity | piecewise-functions","数学抽象 | 直观想象 | 逻辑推理 | 数学表达","函数定义 | 定义域值域 | 单调性 | 奇偶性 | 分段函数 | 函数性质综合 | 定义域检查 | 指数对数转化","domain omitted | range and value confused | increasing interval confused with positive value | parity checked outside domain | monotonicity inferred from sign only | parity checked outside the domain | domain omitted in property check | exponential and logarithmic monotonicity mixed","Core","multiple-choice","bnu-high-s4-upper-functions","bnu-high-s4-upper-functions-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-exponential-unit-pattern","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-038","bnu-high-v1","S4","upper","bnu-high-s4-函数","函数","必修 第一册","函数","function-definition | domain-range | function-representations | monotonicity | parity | piecewise-functions","数学抽象 | 直观想象 | 逻辑推理 | 数学表达","函数定义 | 定义域值域 | 单调性 | 奇偶性 | 分段函数 | 函数性质综合 | 定义域检查 | 指数对数转化","domain omitted | range and value confused | increasing interval confused with positive value | parity checked outside domain | monotonicity inferred from sign only | parity checked outside the domain | domain omitted in property check | exponential and logarithmic monotonicity mixed","Foundation","short-answer","bnu-high-s4-upper-functions","bnu-high-s4-upper-functions-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-exponential-unit-pattern","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-039","bnu-high-v1","S4","upper","bnu-high-s4-函数","函数","必修 第一册","函数","function-definition | domain-range | function-representations | monotonicity | parity | piecewise-functions","数学抽象 | 直观想象 | 逻辑推理 | 数学表达","函数定义 | 定义域值域 | 单调性 | 奇偶性 | 分段函数 | 函数性质综合 | 定义域检查 | 指数对数转化","domain omitted | range and value confused | increasing interval confused with positive value | parity checked outside domain | monotonicity inferred from sign only | parity checked outside the domain | domain omitted in property check | exponential and logarithmic monotonicity mixed","Exam","fill-in","bnu-high-s4-upper-functions","bnu-high-s4-upper-functions-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-exponential-unit-pattern","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-040","bnu-high-v1","S4","upper","bnu-high-s4-函数","函数","必修 第一册","函数","function-definition | domain-range | function-representations | monotonicity | parity | piecewise-functions","数学抽象 | 直观想象 | 逻辑推理 | 数学表达","函数定义 | 定义域值域 | 单调性 | 奇偶性 | 分段函数 | 函数性质综合 | 定义域检查 | 指数对数转化","domain omitted | range and value confused | increasing interval confused with positive value | parity checked outside domain | monotonicity inferred from sign only | parity checked outside the domain | domain omitted in property check | exponential and logarithmic monotonicity mixed","Challenge","multiple-choice","bnu-high-s4-upper-functions","bnu-high-s4-upper-functions-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-exponential-unit-pattern","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-041","bnu-high-v1","S4","upper","bnu-high-s4-函数","函数","必修 第一册","函数","function-definition | domain-range | function-representations | monotonicity | parity | piecewise-functions","数学抽象 | 直观想象 | 逻辑推理 | 数学表达","函数定义 | 定义域值域 | 单调性 | 奇偶性 | 分段函数 | 函数性质综合 | 定义域检查 | 指数对数转化","domain omitted | range and value confused | increasing interval confused with positive value | parity checked outside domain | monotonicity inferred from sign only | parity checked outside the domain | domain omitted in property check | exponential and logarithmic monotonicity mixed","Core","short-answer","bnu-high-s4-upper-functions","bnu-high-s4-upper-functions-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-exponential-unit-pattern","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-042","bnu-high-v1","S4","upper","bnu-high-s4-函数","函数","必修 第一册","函数","function-definition | domain-range | function-representations | monotonicity | parity | piecewise-functions","数学抽象 | 直观想象 | 逻辑推理 | 数学表达","函数定义 | 定义域值域 | 单调性 | 奇偶性 | 分段函数 | 函数性质综合 | 定义域检查 | 指数对数转化","domain omitted | range and value confused | increasing interval confused with positive value | parity checked outside domain | monotonicity inferred from sign only | parity checked outside the domain | domain omitted in property check | exponential and logarithmic monotonicity mixed","Foundation","fill-in","bnu-high-s4-upper-functions","bnu-high-s4-upper-functions-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-exponential-unit-pattern","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s4-043","bnu-high-v1","S4","upper","bnu-high-s4-函数","函数","必修 第一册","函数","function-definition | domain-range | function-representations | monotonicity | parity | piecewise-functions","数学抽象 | 直观想象 | 逻辑推理 | 数学表达","函数定义 | 定义域值域 | 单调性 | 奇偶性 | 分段函数 | 函数性质综合 | 定义域检查 | 指数对数转化","domain omitted | range and value confused | increasing interval confused with positive value | parity checked outside domain | monotonicity inferred from sign only | parity checked outside the domain | domain omitted in property check | exponential and logarithmic monotonicity mixed","Exam","multiple-choice","bnu-high-s4-upper-functions","bnu-high-s4-upper-functions-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-exponential-unit-pattern","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
