"id","batch","grade","chapter","type","difficulty","severity","issueCodes","issueDetailsZhHans","independentAnswerZhHans","answer","acceptedAnswers","answerCheckZhHans","recommendedActionZhHans","confidence","promptZhHans"
"hjb-high-ds-v4-s4-346","hjb-v4-remediated","S4","三角函数","multiple-choice","Challenge","P1","wrong-answer","解析中x=π(3-9)/12+kπ=-π/2+kπ，在[0,2π]内k=1,2对应x=π/2,3π/2，共2次，答案2正确，但解析中x=π(3-9)/12+kπ表述有误，应为x=π(3-9)/12+kπ=-π/2+kπ，需修正。","2","2","2","标准答案为2，acceptedAnswers包含2，但解析推导过程有误，需修正。","修正解析，明确推导过程。","medium","V4修复变式0346：选择：函数 y=9sin(2x+9π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-349","hjb-v4-remediated","S4","三角函数","multiple-choice","Challenge","P1","wrong-answer","解析中x=π(3-13)/12+kπ=-5π/6+kπ，在[0,2π]内k=1,2对应x=π/6,7π/6，共2次，答案2正确，但解析中x=π(3-13)/12+kπ表述有误，应为x=π(3-13)/12+kπ=-5π/6+kπ，需修正。","2","2","2","标准答案为2，acceptedAnswers包含2，但解析推导过程有误，需修正。","修正解析，明确推导过程。","medium","V4修复变式0349：选择：函数 y=8sin(2x+13π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-352","hjb-v4-remediated","S4","三角函数","multiple-choice","Challenge","P1","wrong-answer","解析中x=π(3-7)/12+kπ=-π/3+kπ，在[0,2π]内k=1,2对应x=2π/3,5π/3，共2次，答案2正确，但解析中x=π(3-7)/12+kπ表述有误，应为x=π(3-7)/12+kπ=-π/3+kπ，需修正。","2","2","2","标准答案为2，acceptedAnswers包含2，但解析推导过程有误，需修正。","修正解析，明确推导过程。","medium","V4修复变式0352：选择：函数 y=9sin(2x+7π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-355","hjb-v4-remediated","S4","三角函数","multiple-choice","Challenge","P1","wrong-answer","解析中x=π(3-2)/12+kπ=π/12+kπ，在[0,2π]内k=0,1对应x=π/12,13π/12，共2次，答案2正确，但解析中x=π(3-2)/12+kπ表述有误，应为x=π(3-2)/12+kπ=π/12+kπ，需修正。","2","2","2","标准答案为2，acceptedAnswers包含2，但解析推导过程有误，需修正。","修正解析，明确推导过程。","medium","V4修复变式0355：选择：函数 y=8sin(2x+2π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-358","hjb-v4-remediated","S4","三角函数","multiple-choice","Challenge","P1","wrong-answer","解析中x=π(3-7)/12+kπ=-π/3+kπ，在[0,2π]内k=1,2对应x=2π/3,5π/3，共2次，答案2正确，但解析中x=π(3-7)/12+kπ表述有误，应为x=π(3-7)/12+kπ=-π/3+kπ，需修正。","2","2","2","标准答案为2，acceptedAnswers包含2，但解析推导过程有误，需修正。","修正解析，明确推导过程。","medium","V4修复变式0358：选择：函数 y=3sin(2x+7π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-361","hjb-v4-remediated","S4","三角函数","multiple-choice","Challenge","P1","wrong-answer","题目可解，但标准答案错误。函数 y=12sin(2x+10π/6) 在 [0,2π] 内取得最大值的次数应为 4，而非 2。解析中 x=π(3-10)/12+kπ 化简为 x=-7π/12+kπ，k 取 1,2,3,4 时 x 在区间内，共 4 个。","4","2","2","标准答案为 2，但实际应为 4。","修正答案和解析，或检查题目参数。","high","V4修复变式0361：选择：函数 y=12sin(2x+10π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-364","hjb-v4-remediated","S4","三角函数","multiple-choice","Challenge","P1","wrong-answer","题目可解，但标准答案错误。函数 y=4sin(2x+7π/6) 在 [0,2π] 内取得最大值的次数应为 4，而非 2。解析中 x=π(3-7)/12+kπ 化简为 x=-π/3+kπ，k 取 1,2,3,4 时 x 在区间内，共 4 个。","4","2","2","标准答案为 2，但实际应为 4。","修正答案和解析，或检查题目参数。","high","V4修复变式0364：选择：函数 y=4sin(2x+7π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-367","hjb-v4-remediated","S4","三角函数","multiple-choice","Challenge","P1","wrong-answer","题目可解，但标准答案错误。函数 y=7sin(2x+8π/6) 在 [0,2π] 内取得最大值的次数应为 4，而非 2。解析中 x=π(3-8)/12+kπ 化简为 x=-5π/12+kπ，k 取 1,2,3,4 时 x 在区间内，共 4 个。","4","2","2","标准答案为 2，但实际应为 4。","修正答案和解析，或检查题目参数。","high","V4修复变式0367：选择：函数 y=7sin(2x+8π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-370","hjb-v4-remediated","S4","三角函数","multiple-choice","Challenge","P1","wrong-answer","题目可解，但标准答案错误。函数 y=5sin(2x+12π/6) 在 [0,2π] 内取得最大值的次数应为 4，而非 2。解析中 x=π(3-12)/12+kπ 化简为 x=-3π/4+kπ，k 取 1,2,3,4 时 x 在区间内，共 4 个。","4","2","2","标准答案为 2，但实际应为 4。","修正答案和解析，或检查题目参数。","high","V4修复变式0370：选择：函数 y=5sin(2x+12π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-373","hjb-v4-remediated","S4","三角函数","multiple-choice","Challenge","P1","wrong-answer","题目可解，但标准答案错误。函数 y=5sin(2x+6π/6) 在 [0,2π] 内取得最大值的次数应为 4，而非 2。解析中 x=π(3-6)/12+kπ 化简为 x=-π/4+kπ，k 取 1,2,3,4 时 x 在区间内，共 4 个。","4","2","2","标准答案为 2，但实际应为 4。","修正答案和解析，或检查题目参数。","high","V4修复变式0373：选择：函数 y=5sin(2x+6π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s4-376","hjb-v4-remediated","S4","三角函数","multiple-choice","Challenge","P1","wrong-answer","题目可解，但标准答案错误。函数 y=9sin(2x+9π/6) 在 [0,2π] 内取得最大值的次数应为 4，而非 2。解析中 x=π(3-9)/12+kπ 化简为 x=-π/2+kπ，k 取 1,2,3,4 时 x 在区间内，共 4 个。","4","2","2","标准答案为 2，但实际应为 4。","修正答案和解析，或检查题目参数。","high","V4修复变式0376：选择：函数 y=9sin(2x+9π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v4-s5-127","hjb-v4-remediated","S5","概率初步","multiple-choice","Foundation","P1","wrong-answer","总球数为7+17=24，红球7个，概率应为7/24。但选项中有7/24，而标准答案也是7/24，但acceptedAnswers只有7/24，解析也正确。实际上题目可解，答案匹配。但之前QA标记为missing recommendedActionZhHans，此处重新检查：题目本身没有问题，答案正确。但之前可能误判。重新计算：7红17蓝，总24，概率7/24。选项C是7/25，D是7/24。所以正确答案是7/24。标准答案7/24，acceptedAnswers包含7/24，解析正确。因此应pass。但之前QA可能因格式问题标记needs-review，现修正为pass。","7/24","7/24","7/24","标准答案为7/24，acceptedAnswers包含7/24，正确。解析正确。","无需修改，题目正确。","high","V4修复变式0627：选择：袋中有 7 个红球和 17 个蓝球，随机取出 1 个，取到红球的概率是多少？"
