"questionId","grade","volume","chapter","type","difficulty","solverRule","independentAnswer","answer","acceptedAnswers","qaStatus","severity","issueCodes","issueDetails","recommendedAction"
"hjb-high-ds-v3-s4-154","S4","必修 第一册","幂函数、指数函数与对数函数","multiple-choice","Challenge","v3-exponential-linked-value","16","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-155","S4","必修 第一册","幂函数、指数函数与对数函数","fill-in","Foundation","v3-exponential-linked-value","25","25","25","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-156","S4","必修 第一册","幂函数、指数函数与对数函数","short-answer","Exam","v3-exponential-linked-value","64","64","64","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-157","S4","必修 第一册","幂函数、指数函数与对数函数","multiple-choice","Core","v3-exponential-linked-value","25","25","25","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-158","S4","必修 第一册","幂函数、指数函数与对数函数","fill-in","Challenge","v3-exponential-linked-value","4","4","4","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-159","S4","必修 第一册","幂函数、指数函数与对数函数","short-answer","Foundation","v3-exponential-linked-value","36","36","36","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-160","S4","必修 第一册","幂函数、指数函数与对数函数","multiple-choice","Exam","v3-exponential-linked-value","36","36","36","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-161","S4","必修 第一册","幂函数、指数函数与对数函数","fill-in","Core","v3-exponential-linked-value","64","64","64","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-162","S4","必修 第一册","幂函数、指数函数与对数函数","short-answer","Challenge","v3-exponential-linked-value","9","9","9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-163","S4","必修 第一册","幂函数、指数函数与对数函数","multiple-choice","Foundation","v3-exponential-linked-value","49","49","49","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-164","S4","必修 第一册","幂函数、指数函数与对数函数","fill-in","Exam","v3-exponential-linked-value","36","36","36","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-165","S4","必修 第一册","幂函数、指数函数与对数函数","short-answer","Core","v3-exponential-linked-value","9","9","9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-166","S4","必修 第一册","幂函数、指数函数与对数函数","multiple-choice","Challenge","v3-exponential-linked-value","16","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-167","S4","必修 第一册","幂函数、指数函数与对数函数","fill-in","Foundation","v3-exponential-linked-value","64","64","64","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-168","S4","必修 第一册","幂函数、指数函数与对数函数","short-answer","Exam","v3-exponential-linked-value","4","4","4","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-169","S4","必修 第一册","幂函数、指数函数与对数函数","multiple-choice","Core","v3-exponential-linked-value","49","49","49","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-170","S4","必修 第一册","幂函数、指数函数与对数函数","fill-in","Challenge","v3-exponential-linked-value","49","49","49","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-171","S4","必修 第一册","幂函数、指数函数与对数函数","short-answer","Foundation","v3-exponential-linked-value","16","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-172","S4","必修 第一册","幂函数、指数函数与对数函数","multiple-choice","Exam","v3-exponential-linked-value","25","25","25","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-173","S4","必修 第一册","幂函数、指数函数与对数函数","fill-in","Core","v3-exponential-linked-value","4","4","4","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-174","S4","必修 第一册","幂函数、指数函数与对数函数","short-answer","Challenge","v3-exponential-linked-value","4","4","4","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-175","S4","必修 第一册","幂函数、指数函数与对数函数","multiple-choice","Foundation","v3-exponential-linked-value","36","36","36","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-176","S4","必修 第一册","幂函数、指数函数与对数函数","fill-in","Exam","v3-exponential-linked-value","49","49","49","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-177","S4","必修 第一册","幂函数、指数函数与对数函数","short-answer","Core","v3-exponential-linked-value","4","4","4","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-178","S4","必修 第一册","幂函数、指数函数与对数函数","multiple-choice","Challenge","v3-exponential-linked-value","16","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-179","S4","必修 第一册","幂函数、指数函数与对数函数","fill-in","Foundation","v3-exponential-linked-value","25","25","25","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-180","S4","必修 第一册","幂函数、指数函数与对数函数","short-answer","Exam","v3-exponential-linked-value","49","49","49","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-181","S4","必修 第一册","幂函数、指数函数与对数函数","multiple-choice","Core","v3-exponential-linked-value","49","49","49","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-182","S4","必修 第一册","幂函数、指数函数与对数函数","fill-in","Challenge","v3-exponential-linked-value","64","64","64","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-183","S4","必修 第一册","幂函数、指数函数与对数函数","short-answer","Foundation","v3-exponential-linked-value","4","4","4","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-184","S4","必修 第一册","幂函数、指数函数与对数函数","multiple-choice","Exam","v3-exponential-linked-value","49","49","49","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-185","S4","必修 第一册","幂函数、指数函数与对数函数","fill-in","Core","v3-exponential-linked-value","25","25","25","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-186","S4","必修 第一册","幂函数、指数函数与对数函数","short-answer","Challenge","v3-exponential-linked-value","16","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-187","S4","必修 第一册","幂函数、指数函数与对数函数","multiple-choice","Foundation","v3-exponential-linked-value","36","36","36","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-188","S4","必修 第一册","幂函数、指数函数与对数函数","fill-in","Exam","v3-exponential-linked-value","16","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-189","S4","必修 第一册","幂函数、指数函数与对数函数","short-answer","Core","v3-exponential-linked-value","25","25","25","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-190","S4","必修 第一册","幂函数、指数函数与对数函数","multiple-choice","Challenge","v3-exponential-linked-value","49","49","49","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-191","S4","必修 第一册","幂函数、指数函数与对数函数","fill-in","Foundation","v3-exponential-linked-value","16","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-192","S4","必修 第一册","幂函数、指数函数与对数函数","short-answer","Exam","v3-exponential-linked-value","64","64","64","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-193","S4","必修 第一册","幂函数、指数函数与对数函数","multiple-choice","Core","v3-exponential-linked-value","4","4","4","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-194","S4","必修 第一册","幂函数、指数函数与对数函数","fill-in","Challenge","v3-exponential-linked-value","64","64","64","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-195","S4","必修 第一册","幂函数、指数函数与对数函数","short-answer","Foundation","v3-exponential-linked-value","9","9","9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-196","S4","必修 第一册","幂函数、指数函数与对数函数","multiple-choice","Exam","v3-exponential-linked-value","49","49","49","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-197","S4","必修 第一册","幂函数、指数函数与对数函数","fill-in","Core","v3-exponential-linked-value","64","64","64","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-198","S4","必修 第一册","幂函数、指数函数与对数函数","short-answer","Challenge","v3-exponential-linked-value","9","9","9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-199","S4","必修 第一册","幂函数、指数函数与对数函数","multiple-choice","Foundation","v3-exponential-linked-value","36","36","36","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-200","S4","必修 第一册","幂函数、指数函数与对数函数","fill-in","Exam","v3-exponential-linked-value","49","49","49","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s4-201","S4","必修 第一册","函数的概念、性质及应用","short-answer","Core","v3-linear-function-difference","48","48","48","pass","none","","","Include in S18 pass-sample review before app integration."
