candidateIndex,id,grade,semester,volume,unitTitle,topicId,questionType,difficulty,illustrationType,priority,promptZhHans,answer,generationBriefZhHans,copyrightSafetyZhHans,sourceAuditNeed,reviewStatus
42,hjb-junior-ds-v2-s1-243,S1,upper,七年级上册,图形的运动,hjb-junior-s1-upper-figure-transformations,short-answer,Foundation,coordinate-grid,P1,"在平面直角坐标系中，三角形ABC的顶点坐标分别为A(0,0)，B(3,0)，C(1,2)。将三角形ABC沿x轴方向向右平移2个单位，再沿y轴方向向上平移1个单位，得到三角形A'B'C'。写出点C'的坐标。","(3,3)",为沪教版初中数学题 hjb-junior-ds-v2-s1-243 绘制原创题目插图，单元「图形的运动」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
43,hjb-junior-ds-v2-s1-244,S1,upper,七年级上册,图形的运动,hjb-junior-s1-upper-figure-transformations,multiple-choice,Core,coordinate-grid,P1,"在平面直角坐标系中，点P的坐标为(-3,2)。将点P绕原点顺时针旋转90°，得到点Q。点Q关于y轴的对称点为点R。点R的坐标是（ ）。","(-2,3)",为沪教版初中数学题 hjb-junior-ds-v2-s1-244 绘制原创题目插图，单元「图形的运动」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
44,hjb-junior-ds-v2-s1-245,S1,upper,七年级上册,图形的运动,hjb-junior-s1-upper-figure-transformations,fill-in,Foundation,coordinate-grid,P1,"在平面直角坐标系中，点M的坐标为(5,-1)。点M关于直线y=x的对称点N的坐标是______。","(-1,5)",为沪教版初中数学题 hjb-junior-ds-v2-s1-245 绘制原创题目插图，单元「图形的运动」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
45,hjb-junior-ds-v2-s1-246,S1,upper,七年级上册,图形的运动,hjb-junior-s1-upper-figure-transformations,short-answer,Core,coordinate-grid,P1,"在平面直角坐标系中，三角形ABC的顶点坐标分别为A(2,3)，B(4,5)，C(3,1)。将三角形ABC先向右平移3个单位，再向下平移2个单位，得到三角形A'B'C'。请写出点A'的坐标，并说明平移前后三角形的形状和大小是否发生变化。","A'(5,1)，形状和大小不变",为沪教版初中数学题 hjb-junior-ds-v2-s1-246 绘制原创题目插图，单元「图形的运动」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
46,hjb-junior-ds-v2-s1-248,S1,upper,七年级上册,图形的运动,hjb-junior-s1-upper-figure-transformations,fill-in,Core,geometry-diagram,P1,一个正方形绕其中心旋转90°后，与自身重合。这个旋转的旋转角是______度。,90,为沪教版初中数学题 hjb-junior-ds-v2-s1-248 绘制原创题目插图，单元「图形的运动」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
47,hjb-junior-ds-v2-s1-249,S1,upper,七年级上册,图形的运动,hjb-junior-s1-upper-figure-transformations,short-answer,Foundation,coordinate-grid,P1,"在平面直角坐标系中，点P(3,4)关于x轴对称的点P'的坐标是什么？","(3,-4)",为沪教版初中数学题 hjb-junior-ds-v2-s1-249 绘制原创题目插图，单元「图形的运动」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
48,hjb-junior-ds-v2-s1-250,S1,upper,七年级上册,图形的运动,hjb-junior-s1-upper-figure-transformations,multiple-choice,Core,geometry-diagram,P1,"将点A(-2,3)绕原点顺时针旋转90°，得到的点A'的坐标是（ ）。","(3,2)",为沪教版初中数学题 hjb-junior-ds-v2-s1-250 绘制原创题目插图，单元「图形的运动」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
49,hjb-junior-ds-v2-s1-251,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,fill-in,Foundation,number-line,P1,解不等式 2x - 5 < 3x + 1，并将解集在数轴上表示出来。,x > -6,为沪教版初中数学题 hjb-junior-ds-v2-s1-251 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
50,hjb-junior-ds-v2-s1-253,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,multiple-choice,Foundation,number-line,P1,不等式 -3x + 6 ≥ 0 的解集在数轴上表示正确的是（ ）,C. 数轴上从 2 向左的实心射线,为沪教版初中数学题 hjb-junior-ds-v2-s1-253 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
51,hjb-junior-ds-v2-s1-255,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,short-answer,Foundation,number-line,P1,解不等式 5x - 2 ≤ 3(x + 2)，并写出它的所有正整数解。,"x ≤ 4，正整数解为 1, 2, 3, 4",为沪教版初中数学题 hjb-junior-ds-v2-s1-255 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
52,hjb-junior-ds-v2-s1-256,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,multiple-choice,Core,number-line,P1,解不等式 2(x - 3) + 5 > 3x - 4，并把解集在数轴上表示出来。下列数轴表示正确的是（ ）,A. 数轴上表示 x < 3，在 3 处画空心圆圈，向左画阴影,为沪教版初中数学题 hjb-junior-ds-v2-s1-256 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
53,hjb-junior-ds-v2-s1-261,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,short-answer,Foundation,number-line,P1,解不等式：5x - 3 > 2x + 9，并把解集在数轴上表示出来。,x > 4,为沪教版初中数学题 hjb-junior-ds-v2-s1-261 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
54,hjb-junior-ds-v2-s1-265,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,multiple-choice,Foundation,number-line,P1,在数轴上表示不等式 x - 2 < 3x + 4 的解集，正确的是（ ）,数轴上从-3向右画线，-3处空心圆圈,为沪教版初中数学题 hjb-junior-ds-v2-s1-265 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
55,hjb-junior-ds-v2-s1-267,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,short-answer,Foundation,number-line,P1,解不等式：2(x-1)-3(2x+1) ≥ -7，并将解集在数轴上表示出来。,x ≤ 1/2,为沪教版初中数学题 hjb-junior-ds-v2-s1-267 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
56,hjb-junior-ds-v2-s1-268,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,multiple-choice,Core,number-line,P1,已知关于x的不等式3x - a ≤ 0的正整数解只有1和2，则a的取值范围是（ ）,6 ≤ a < 9,为沪教版初中数学题 hjb-junior-ds-v2-s1-268 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
57,hjb-junior-ds-v2-s1-271,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,multiple-choice,Foundation,number-line,P1,解不等式 3 - 2x > 7，并把它的解集在数轴上表示出来。以下哪个选项正确地表示了该不等式的解集？,x < -2,为沪教版初中数学题 hjb-junior-ds-v2-s1-271 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
58,hjb-junior-ds-v2-s1-275,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,fill-in,Foundation,number-line,P1,不等式 3(x - 1) ≥ 5x + 7 的最大整数解是______。,-6,为沪教版初中数学题 hjb-junior-ds-v2-s1-275 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
59,hjb-junior-ds-v2-s1-277,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,multiple-choice,Foundation,number-line,P1,解不等式3-2x>7，并把解集在数轴上表示出来。下列数轴表示正确的是（ ）,A. 数轴上从-2向左画线，-2处为空心圆圈,为沪教版初中数学题 hjb-junior-ds-v2-s1-277 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
60,hjb-junior-ds-v2-s1-278,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,fill-in,Core,number-line,P1,不等式2x-1≤3的正整数解是______。,1，2,为沪教版初中数学题 hjb-junior-ds-v2-s1-278 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
