questionId,status,qaStatus,reviewNotes,batchPhase,illustrationType,grade,volume,unitTitle,imagePath,promptZhHans,generationBriefZhHans,copyrightSafetyZhHans
hjb-junior-ds-v2-s1-475,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-475.png,已知线段AB的垂直平分线MN交AB于点O，点P在MN上，且PA=5，则PB=______。,为沪教版初中数学题 hjb-junior-ds-v2-s1-475 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s1-476,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-476.png,在△ABC中，AB=AC，∠A=40°，边AC的垂直平分线交AB于点D，连接CD。求∠BCD的度数。,为沪教版初中数学题 hjb-junior-ds-v2-s1-476 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s1-478,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-478.png,在△ABC中，AB=AC，∠A=80°，点D在边BC上，且AD=BD。求∠DAC的度数。,为沪教版初中数学题 hjb-junior-ds-v2-s1-478 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s1-480,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-480.png,在△ABC中，AB=AC，∠A=36°，点D在边AC上，且BD=BC。求∠DBC的度数。,为沪教版初中数学题 hjb-junior-ds-v2-s1-480 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s1-481,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-481.png,在△ABC中，AB = AC，点D在边BC上，且AD = BD。若∠BAD = 50°，求∠DAC的度数。,为沪教版初中数学题 hjb-junior-ds-v2-s1-481 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s1-482,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-482.png,在三角形ABC中，AB = AC，点D在边BC上，且AD平分∠BAC。若∠B = 50°，则∠ADC的度数为（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s1-482 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s1-483,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-483.png,在△ABC中，AB=AC，点D在BC边上，且AD平分∠BAC。若∠B=50°，则∠ADC的度数为（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s1-483 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s1-484,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-484.png,在△ABC中，AB = AC，点D在边BC上，且AD平分∠BAC。下列条件中，能判定△ABD是等腰三角形的是（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s1-484 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s1-485,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-485.png,在△ABC中，AB=AC，点D在边BC上，且AD平分∠BAC。点E在边AB上，点F在边AC上，且DE=DF。下列条件中，能推出△BDE≌△CDF的是（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s1-485 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s1-486,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-486.png,在△ABC中，AB = AC，D是BC的中点，连接AD。若∠B = 50°，则∠BAD的度数为（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s1-486 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s1-487,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-487.png,在△ABC中，AB = AC，点D在BC上，且AD平分∠BAC。若∠B = 70°，则∠ADC的度数为（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s1-487 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s1-488,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-488.png,在△PQR中，PQ = PR，∠P = 80°，点S在边QR上，且PS = SQ。求∠SPR的度数。,为沪教版初中数学题 hjb-junior-ds-v2-s1-488 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s1-489,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-489.png,在△ABC中，AB=AC，∠A=100°。点D在边BC上，求∠DBC的度数。,为沪教版初中数学题 hjb-junior-ds-v2-s1-489 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s1-490,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-490.png,在△ABC中，AB = AC，∠A = 100°，点D在BC的延长线上，且AD = AC。则∠D的度数为（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s1-490 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s1-491,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-491.png,在△ABC中，AB=AC，∠B=70°，点D在边AC上，且BD平分∠ABC。求∠BDC的度数。,为沪教版初中数学题 hjb-junior-ds-v2-s1-491 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s1-492,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-492.png,在△ABC中，AB=AC，点D在边BC上，且AD⊥BC。若∠BAD=25°，求∠B的度数。,为沪教版初中数学题 hjb-junior-ds-v2-s1-492 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s1-493,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-493.png,在△ABC中，AB=AC，∠A=80°，点D在边AB上，且CD=CB。求∠ACD的度数。,为沪教版初中数学题 hjb-junior-ds-v2-s1-493 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s1-494,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-494.png,在△ABC中，AB=AC，∠A=80°。点D在边BC上，且AD=BD。求∠DAC的度数。,为沪教版初中数学题 hjb-junior-ds-v2-s1-494 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s1-495,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-495.png,在△ABC中，AB=AC，点D在边AC上，且AD=BD=BC。求∠A的度数。,为沪教版初中数学题 hjb-junior-ds-v2-s1-495 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s1-496,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-496.png,在△ABC中，AB = AC，D是BC的中点，连接AD。若∠B = 65°，求∠BAD的度数。,为沪教版初中数学题 hjb-junior-ds-v2-s1-496 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s1-497,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-497.png,在△ABC中，AB = AC，点D在边BC上，且AD平分∠BAC。已知∠B = 50°，求∠ADC的度数。,为沪教版初中数学题 hjb-junior-ds-v2-s1-497 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s1-498,queued,pending,,full,geometry-diagram,S1,七年级下册,等腰三角形,candidates/hjb-junior-ds-v2-s1-498.png,在△ABC中，AB=AC，∠A=40°，点D在边BC上，且AD平分∠BAC。点E在边AB上，点F在边AC上，且DE=DF。添加下列哪个条件后，仍无法判定△BDE≌△CDF？,为沪教版初中数学题 hjb-junior-ds-v2-s1-498 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
