questionId,grade,volume,unitTitle,questionType,difficulty,needTier,visualCategory,reason,promptZhHans,assetStatus
hjb-primary-ds-v1-p1-079,P1,一年级上册,10以内数的加减法,multiple-choice,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,小华有8块糖，送给妹妹一些后还剩5块，送给妹妹几块？正确的算式是哪一个？,not-generated
hjb-primary-ds-v1-p1-080,P1,一年级上册,20以内的数与不进位不退位加减,fill-in,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,1个十和6个一合起来是___。,not-generated
hjb-primary-ds-v1-p1-081,P1,一年级上册,20以内的数与不进位不退位加减,short-answer,Core,A_required,counting_manipulatives,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小乐有1捆小棒（10根）和6根零散小棒，他一共有多少根小棒？,not-generated
hjb-primary-ds-v1-p1-082,P1,一年级上册,20以内的数与不进位不退位加减,multiple-choice,Foundation,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个数表示1个十和4个一？,not-generated
hjb-primary-ds-v1-p1-083,P1,一年级上册,20以内的数与不进位不退位加减,fill-in,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,17里面有____个十和____个一。,not-generated
hjb-primary-ds-v1-p1-084,P1,一年级上册,20以内的数与不进位不退位加减,short-answer,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,在计数器上，十位拨1颗珠，个位拨5颗珠，这个数是多少？,not-generated
hjb-primary-ds-v1-p1-085,P1,一年级上册,20以内的数与不进位不退位加减,multiple-choice,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,小美有13块糖，送给弟弟3块，她还剩多少块？,not-generated
hjb-primary-ds-v1-p1-086,P1,一年级上册,20以内的数与不进位不退位加减,fill-in,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,17里面有（ ）个十和（ ）个一。,not-generated
hjb-primary-ds-v1-p1-087,P1,一年级上册,20以内的数与不进位不退位加减,short-answer,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,小明有13块糖，吃掉了2块，还剩多少块？,not-generated
hjb-primary-ds-v1-p1-088,P1,一年级上册,20以内的数与不进位不退位加减,multiple-choice,Foundation,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个数比15大，比18小？,not-generated
hjb-primary-ds-v1-p1-089,P1,一年级上册,20以内的数与不进位不退位加减,fill-in,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,一个十和6个一合起来是（ ）。,not-generated
hjb-primary-ds-v1-p1-090,P1,一年级上册,20以内的数与不进位不退位加减,short-answer,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,在计数器上，十位拨1颗珠子，个位拨4颗珠子，这个数是多少？,not-generated
hjb-primary-ds-v1-p1-091,P1,一年级上册,20以内的数与不进位不退位加减,multiple-choice,Core,B_strong_recommended,counting_manipulatives,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,小乐有13支铅笔，他又拿来5支，现在有多少支？,not-generated
hjb-primary-ds-v1-p1-092,P1,一年级上册,20以内的数与不进位不退位加减,fill-in,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,1个十和6个一合起来是（ ）。,not-generated
hjb-primary-ds-v1-p1-093,P1,一年级上册,20以内的数与不进位不退位加减,short-answer,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,在计数器上，十位上有1颗珠子，个位上有4颗珠子，这个数是多少？,not-generated
hjb-primary-ds-v1-p1-094,P1,一年级上册,20以内的数与不进位不退位加减,multiple-choice,Foundation,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个数表示1个十和7个一？,not-generated
hjb-primary-ds-v1-p1-095,P1,一年级上册,20以内的数与不进位不退位加减,fill-in,Core,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,18里面有（ ）个十和（ ）个一。,not-generated
hjb-primary-ds-v1-p1-096,P1,一年级上册,20以内的数与不进位不退位加减,short-answer,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,小乐有1个十和3个一，合起来是（    ）。,not-generated
hjb-primary-ds-v1-p1-097,P1,一年级上册,20以内的数与不进位不退位加减,multiple-choice,Core,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个数表示1个十和6个一？,not-generated
hjb-primary-ds-v1-p1-098,P1,一年级上册,20以内的数与不进位不退位加减,fill-in,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,在计数器上，十位有1颗珠子，个位有4颗珠子，这个数是（    ）。,not-generated
hjb-primary-ds-v1-p1-099,P1,一年级上册,一年级上册整理与复习,short-answer,Core,B_strong_recommended,solid_shapes_blocks,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,小美在整理数学知识时，把“长方体”和“正方体”归为一类，把“球”和“圆柱”归为另一类。她这样分的理由是什么？请用一句话写出来。,not-generated
hjb-primary-ds-v1-p1-100,P1,一年级上册,一年级上册整理与复习,multiple-choice,Foundation,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪种做法能帮助我们检查计算对不对？,not-generated
hjb-primary-ds-v1-p1-101,P1,一年级上册,一年级上册整理与复习,fill-in,Core,B_strong_recommended,solid_shapes_blocks,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,小乐在整理数学知识。他把学过的立体图形分成了两类：第一类有长方体、正方体；第二类有圆柱、球。他这样分的理由是什么？请填一填：第一类图形都有平平的（ ），第二类图形都有弯弯的（ ）。,not-generated
hjb-primary-ds-v1-p1-102,P1,一年级上册,一年级上册整理与复习,short-answer,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,小明说：“计算8+5时，我可以先算8+2=10，再算10+3=13。”请你用这样的方法，说一说计算7+6的过程。,not-generated
hjb-primary-ds-v1-p1-103,P1,一年级上册,一年级上册整理与复习,multiple-choice,Core,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪句话的说法是正确的？,not-generated
hjb-primary-ds-v1-p1-104,P1,一年级上册,一年级上册整理与复习,fill-in,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,在计算12-5时，小芳是这样想的：因为5+（ ）=12，所以12-5=（ ）。请你把括号里的数填出来。,not-generated
hjb-primary-ds-v1-p1-105,P1,一年级上册,一年级上册整理与复习,short-answer,Core,B_strong_recommended,solid_shapes_blocks,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,桌上有一些积木，其中长方体有4块，正方体比长方体多3块，圆柱比正方体少2块。圆柱有多少块？请写出算式和答案。,not-generated
hjb-primary-ds-v1-p1-106,P1,一年级上册,一年级上册整理与复习,multiple-choice,Foundation,A_required,counting_manipulatives,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪一项是“数一数，再比多少”的任务？,not-generated
hjb-primary-ds-v1-p1-107,P1,一年级上册,一年级上册整理与复习,fill-in,Core,B_strong_recommended,solid_shapes_blocks,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,小明说：“长方体有6个面，每个面都是长方形。”这句话对吗？如果不对，请写出正确的说法。,not-generated
hjb-primary-ds-v1-p1-108,P1,一年级上册,一年级上册整理与复习,short-answer,Foundation,B_strong_recommended,text_calculation_only,P1-P2 题目以具象数量、操作、分类、购物或生活场景为主；文字可作答，但插图能显著降低读题负担。,请你用“先……再……”说一说，检查 9 + 6 = 15 对不对，可以怎样做？,not-generated
