id,grade,topicId,topicTitleZhHans,volume,chapter,conceptIds,difficulty,type,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,evidenceCardIds,examPatternCardIds,sourceDistanceStatus,mathQaStatus,terminologyQaStatus,reviewNotes
hjb-high-ds-v4-s4-036,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Exam,short-answer,"V4修复变式0036：解答：设集合 A={1,2,3,...,100}，B 为 A 中能被 8 整除的数，C 为 A 中能被 9 整除的数。求只属于 B 和 C 中一个集合的元素个数。",,21,21,|B|=floor(100/8)=12，|C|=floor(100/9)=11，|B∩C|=floor(100/72)=1。只属于一个集合的元素个数为 |B|+|C|-2|B∩C|=21。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | set-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-037,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Core,multiple-choice,"V4修复变式0037：选择：设集合 A={1,2,3,...,42}，集合 B 为其中能被 9 整除的数。求集合 B 的元素个数。",4 | 5 | 3 | 6,4,4,B 中元素为不超过 42 的 9 的倍数，共 floor(42/9)=4 个。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-038,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Challenge,fill-in,"V4修复变式0038：填空：设集合 A={1,2,3,...,39}，B 为 A 中能被 4 整除的数，C 为 A 中能被 5 整除的数。求只属于 B 和 C 中一个集合的元素个数。",,14,14,|B|=floor(39/4)=9，|C|=floor(39/5)=7，|B∩C|=floor(39/20)=1。只属于一个集合的元素个数为 |B|+|C|-2|B∩C|=14。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | set-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-039,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Foundation,short-answer,"V4修复变式0039：解答：设集合 A={1,2,3,...,24}，集合 B 为其中能被 2 整除的数。求集合 B 的元素个数。",,12,12,B 中元素为不超过 24 的 2 的倍数，共 floor(24/2)=12 个。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-040,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Exam,multiple-choice,"V4修复变式0040：选择：设集合 A={1,2,3,...,118}，B 为 A 中能被 9 整除的数，C 为 A 中能被 10 整除的数。求只属于 B 和 C 中一个集合的元素个数。",21 | 24 | 22 | 23,22,22,|B|=floor(118/9)=13，|C|=floor(118/10)=11，|B∩C|=floor(118/90)=1。只属于一个集合的元素个数为 |B|+|C|-2|B∩C|=22。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | set-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-041,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Core,fill-in,"V4修复变式0041：填空：设集合 A={1,2,3,...,99}，集合 B 为其中能被 10 整除的数。求集合 B 的元素个数。",,9,9,B 中元素为不超过 99 的 10 的倍数，共 floor(99/10)=9 个。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-042,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Challenge,short-answer,"V4修复变式0042：解答：设集合 A={1,2,3,...,130}，B 为 A 中能被 12 整除的数，C 为 A 中能被 13 整除的数。求只属于 B 和 C 中一个集合的元素个数。",,20,20,|B|=floor(130/12)=10，|C|=floor(130/13)=10，|B∩C|=floor(130/156)=0。只属于一个集合的元素个数为 |B|+|C|-2|B∩C|=20。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | set-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-043,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Foundation,multiple-choice,"V4修复变式0043：选择：设集合 A={1,2,3,...,101}，集合 B 为其中能被 11 整除的数。求集合 B 的元素个数。",10 | 8 | 11 | 9,9,9,B 中元素为不超过 101 的 11 的倍数，共 floor(101/11)=9 个。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-044,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Exam,fill-in,"V4修复变式0044：填空：设集合 A={1,2,3,...,102}，B 为 A 中能被 8 整除的数，C 为 A 中能被 9 整除的数。求只属于 B 和 C 中一个集合的元素个数。",,21,21,|B|=floor(102/8)=12，|C|=floor(102/9)=11，|B∩C|=floor(102/72)=1。只属于一个集合的元素个数为 |B|+|C|-2|B∩C|=21。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | set-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-045,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Core,short-answer,"V4修复变式0045：解答：设集合 A={1,2,3,...,79}，集合 B 为其中能被 8 整除的数。求集合 B 的元素个数。",,9,9,B 中元素为不超过 79 的 8 的倍数，共 floor(79/8)=9 个。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-046,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Challenge,multiple-choice,"V4修复变式0046：选择：设集合 A={1,2,3,...,34}，B 为 A 中能被 3 整除的数，C 为 A 中能被 4 整除的数。求只属于 B 和 C 中一个集合的元素个数。",15 | 16 | 14 | 17,15,15,|B|=floor(34/3)=11，|C|=floor(34/4)=8，|B∩C|=floor(34/12)=2。只属于一个集合的元素个数为 |B|+|C|-2|B∩C|=15。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | set-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-047,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Foundation,fill-in,"V4修复变式0047：填空：设集合 A={1,2,3,...,40}，集合 B 为其中能被 11 整除的数。求集合 B 的元素个数。",,3,3,B 中元素为不超过 40 的 11 的倍数，共 floor(40/11)=3 个。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-048,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Exam,short-answer,"V4修复变式0048：解答：设集合 A={1,2,3,...,25}，B 为 A 中能被 8 整除的数，C 为 A 中能被 9 整除的数。求只属于 B 和 C 中一个集合的元素个数。",,5,5,|B|=floor(25/8)=3，|C|=floor(25/9)=2，|B∩C|=floor(25/72)=0。只属于一个集合的元素个数为 |B|+|C|-2|B∩C|=5。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | set-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-049,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Core,multiple-choice,"V4修复变式0049：选择：设集合 A={1,2,3,...,126}，集合 B 为其中能被 11 整除的数。求集合 B 的元素个数。",12 | 11 | 10 | 13,11,11,B 中元素为不超过 126 的 11 的倍数，共 floor(126/11)=11 个。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-050,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Challenge,fill-in,"V4修复变式0050：填空：设集合 A={1,2,3,...,116}，B 为 A 中能被 9 整除的数，C 为 A 中能被 10 整除的数。求只属于 B 和 C 中一个集合的元素个数。",,21,21,|B|=floor(116/9)=12，|C|=floor(116/10)=11，|B∩C|=floor(116/90)=1。只属于一个集合的元素个数为 |B|+|C|-2|B∩C|=21。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | set-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-051,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Foundation,short-answer,V4修复变式0051：解答：解不等式 x+4>8，并写出解集右端常数的值。,,4,4,两边同时减去 4，得 x>8-4=4，所以解集右端常数为 4。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration. S18 DeepSeek V4 Pro remediation 2026-05-27: prompt-clarification.
hjb-high-ds-v4-s4-052,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Exam,multiple-choice,V4修复变式0052：选择：求不等式组 x+6>13，x≤12 的整数解个数。,6 | 4 | 7 | 5,5,5,由 x+6>13 得 x>7。又 x≤12，整数 x 为 8 到 12，共有 12-7=5 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-053,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Core,fill-in,V4修复变式0053：填空：解不等式 x+5>17，并写出解集右端常数的值。,,12,12,两边同时减去 5，得 x>17-5=12，所以解集右端常数为 12。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration. S18 DeepSeek V4 Pro remediation 2026-05-27: prompt-clarification.
hjb-high-ds-v4-s4-054,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Challenge,short-answer,V4修复变式0054：解答：求不等式组 x+2>14，x≤19 的整数解个数。,,7,7,由 x+2>14 得 x>12。又 x≤19，整数 x 为 13 到 19，共有 19-12=7 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
