questionId,grade,volume,chapter,topicId,topicZh,questionType,difficulty,batch,promptZh,answer,illustrationTier,wideScopeCandidate,illustrationCategory,reusableTemplateKey,suggestedImageKind,exactMathLabelsNeeded,generationPriority,gptImage2Notes,sourceDistanceStatus,mathQaStatus,terminologyQaStatus,topicOrder
hjb-high-ds-v2-s4-289,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v2,二轮变式0289：选择：在三角形 ABC 中，若 AB=6，AC=9，且 ∠A=60°，表达式 AB·AC 的值是多少？,54,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v2-s4-292,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v2,二轮变式0292：选择：在三角形 ABC 中，若 AB=10，AC=13，且 ∠A=60°，表达式 AB·AC 的值是多少？,130,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v2-s4-295,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v2,二轮变式0295：选择：在三角形 ABC 中，若 AB=11，AC=9，且 ∠A=60°，表达式 AB·AC 的值是多少？,99,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v2-s4-298,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v2,二轮变式0298：选择：在三角形 ABC 中，若 AB=4，AC=18，且 ∠A=60°，表达式 AB·AC 的值是多少？,72,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v2-s4-301,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v2,二轮变式0301：选择：在三角形 ABC 中，若 AB=2，AC=6，求边 AB 与边 AC 的长度乘积。,12,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v2-s4-304,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v2,二轮变式0304：选择：在三角形 ABC 中，若 AB=10，AC=10，求边 AB 与边 AC 的长度乘积。,100,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v2-s4-307,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v2,二轮变式0307：选择：在三角形 ABC 中，若 AB=2，AC=5，求边 AB 与边 AC 的长度乘积。,10,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v2-s4-310,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v2,二轮变式0310：选择：在三角形 ABC 中，若 AB=6，AC=4，求边 AB 与边 AC 的长度乘积。,24,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v2-s4-313,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v2,二轮变式0313：选择：在三角形 ABC 中，若 AB=7，AC=9，求边 AB 与边 AC 的长度乘积。,63,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v3-s4-253,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v3-remediated,V3修复变式0253：选择：在三角形 ABC 中，AB=10，AC=17，且 ∠A=60°。求 BC²。,219,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v3-s4-256,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v3-remediated,V3修复变式0256：选择：在三角形 ABC 中，AB=2，AC=5，且 ∠A=60°。求 BC²。,19,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v3-s4-259,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v3-remediated,V3修复变式0259：选择：在三角形 ABC 中，AB=10，AC=5，且 ∠A=60°。求 BC²。,75,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v3-s4-262,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v3-remediated,V3修复变式0262：选择：在三角形 ABC 中，AB=3，AC=9，且 ∠A=60°。求 BC²。,63,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v3-s4-265,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v3-remediated,V3修复变式0265：选择：在三角形 ABC 中，AB=2，AC=9，且 ∠A=60°。求 BC²。,67,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v3-s4-268,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v3-remediated,V3修复变式0268：选择：在三角形 ABC 中，AB=4，AC=10，且 ∠A=60°。求 BC²。,76,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v3-s4-271,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v3-remediated,V3修复变式0271：选择：在三角形 ABC 中，AB=8，AC=5，且 ∠A=60°。求 BC²。,49,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v3-s4-274,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v3-remediated,V3修复变式0274：选择：在三角形 ABC 中，AB=5，AC=12，且 ∠A=60°。求 BC²。,109,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v3-s4-277,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v3-remediated,V3修复变式0277：选择：在三角形 ABC 中，AB=9，AC=8，且 ∠A=60°。求 BC²。,73,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v3-s4-280,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v3-remediated,V3修复变式0280：选择：在三角形 ABC 中，AB=8，AC=16，且 ∠A=60°。求 BC²。,192,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v3-s4-283,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v3-remediated,V3修复变式0283：选择：在三角形 ABC 中，AB=4，AC=5，且 ∠A=60°。求 BC²。,21,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v3-s4-286,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v3-remediated,V3修复变式0286：选择：在三角形 ABC 中，AB=9，AC=13，且 ∠A=60°。求 BC²。,133,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v3-s4-289,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v3-remediated,V3修复变式0289：选择：在三角形 ABC 中，AB=7，AC=15，且 ∠A=60°。求 BC²。,169,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
hjb-high-ds-v3-s4-292,S4,必修 第二册,三角,hjb-high-s4-三角,三角,multiple-choice,Challenge,hjb-v3-remediated,V3修复变式0292：选择：在三角形 ABC 中，AB=5，AC=17，且 ∠A=60°。求 BC²。,229,P1,yes,平面/三角几何图,P1:plane-triangle-angle-diagram:multiple-choice,"triangle, angle, and plane-geometry diagram","yes: point names, side lengths, angles, area cues, and vector labels should be deterministic overlays",1_high,三角形、角、边长和面积题适合作为 P1；图像模型只做几何构型，标签后加。,passed-auto-source-scan,pending-manual,pending-manual,6
