questionId,grade,topicId,type,storedAnswer,acceptedAnswers,independentAnswer,solvableStatus,answerMatchStatus,confidence,issueType,recommendedAction,singleReviewApplied,note
pep-primary-p1-u-mc-001,P1,pep-primary-p1-upper-number-sense,multiple-choice,3,,3,pass,pass,high,none,pass,false,Stage A: 14-11=3，选项中有3，题目清晰可解。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-122,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,14,,14,pass,pass,high,none,pass,false,Stage A: 34-20=14，计算正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-123,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,48,,48,pass,pass,high,none,pass,false,Stage A: 41+7=48，计算正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-124,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,20,,20,pass,pass,high,none,pass,false,Stage A: 40-20=20，计算正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-125,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,72,,72,pass,pass,high,none,pass,false,Stage A: 55+17=72，计算正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-126,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,58,,58,pass,pass,high,none,pass,false,Stage A: 62-4=58，计算正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-127,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,78,,78,pass,pass,high,none,pass,false,Stage A: 69+9=78，计算正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-128,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,62,,62,pass,pass,high,none,pass,false,Stage A: 76-14=62，计算正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-129,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,52,,52,pass,pass,high,none,pass,false,Stage A: 33+19=52，计算正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-130,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,34,,34,pass,pass,high,none,pass,false,Stage A: 40-6=34，计算正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-131,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,58,,58,pass,pass,high,none,pass,false,Stage A: 47+11=58，计算正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-132,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,38,,38,pass,pass,high,none,pass,false,Stage A: 54-16=38，计算正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-133,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,82,,82,pass,pass,high,none,pass,false,Stage A: 61+21=82，计算正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-134,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,60,,60,pass,pass,high,none,pass,false,Stage A: 68-8=60，计算正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-135,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,88,,88,pass,pass,high,none,pass,false,Stage A: 75+13=88，计算正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-136,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,14,,14,pass,pass,high,none,pass,false,Stage A: 32-18=14，计算正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-137,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,44,,44,pass,pass,high,none,pass,false,Stage A: 39+5=44，计算正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-138,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,36,,36,pass,pass,high,none,pass,false,Stage A: 46-10=36，计算正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-139,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,68,,68,pass,pass,high,none,pass,false,Stage A: 53+15=68，计算正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-140,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,40,,40,pass,pass,high,none,pass,false,Stage A: 60-20=40，计算正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-141,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,74,,74,pass,pass,high,none,pass,false,Stage A: 67+7=74，计算明确。 | Stage B: 答案一致
pep-primary-p1-l-fi-142,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,62,,62,pass,pass,high,none,pass,false,Stage A: 74-12=62，计算明确。 | Stage B: 答案一致
pep-primary-p1-l-fi-143,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,48,,48,pass,pass,high,none,pass,false,Stage A: 31+17=48，计算明确。 | Stage B: 答案一致
pep-primary-p1-l-fi-144,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,34,,34,pass,pass,high,none,pass,false,Stage A: 38-4=34，计算明确。 | Stage B: 答案一致
pep-primary-p1-l-fi-145,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,54,,54,pass,pass,high,none,pass,false,Stage A: 45+9=54，计算明确。 | Stage B: 答案一致
pep-primary-p1-l-fi-146,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,38,,38,pass,pass,high,none,pass,false,Stage A: 52-14=38，计算明确。 | Stage B: 答案一致
pep-primary-p1-l-fi-147,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,49,,49,pass,pass,high,none,pass,false,Stage A: 60-11=49，计算明确。 | Stage B: 答案一致
pep-primary-p1-l-fi-148,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,60,,60,pass,pass,high,none,pass,false,Stage A: 66-6=60，计算明确。 | Stage B: 答案一致
pep-primary-p1-l-fi-149,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,84,,84,pass,pass,high,none,pass,false,Stage A: 73+11=84，计算明确。 | Stage B: 答案一致
pep-primary-p1-l-fi-150,P1,pep-primary-p1-lower-within-100-add-sub,fill-in,14,,14,pass,pass,high,none,pass,false,Stage A: 30-16=14，计算明确。 | Stage B: 答案一致
pep-primary-p1-l-fi-151,P1,pep-primary-p1-lower-money-data-review,fill-in,7,,7,pass,pass,high,none,pass,false,Stage A: 红4、蓝7、绿7，最大为7。 | Stage B: 答案一致
pep-primary-p1-l-fi-152,P1,pep-primary-p1-lower-money-data-review,fill-in,9,,9,pass,pass,high,none,pass,false,Stage A: 红5、蓝9、绿5，最大为9。 | Stage B: 答案一致
pep-primary-p1-l-fi-153,P1,pep-primary-p1-lower-money-data-review,fill-in,8,,8,pass,pass,high,none,pass,false,Stage A: 红6、蓝5、绿8，最大为8。 | Stage B: 答案一致
pep-primary-p1-l-fi-154,P1,pep-primary-p1-lower-money-data-review,fill-in,7,,7,pass,pass,high,none,pass,false,Stage A: 红7、蓝7、绿6，最大为7。 | Stage B: 答案一致
pep-primary-p1-l-fi-155,P1,pep-primary-p1-lower-money-data-review,fill-in,9,,9,pass,pass,high,none,pass,false,Stage A: 红3、蓝9、绿4，最大为9。 | Stage B: 答案一致
pep-primary-p1-l-fi-156,P1,pep-primary-p1-lower-money-data-review,fill-in,7,,7,pass,pass,high,none,pass,false,Stage A: 红4、蓝5、绿7，最大为7。 | Stage B: 答案一致
pep-primary-p1-l-fi-157,P1,pep-primary-p1-lower-money-data-review,fill-in,7,,7,pass,pass,high,none,pass,false,Stage A: 红5、蓝7、绿5，最大为7。 | Stage B: 答案一致
pep-primary-p1-l-fi-158,P1,pep-primary-p1-lower-money-data-review,fill-in,9,,9,pass,pass,high,none,pass,false,Stage A: 红6、蓝9、绿8，最大为9。 | Stage B: 答案一致
pep-primary-p1-l-fi-159,P1,pep-primary-p1-lower-money-data-review,fill-in,7,,7,pass,pass,high,none,pass,false,Stage A: 红7、蓝5、绿6，最大为7。 | Stage B: 答案一致
pep-primary-p1-l-fi-160,P1,pep-primary-p1-lower-money-data-review,fill-in,7,,7,pass,pass,high,none,pass,false,Stage A: 红3、蓝7、绿4，最大为7。 | Stage B: 答案一致
pep-primary-p1-l-fi-161,P1,pep-primary-p1-lower-money-data-review,fill-in,9,,9,pass,pass,high,none,pass,false,Stage A: 比较4、9、7，最大为9。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-162,P1,pep-primary-p1-lower-money-data-review,fill-in,5,,5,pass,pass,high,none,pass,false,Stage A: 三个数都是5，最大为5。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-163,P1,pep-primary-p1-lower-money-data-review,fill-in,8,,8,pass,pass,high,none,pass,false,Stage A: 比较6、7、8，最大为8。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-164,P1,pep-primary-p1-lower-money-data-review,fill-in,9,,9,pass,pass,high,none,pass,false,Stage A: 比较7、9、6，最大为9。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-165,P1,pep-primary-p1-lower-money-data-review,fill-in,5,,5,pass,pass,high,none,pass,false,Stage A: 比较3、5、4，最大为5。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-166,P1,pep-primary-p1-lower-money-data-review,fill-in,7,,7,pass,pass,high,none,pass,false,Stage A: 比较4、7、7，最大为7。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-167,P1,pep-primary-p1-lower-money-data-review,fill-in,9,,9,pass,pass,high,none,pass,false,Stage A: 比较5、9、5，最大为9。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-168,P1,pep-primary-p1-lower-money-data-review,fill-in,8,,8,pass,pass,high,none,pass,false,Stage A: 比较6、5、8，最大为8。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-169,P1,pep-primary-p1-lower-money-data-review,fill-in,7,,7,pass,pass,high,none,pass,false,Stage A: 比较7、7、6，最大为7。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-fi-170,P1,pep-primary-p1-lower-money-data-review,fill-in,9,,9,pass,pass,high,none,pass,false,Stage A: 比较8、6、9，最大为9。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-171,P1,pep-primary-p1-lower-money-data-review,short-answer,9,,9,pass,pass,high,none,pass,false,Stage A: 比较5、9、8，最大为9。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-172,P1,pep-primary-p1-lower-money-data-review,short-answer,7,,7,pass,pass,high,none,pass,false,Stage A: 比较7、6、7，最大为7。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-173,P1,pep-primary-p1-lower-money-data-review,short-answer,9,,9,pass,pass,high,none,pass,false,Stage A: 比较4、9、6，最大为9。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-174,P1,pep-primary-p1-lower-money-data-review,short-answer,7,,7,pass,pass,high,none,pass,false,Stage A: 比较7、5、6，最大为7。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-175,P1,pep-primary-p1-lower-money-data-review,short-answer,7,,7,pass,pass,high,none,pass,false,Stage A: 比较3、7、4，最大为7。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-176,P1,pep-primary-p1-lower-money-data-review,short-answer,9,,9,pass,pass,high,none,pass,false,Stage A: 比较4、9、7，最大为9。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-177,P1,pep-primary-p1-lower-money-data-review,short-answer,5,,5,pass,pass,high,none,pass,false,Stage A: 三个数都是5，最大为5。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-178,P1,pep-primary-p1-lower-money-data-review,short-answer,8,,8,pass,pass,high,none,pass,false,Stage A: 比较6、7、8，最大为8。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-179,P1,pep-primary-p1-lower-money-data-review,short-answer,9,,9,pass,pass,high,none,pass,false,Stage A: 比较7、9、6，最大为9。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-180,P1,pep-primary-p1-lower-money-data-review,short-answer,5,,5,pass,pass,high,none,pass,false,Stage A: 比较3、5、4，最大为5。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-181,P1,pep-primary-p1-lower-money-data-review,short-answer,8,,8,pass,pass,high,none,pass,false,Stage A: 比较8、8、6，最大值为8。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-182,P1,pep-primary-p1-lower-money-data-review,short-answer,9,,9,pass,pass,high,none,pass,false,Stage A: 比较5、9、5，最大值为9。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-183,P1,pep-primary-p1-lower-money-data-review,short-answer,8,,8,pass,pass,high,none,pass,false,Stage A: 比较6、5、8，最大值为8。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-184,P1,pep-primary-p1-lower-money-data-review,short-answer,7,,7,pass,pass,high,none,pass,false,Stage A: 比较7、7、6，最大值为7。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-185,P1,pep-primary-p1-lower-money-data-review,short-answer,9,,9,pass,pass,high,none,pass,false,Stage A: 比较3、9、4，最大值为9。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-186,P1,pep-primary-p1-lower-money-data-review,short-answer,7,,7,pass,pass,high,none,pass,false,Stage A: 比较4、5、7，最大值为7。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-187,P1,pep-primary-p1-lower-money-data-review,short-answer,7,,7,pass,pass,high,none,pass,false,Stage A: 比较5、7、5，最大值为7。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-188,P1,pep-primary-p1-lower-money-data-review,short-answer,9,,9,pass,pass,high,none,pass,false,Stage A: 比较6、9、8，最大值为9。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-189,P1,pep-primary-p1-lower-money-data-review,short-answer,7,,7,pass,pass,high,none,pass,false,Stage A: 比较7、5、6，最大值为7。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-190,P1,pep-primary-p1-lower-money-data-review,short-answer,7,,7,pass,pass,high,none,pass,false,Stage A: 比较3、7、4，最大值为7。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-191,P1,pep-primary-p1-lower-money-data-review,short-answer,11,,11,pass,pass,high,none,pass,false,Stage A: 比较4、11、7，最大值为11。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-192,P1,pep-primary-p1-lower-money-data-review,short-answer,5,,5,pass,pass,high,none,pass,false,Stage A: 比较5、5、5，最大值为5。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-193,P1,pep-primary-p1-lower-money-data-review,short-answer,8,,8,pass,pass,high,none,pass,false,Stage A: 比较6、7、8，最大值为8。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-194,P1,pep-primary-p1-lower-money-data-review,short-answer,9,,9,pass,pass,high,none,pass,false,Stage A: 比较7、9、6，最大值为9。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-195,P1,pep-primary-p1-lower-money-data-review,short-answer,5,,5,pass,pass,high,none,pass,false,Stage A: 比较3、5、4，最大值为5。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-196,P1,pep-primary-p1-lower-money-data-review,short-answer,7,,7,pass,pass,high,none,pass,false,Stage A: 比较4、7、7，最大值为7。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-197,P1,pep-primary-p1-lower-money-data-review,short-answer,9,,9,pass,pass,high,none,pass,false,Stage A: 比较5、9、5，最大值为9。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-198,P1,pep-primary-p1-lower-money-data-review,short-answer,8,,8,pass,pass,high,none,pass,false,Stage A: 比较6、5、8，最大值为8。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-199,P1,pep-primary-p1-lower-money-data-review,short-answer,7,,7,pass,pass,high,none,pass,false,Stage A: 比较7、7、6，最大值为7。 | Stage B: 独立答案与题库答案一致
pep-primary-p1-l-sa-200,P1,pep-primary-p1-lower-money-data-review,short-answer,6,,6,pass,pass,high,none,pass,false,Stage A: 比较4、6、5，最大值为6。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-u-mc-001,P2,pep-primary-p2-upper-multiplication-arrays,multiple-choice,16,,16,pass,pass,high,none,pass,false,Stage A: 8行每行2个，8×2=16，选项A正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-u-mc-002,P2,pep-primary-p2-upper-multiplication-arrays,multiple-choice,12,,12,pass,pass,high,none,pass,false,Stage A: 2个托盘各放6个，2×6=12，选项D正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-u-mc-003,P2,pep-primary-p2-upper-multiplication-arrays,multiple-choice,8,,8,pass,pass,high,none,pass,false,Stage A: 4组每组2个，4×2=8，选项C正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-u-mc-004,P2,pep-primary-p2-upper-multiplication-arrays,multiple-choice,36,,36,pass,pass,high,none,pass,false,Stage A: 6组每组6个，6×6=36，选项B正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-u-mc-005,P2,pep-primary-p2-upper-multiplication-arrays,multiple-choice,63,,63,pass,pass,high,none,pass,false,Stage A: 7组每组9个，7×9=63，选项A正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-u-mc-006,P2,pep-primary-p2-upper-multiplication-arrays,multiple-choice,32,,32,pass,pass,high,none,pass,false,Stage A: 8组每组4个，8×4=32，选项D正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-u-mc-007,P2,pep-primary-p2-upper-multiplication-arrays,multiple-choice,63,,63,pass,pass,high,none,pass,false,Stage A: 9组每组7个，9×7=63，选项C正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-u-mc-008,P2,pep-primary-p2-upper-multiplication-arrays,multiple-choice,4,,4,pass,pass,high,none,pass,false,Stage A: 2组每组2个，2×2=4，选项B正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-u-mc-009,P2,pep-primary-p2-upper-multiplication-arrays,multiple-choice,15,,15,pass,pass,high,none,pass,false,Stage A: 3组每组5个，3×5=15，选项A正确。 | Stage B: 独立答案与题库答案一致
