questionId,grade,batch,type,topic,topicId,storedAnswer,acceptedAnswers,independentAnswer,solvableStatus,answerMatchStatus,qaStatus,severity,sourceStatus,notes,recommendedAction
pep-primary-p1-l-fi-117,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,62,62,62,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-118,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,38,38,38,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-119,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,68,68,68,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-120,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,60,60,60,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-121,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,92,92,92,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-122,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,14,14,14,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-123,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,48,48,48,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-124,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,20,20,20,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-125,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,72,72,72,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-126,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,58,58,58,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-127,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,78,78,78,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-128,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,62,62,62,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-129,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,52,52,52,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-130,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,34,34,34,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-131,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,58,58,58,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-132,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,38,38,38,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-133,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,82,82,82,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-134,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,60,60,60,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-135,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,88,88,88,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-136,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,14,14,14,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-137,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,44,44,44,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-138,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,36,36,36,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-139,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,68,68,68,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-140,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,40,40,40,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-141,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,74,74,74,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-142,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,62,62,62,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-143,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,48,48,48,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-144,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,34,34,34,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-145,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,54,54,54,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-146,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,38,38,38,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-147,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,49,49,49,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-148,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,60,60,60,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-149,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,84,84,84,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-150,P1,primary-rag-v1,fill-in,100以内数与加减法,pep-primary-p1-lower-within-100-add-sub,14,14,14,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-151,P1,primary-rag-v1,fill-in,人民币、时间与数据,pep-primary-p1-lower-money-data-review,7,7; 7张; 7 cards,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-152,P1,primary-rag-v1,fill-in,人民币、时间与数据,pep-primary-p1-lower-money-data-review,8,8; 8元; 8 yuan,8,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-153,P1,primary-rag-v1,fill-in,人民币、时间与数据,pep-primary-p1-lower-money-data-review,30 min,30 min; 30分钟; 30; 30min,30 min,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-154,P1,primary-rag-v1,fill-in,人民币、时间与数据,pep-primary-p1-lower-money-data-review,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-155,P1,primary-rag-v1,fill-in,人民币、时间与数据,pep-primary-p1-lower-money-data-review,9,9; 9张; 9 cards,9,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-156,P1,primary-rag-v1,fill-in,人民币、时间与数据,pep-primary-p1-lower-money-data-review,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-157,P1,primary-rag-v1,fill-in,人民币、时间与数据,pep-primary-p1-lower-money-data-review,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-158,P1,primary-rag-v1,fill-in,人民币、时间与数据,pep-primary-p1-lower-money-data-review,9,9,9,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-159,P1,primary-rag-v1,fill-in,人民币、时间与数据,pep-primary-p1-lower-money-data-review,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-160,P1,primary-rag-v1,fill-in,人民币、时间与数据,pep-primary-p1-lower-money-data-review,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-161,P1,primary-rag-v1,fill-in,人民币、时间与数据,pep-primary-p1-lower-money-data-review,9,9,9,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-162,P1,primary-rag-v1,fill-in,人民币、时间与数据,pep-primary-p1-lower-money-data-review,5,5,5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-163,P1,primary-rag-v1,fill-in,人民币、时间与数据,pep-primary-p1-lower-money-data-review,8,8,8,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-164,P1,primary-rag-v1,fill-in,人民币、时间与数据,pep-primary-p1-lower-money-data-review,9,9,9,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-165,P1,primary-rag-v1,fill-in,人民币、时间与数据,pep-primary-p1-lower-money-data-review,5,5,5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-166,P1,primary-rag-v1,fill-in,人民币、时间与数据,pep-primary-p1-lower-money-data-review,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-167,P1,primary-rag-v1,fill-in,人民币、时间与数据,pep-primary-p1-lower-money-data-review,9,9,9,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-168,P1,primary-rag-v1,fill-in,人民币、时间与数据,pep-primary-p1-lower-money-data-review,8,8,8,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-169,P1,primary-rag-v1,fill-in,人民币、时间与数据,pep-primary-p1-lower-money-data-review,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-fi-170,P1,primary-rag-v1,fill-in,人民币、时间与数据,pep-primary-p1-lower-money-data-review,9,9,9,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-sa-171,P1,primary-rag-v1,short-answer,人民币、时间与数据,pep-primary-p1-lower-money-data-review,9,9,9,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-sa-172,P1,primary-rag-v1,short-answer,人民币、时间与数据,pep-primary-p1-lower-money-data-review,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-sa-173,P1,primary-rag-v1,short-answer,人民币、时间与数据,pep-primary-p1-lower-money-data-review,9,9,9,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-primary-p1-l-sa-174,P1,primary-rag-v1,short-answer,人民币、时间与数据,pep-primary-p1-lower-money-data-review,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
