questionId,grade,family,needLevel,illustrationKind,priority,promptZhHans,imageBriefZhHans
pep-primary-p1-u-mc-059,P1,geometry-position,core,solid,P1,观察一个积木：每个面都是正方形。这个积木属于哪种立体图形？,为人教版小学数学“图形、位置与整时”题目生成一张积木/立体图形/位置观察题目插图。题干：观察一个积木：每个面都是正方形。这个积木属于哪种立体图形？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-u-mc-060,P1,geometry-position,core,solid,P1,第60小组：下面描述的是哪种立体图形：相对的面是长方形？,为人教版小学数学“图形、位置与整时”题目生成一张积木/立体图形/位置观察题目插图。题干：第60小组：下面描述的是哪种立体图形：相对的面是长方形？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-u-mc-061,P1,geometry-position,core,solid,P1,第61小组：下面描述的是哪种立体图形：每个面都是正方形？,为人教版小学数学“图形、位置与整时”题目生成一张积木/立体图形/位置观察题目插图。题干：第61小组：下面描述的是哪种立体图形：每个面都是正方形？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-u-mc-062,P1,geometry-position,core,solid,P1,第62小组：下面描述的是哪种立体图形：有两个圆形的面？,为人教版小学数学“图形、位置与整时”题目生成一张积木/立体图形/位置观察题目插图。题干：第62小组：下面描述的是哪种立体图形：有两个圆形的面？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-u-mc-063,P1,geometry-position,core,solid,P1,第63小组：下面描述的是哪种立体图形：能向各个方向滚动？,为人教版小学数学“图形、位置与整时”题目生成一张积木/立体图形/位置观察题目插图。题干：第63小组：下面描述的是哪种立体图形：能向各个方向滚动？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-u-mc-064,P1,geometry-position,core,solid,P1,第64小组：下面描述的是哪种立体图形：相对的面是长方形？,为人教版小学数学“图形、位置与整时”题目生成一张积木/立体图形/位置观察题目插图。题干：第64小组：下面描述的是哪种立体图形：相对的面是长方形？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-u-mc-065,P1,geometry-position,core,solid,P1,第65小组：下面描述的是哪种立体图形：每个面都是正方形？,为人教版小学数学“图形、位置与整时”题目生成一张积木/立体图形/位置观察题目插图。题干：第65小组：下面描述的是哪种立体图形：每个面都是正方形？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-u-mc-066,P1,geometry-position,core,solid,P1,第66小组：下面描述的是哪种立体图形：有两个圆形的面？,为人教版小学数学“图形、位置与整时”题目生成一张积木/立体图形/位置观察题目插图。题干：第66小组：下面描述的是哪种立体图形：有两个圆形的面？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-u-mc-067,P1,geometry-position,core,solid,P1,第67小组：下面描述的是哪种立体图形：能向各个方向滚动？,为人教版小学数学“图形、位置与整时”题目生成一张积木/立体图形/位置观察题目插图。题干：第67小组：下面描述的是哪种立体图形：能向各个方向滚动？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-u-mc-068,P1,geometry-position,core,solid,P1,第68小组：下面描述的是哪种立体图形：相对的面是长方形？,为人教版小学数学“图形、位置与整时”题目生成一张积木/立体图形/位置观察题目插图。题干：第68小组：下面描述的是哪种立体图形：相对的面是长方形？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-u-mc-069,P1,geometry-position,core,solid,P1,第69小组：下面描述的是哪种立体图形：每个面都是正方形？,为人教版小学数学“图形、位置与整时”题目生成一张积木/立体图形/位置观察题目插图。题干：第69小组：下面描述的是哪种立体图形：每个面都是正方形？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-u-mc-070,P1,geometry-position,core,solid,P1,第70小组：下面描述的是哪种立体图形：有两个圆形的面？,为人教版小学数学“图形、位置与整时”题目生成一张积木/立体图形/位置观察题目插图。题干：第70小组：下面描述的是哪种立体图形：有两个圆形的面？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-u-mc-071,P1,geometry-position,core,solid,P1,第71小组：下面描述的是哪种立体图形：能向各个方向滚动？,为人教版小学数学“图形、位置与整时”题目生成一张积木/立体图形/位置观察题目插图。题干：第71小组：下面描述的是哪种立体图形：能向各个方向滚动？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-u-mc-072,P1,geometry-position,core,solid,P1,第72小组：下面描述的是哪种立体图形：相对的面是长方形？,为人教版小学数学“图形、位置与整时”题目生成一张积木/立体图形/位置观察题目插图。题干：第72小组：下面描述的是哪种立体图形：相对的面是长方形？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-u-mc-073,P1,geometry-position,core,solid,P1,第73小组：下面描述的是哪种立体图形：每个面都是正方形？,为人教版小学数学“图形、位置与整时”题目生成一张积木/立体图形/位置观察题目插图。题干：第73小组：下面描述的是哪种立体图形：每个面都是正方形？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-u-mc-074,P1,geometry-position,core,solid,P1,第74小组：下面描述的是哪种立体图形：有两个圆形的面？,为人教版小学数学“图形、位置与整时”题目生成一张积木/立体图形/位置观察题目插图。题干：第74小组：下面描述的是哪种立体图形：有两个圆形的面？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-u-mc-075,P1,geometry-position,core,solid,P1,第75小组：下面描述的是哪种立体图形：能向各个方向滚动？,为人教版小学数学“图形、位置与整时”题目生成一张积木/立体图形/位置观察题目插图。题干：第75小组：下面描述的是哪种立体图形：能向各个方向滚动？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
