blindId,grade,semester,type,difficulty,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,reviewerMathCorrectness,reviewerGradeFit,reviewerLanguageQuality,reviewerExplanationQuality,reviewerClassroomUsability,reviewerTemplateFeel,reviewerNotes
MPPQ-415,P6,lower,multiple-choice,Foundation,把15个苹果分给4个小朋友，总有一个小朋友至少分到几个苹果？,3 | 4 | 5 | 6,4,4,15÷4=3……3，根据抽屉原理，总有一个小朋友至少分到3+1=4个苹果。,,,,,,,
MPPQ-416,P6,lower,short-answer,Challenge,第180小组：气温是-10°C，升高3°C后是多少摄氏度？,,-7°C,-7°C | -7 | -7摄氏度 | -7度 | -7 degrees Celsius,-10+3=-7，所以新的气温是-7°C。,,,,,,,
MPPQ-417,P6,lower,short-answer,Challenge,在比例尺为1:4000000的地图上，量得甲、乙两城的距离为3.5厘米。一辆汽车以每小时70千米的速度从甲城开往乙城，需要多少小时到达？,,2,2 | 2小时,实际距离=图上距离÷比例尺=3.5÷(1/4000000)=3.5×4000000=14000000厘米=140千米。时间=路程÷速度=140÷70=2小时。,,,,,,,
MPPQ-418,P6,lower,short-answer,Core,第132小组：把20升饮料按2:3分成两部分，较大的部分是多少升？,,12升,12升,一共有5份，每份20÷5=4升，较大部分是3x4=12升。,,,,,,,
MPPQ-419,P6,lower,short-answer,Core,一种药水是把药粉和水按 1:100 的质量比配制而成的。现在有 505 克药水，其中药粉和水各有多少克？,,药粉5克，水500克,药粉5克，水500克,药粉和水的比是 1:100，总份数为 1+100=101 份。每份质量为 505÷101=5 克。药粉占 1 份，为 5 克；水占 100 份，为 5×100=500 克。,,,,,,,
MPPQ-420,P6,lower,short-answer,Exam,第193小组：气温是-9°C，升高5°C后是多少摄氏度？,,-4°C,-4°C | -4 | -4摄氏度 | -4度 | -4 degrees Celsius,-9+5=-4，所以新的气温是-4°C。,,,,,,,
MPPQ-421,P6,lower,short-answer,Exam,一个圆柱形水桶，底面半径是2分米，高是5分米。现在要用铁皮制作这个水桶（有盖），至少需要多少平方分米的铁皮？（结果保留整数）如果每升水重1千克，这个水桶最多能装水多少千克？,,至少需要88平方分米铁皮，最多能装水62.8千克,"至少需要88平方分米铁皮，最多能装水62.8千克 | 88平方分米，62.8千克 | 88, 62.8 | 铁皮88平方分米，水62.8千克",表面积=2×π×半径×(半径+高)=2×3.14×2×(2+5)=87.92≈88平方分米。容积=π×半径²×高=3.14×2²×5=62.8立方分米=62.8升，所以水重62.8千克。,,,,,,,
MPPQ-422,P6,upper,fill-in,Core,第62小组：点A的横坐标是3，纵坐标是2，请写出它的数对。,,"(3, 2)","(3, 2)","数对按（横坐标，纵坐标）书写，所以A是(3, 2)。",,,,,,,
MPPQ-423,P6,lower,short-answer,Foundation,"判断下面各题中的两种量是否成正比例关系，并说明理由。
（1）每块地砖的面积一定，铺地面积和所需地砖的块数。
（2）小明的身高和体重。",,（1）成正比例，因为铺地面积÷地砖块数=每块地砖的面积（一定）。（2）不成正比例，因为身高和体重的比值不一定。,（1）成正比例，因为铺地面积÷地砖块数=每块地砖的面积（一定）。（2）不成正比例，因为身高和体重的比值不一定。 | （1）是正比例，理由：铺地面积/块数=每块面积（定值）。（2）不是正比例，理由：身高和体重没有固定的比值。,正比例关系要求两种量的比值一定。（1）中，铺地面积与地砖块数是两种相关联的量，且铺地面积÷地砖块数=每块地砖的面积（一定），所以成正比例。（2）中，身高和体重虽然是相关联的量，但它们的比值（身高÷体重）不是固定的，所以不成正比例。,,,,,,,
MPPQ-424,P6,upper,multiple-choice,Foundation,第12小组：80的10%是多少？,72 | 8 | 13 | 3,8,8,10%表示10/100，所以80x10/100=8。,,,,,,,
MPPQ-425,P6,upper,fill-in,Challenge,小明用一根绳子测量一棵大树的树干周长。他将绳子绕树干一周后，发现绳子还多出 2.4 米。接着他将绳子对折两次，再次绕树干一周，这时绳子刚好用完。请问这棵大树的树干周长是多少米？,,3.2,3.2 | 3.2米 | 3.2m,设树干周长为 C 米。第一次测量：绳长 = C + 2.4。对折两次后绳长变为原来的 1/4，即 (C + 2.4)/4。第二次测量时绳子刚好绕树干一周，所以 (C + 2.4)/4 = C。解方程：C + 2.4 = 4C，2.4 = 3C，C = 0.8。检验：绳长 = 0.8 + 2.4 = 3.2 米，对折两次后为 0.8 米，正好等于树干周长。,,,,,,,
MPPQ-426,P6,lower,fill-in,Core,第106小组：把15升饮料按2:3分成两部分，较大的部分是多少升？,,9升,9升,一共有5份，每份15÷5=3升，较大部分是3x3=9升。,,,,,,,
MPPQ-427,P6,upper,fill-in,Core,一个圆的半径扩大到原来的 3 倍，它的周长扩大到原来的（ ）倍，面积扩大到原来的（ ）倍。,,"3,9","3,9 | 3倍,9倍",周长 C=2πr，与半径成正比，扩大 3 倍；面积 S=πr²，与半径平方成正比，扩大 3²=9 倍。,,,,,,,
MPPQ-428,P6,lower,short-answer,Challenge,第161小组：气温是-5°C，升高5°C后是多少摄氏度？,,0°C,0°C | 0 | 0摄氏度 | 0度 | 0 degrees Celsius,-5+5=0，所以新的气温是0°C。,,,,,,,
MPPQ-429,P6,upper,fill-in,Exam,在一个长 10 厘米、宽 8 厘米的长方形内画一个最大的半圆，这个半圆的周长是（ ）厘米。（π 取 3.14）,,25.7,25.7 | 25.7厘米,最大半圆的直径等于长方形的长 10 厘米，半径 5 厘米。半圆周长 = πr + d = 3.14×5 + 10 = 15.7 + 10 = 25.7 厘米。,,,,,,,
MPPQ-430,P6,lower,short-answer,Core,第133小组：把25升饮料按2:3分成两部分，较大的部分是多少升？,,15升,15升,一共有5份，每份25÷5=5升，较大部分是3x5=15升。,,,,,,,
MPPQ-431,P6,upper,fill-in,Foundation,一个圆形花坛的直径是 8 米，在它的周围修一条 1 米宽的小路。小路的面积是多少平方米？（π 取 3.14）,,28.26,28.26 | 28.26平方米,花坛半径 4 米，外圆半径 4+1=5 米。小路面积 = 3.14×(5²-4²) = 3.14×9 = 28.26 平方米。,,,,,,,
MPPQ-432,P6,lower,short-answer,Exam,第194小组：气温是-8°C，升高7°C后是多少摄氏度？,,-1°C,-1°C | -1 | -1摄氏度 | -1度 | -1 degrees Celsius,-8+7=-1，所以新的气温是-1°C。,,,,,,,
MPPQ-433,P6,upper,multiple-choice,Challenge,甲、乙两数的比是 3:5，乙、丙两数的比是 4:7。甲、乙、丙三个数的比是（ ）。,12:20:35 | 3:5:7 | 12:15:28 | 6:10:21,12:20:35,12:20:35,甲:乙=3:5=12:20，乙:丙=4:7=20:35，所以甲:乙:丙=12:20:35。,,,,,,,
MPPQ-434,P6,upper,fill-in,Core,第64小组：点A的横坐标是-2，纵坐标是0，请写出它的数对。,,"(-2, 0)","(-2, 0)","数对按（横坐标，纵坐标）书写，所以A是(-2, 0)。",,,,,,,
MPPQ-435,P6,upper,multiple-choice,Core,学校图书馆新购一批图书，其中科普书占35%，故事书占25%，其余是绘本。已知绘本有120本，这批图书共有多少本？,A. 200本 | B. 240本 | C. 300本 | D. 400本,C. 300本,C. 300本,绘本占的百分比：100% - 35% - 25% = 40%。绘本有120本，对应40%，所以总本数 = 120 ÷ 40% = 120 ÷ 0.4 = 300本。,,,,,,,
MPPQ-436,P6,upper,multiple-choice,Foundation,第13小组：90的20%是多少？,18 | 23 | 13 | 72,18,18,20%表示20/100，所以90x20/100=18。,,,,,,,
MPPQ-437,P6,upper,multiple-choice,Exam,小明从家出发，先向东偏北 30° 方向走 400 米到达公园，然后从公园向南偏东 60° 方向走 300 米到达学校。下列说法正确的是（ ）。,小明家在学校北偏西 30° 方向约 500 米处 | 小明家在学校西偏北 30° 方向约 500 米处 | 学校在小明家东偏南 30° 方向约 500 米处 | 学校在小明家南偏东 60° 方向约 500 米处,小明家在学校北偏西 30° 方向约 500 米处,小明家在学校北偏西 30° 方向约 500 米处,根据路线，小明家到学校构成直角三角形的斜边，距离为 √(400²+300²)=500 米。从学校看小明家，方向为北偏西约 30°。,,,,,,,
MPPQ-438,P6,lower,fill-in,Core,第107小组：把20升饮料按2:3分成两部分，较大的部分是多少升？,,12升,12升,一共有5份，每份20÷5=4升，较大部分是3x4=12升。,,,,,,,
MPPQ-439,P6,upper,multiple-choice,Foundation,以广场为观测点，学校在广场北偏西 40° 方向 200 米处，书店在广场南偏东 50° 方向 300 米处。下列说法正确的是（ ）。,学校在书店的西偏北 40° 方向 | 书店在学校的东偏南 50° 方向 | 学校与书店相距约 360 米 | 书店在学校的南偏东 40° 方向,学校与书店相距约 360 米,学校与书店相距约 360 米,根据位置关系，学校与书店的方向夹角约为 90°，距离 = √(200²+300²) ≈ 360 米。其他选项方向描述错误。,,,,,,,
MPPQ-440,P6,lower,short-answer,Challenge,第162小组：气温是-4°C，升高7°C后是多少摄氏度？,,3°C,3°C | 3 | 3摄氏度 | 3度 | 3 degrees Celsius,-4+7=3，所以新的气温是3°C。,,,,,,,
MPPQ-441,P6,upper,short-answer,Challenge,某商场开展促销活动，一件上衣原价 250 元，先涨价 20%，再打八折出售。请问最终的售价比原价高还是低？相差多少元？,,低10元,低10元 | 低10 | 便宜10元 | 少10元,涨价后：250 × (1+20%) = 300 元。八折：300 × 80% = 240 元。240 < 250，所以比原价低，相差 250 - 240 = 10 元。,,,,,,,
MPPQ-442,P6,lower,short-answer,Core,第134小组：把30升饮料按2:3分成两部分，较大的部分是多少升？,,18升,18升,一共有5份，每份30÷5=6升，较大部分是3x6=18升。,,,,,,,
MPPQ-443,P6,upper,short-answer,Core,某商场一款书包打八折后售价是 96 元，这款书包的原价是多少元？如果在此基础上再打九折，现价是多少元？,,原价120元，现价86.4元,"原价120元，现价86.4元 | 120,86.4",原价 = 96 ÷ 80% = 120 元。再打九折：96 × 90% = 86.4 元。,,,,,,,
MPPQ-444,P6,lower,short-answer,Exam,第195小组：气温是-7°C，升高9°C后是多少摄氏度？,,2°C,2°C | 2 | 2摄氏度 | 2度 | 2 degrees Celsius,-7+9=2，所以新的气温是2°C。,,,,,,,
MPPQ-445,P6,upper,short-answer,Exam,学校图书馆购进一批新书，其中故事书占 3/8，科技书占剩下的 2/5，其余是漫画书。已知漫画书比科技书多 12 本。请问这批新书一共有多少本？,,160,160 | 160本,设总数为 x 本。故事书：3/8 x。剩下：5/8 x。科技书：5/8 x × 2/5 = 1/4 x。漫画书：总数 - 故事书 - 科技书 = x - 3/8 x - 1/4 x = 3/8 x。漫画书比科技书多：3/8 x - 1/4 x = 1/8 x = 12，所以 x = 96。检验：故事书 36，科技书 24，漫画书 36，36 - 24 = 12。,,,,,,,
MPPQ-446,P6,upper,fill-in,Core,第65小组：点A的横坐标是-1，纵坐标是2，请写出它的数对。,,"(-1, 2)","(-1, 2)","数对按（横坐标，纵坐标）书写，所以A是(-1, 2)。",,,,,,,
MPPQ-447,P6,upper,short-answer,Foundation,一桶油连桶重 12 千克，用去一半油后，连桶重 7 千克。原来油重多少千克？桶重多少千克？,,油重10千克，桶重2千克,"油重10千克，桶重2千克 | 10,2",一半油重 12-7=5 千克，原来油重 5×2=10 千克，桶重 12-10=2 千克。,,,,,,,
MPPQ-448,P6,upper,multiple-choice,Foundation,第14小组：100的25%是多少？,30 | 20 | 75 | 25,25,25,25%表示25/100，所以100x25/100=25。,,,,,,,
MPPQ-449,P6,lower,fill-in,Core,一个数的3/5是24，这个数的25%是多少？,,10,10,这个数=24÷(3/5)=24×5/3=40。40的25%=40×0.25=10。,,,,,,,
MPPQ-450,P6,lower,fill-in,Core,第108小组：把25升饮料按2:3分成两部分，较大的部分是多少升？,,15升,15升,一共有5份，每份25÷5=5升，较大部分是3x5=15升。,,,,,,,
MPPQ-451,P6,lower,fill-in,Foundation,一个圆柱形水桶，底面半径为2分米，高为5分米。给这个水桶的外侧（只包括一个底面和侧面）涂防锈漆，每平方分米需要油漆0.2千克。一共需要油漆多少千克？（π取3.14）,,15.072,15.072 | 15.07 | 15.072千克 | 15.07千克,侧面积=2×3.14×2×5=62.8平方分米；一个底面积=3.14×2²=12.56平方分米。总面积75.36平方分米，需要油漆75.36×0.2=15.072千克。,,,,,,,
MPPQ-452,P6,lower,short-answer,Challenge,第163小组：气温是-3°C，升高9°C后是多少摄氏度？,,6°C,6°C | 6 | 6摄氏度 | 6度 | 6 degrees Celsius,-3+9=6，所以新的气温是6°C。,,,,,,,
MPPQ-453,P6,lower,multiple-choice,Challenge,某商店将一件商品按进价提高40%后标价，再打八折出售，结果每件仍获利12元。这件商品的进价是多少元？,100 | 120 | 150 | 200,100,100,设进价为x元。标价=x(1+40%)=1.4x，售价=1.4x×0.8=1.12x。利润=1.12x-x=0.12x=12，解得x=100。,,,,,,,
MPPQ-454,P6,lower,short-answer,Core,第135小组：把10升饮料按2:3分成两部分，较大的部分是多少升？,,6升,6升,一共有5份，每份10÷5=2升，较大部分是3x2=6升。,,,,,,,
MPPQ-455,P6,lower,multiple-choice,Core,某天，甲地最高气温是-3℃，乙地最高气温是2℃，丙地最高气温是-5℃。下列说法正确的是（    ）。,乙地比甲地冷 | 丙地比甲地暖 | 甲地比乙地冷 | 丙地的气温最高,甲地比乙地冷,甲地比乙地冷,在数轴上，-5 < -3 < 2，所以丙地最冷，乙地最暖。甲地(-3℃)比乙地(2℃)冷，所以选项C正确。A错误，因为乙地比甲地暖；B错误，因为丙地比甲地冷；D错误，因为丙地气温最低。,,,,,,,
MPPQ-456,P6,lower,short-answer,Exam,第196小组：气温是-6°C，升高3°C后是多少摄氏度？,,-3°C,-3°C | -3 | -3摄氏度 | -3度 | -3 degrees Celsius,-6+3=-3，所以新的气温是-3°C。,,,,,,,
MPPQ-457,P6,lower,multiple-choice,Exam,一个袋子里有红、黄、蓝三种颜色的球各5个（除颜色外完全相同）。至少要摸出多少个球，才能保证摸到2个颜色相同的球？,4个 | 5个 | 6个 | 11个,4个,4个,最不利情况是每种颜色各摸到1个，共3个球。再摸任意一个球，一定会与已有的某个颜色相同，所以至少摸4个球就能保证有2个同色。,,,,,,,
MPPQ-458,P6,upper,fill-in,Core,第67小组：点A的横坐标是1，纵坐标是0，请写出它的数对。,,"(1, 0)","(1, 0)","数对按（横坐标，纵坐标）书写，所以A是(1, 0)。",,,,,,,
MPPQ-459,P6,lower,multiple-choice,Foundation,在数轴上，-3 在 -5 的哪一边？,左边 | 右边 | 同一点 | 无法确定,右边,右边,数轴上，左边的数较小，右边的数较大。-3 > -5，所以 -3 在 -5 的右边。,,,,,,,
MPPQ-460,P6,upper,multiple-choice,Foundation,第15小组：110的50%是多少？,50 | 56 | 55 | 60,55,55,50%表示50/100，所以110x50/100=55。,,,,,,,
MPPQ-461,P6,lower,short-answer,Challenge,在比例尺为1:5000000的地图上，量得A、B两城的距离为3.6厘米。一辆汽车以每小时60千米的速度从A城开往B城，需要多少小时才能到达？,,3小时,3小时 | 3 | 3个小时,实际距离=图上距离÷比例尺=3.6÷(1/5000000)=18000000厘米=180千米。时间=180÷60=3小时。,,,,,,,
MPPQ-462,P6,lower,fill-in,Core,第109小组：把30升饮料按2:3分成两部分，较大的部分是多少升？,,18升,18升,一共有5份，每份30÷5=6升，较大部分是3x6=18升。,,,,,,,
MPPQ-463,P6,lower,short-answer,Core,"下表记录了某水管放水时，水流量与时间的关系。水流量和时间是否成正比例？请说明理由。
时间（分钟）: 2, 4, 6, 8
水流量（升）: 10, 20, 30, 40",,成正比例，因为水流量与时间的比值一定（5升/分钟）。,成正比例，因为水流量与时间的比值一定（5升/分钟）。 | 成正比例，因为比值一定 | 成正比例,计算各对应比值：10/2=5，20/4=5，30/6=5，40/8=5，比值一定，所以水流量和时间成正比例关系。,,,,,,,
MPPQ-464,P6,lower,short-answer,Challenge,第164小组：气温是-2°C，升高3°C后是多少摄氏度？,,1°C,1°C | 1 | 1摄氏度 | 1度 | 1 degrees Celsius,-2+3=1，所以新的气温是1°C。,,,,,,,
MPPQ-465,P6,lower,short-answer,Foundation,学校图书馆新购进一批图书，按3:4:5分配给四、五、六年级。已知六年级分得120本，这批图书一共有多少本？请写出计算过程。,,288,288 | 288本,六年级占5份，5份是120本，每份120÷5=24本。总份数3+4+5=12份，总数24×12=288本。,,,,,,,
MPPQ-466,P6,lower,short-answer,Core,第136小组：把15升饮料按2:3分成两部分，较大的部分是多少升？,,9升,9升,一共有5份，每份15÷5=3升，较大部分是3x3=9升。,,,,,,,
MPPQ-467,P6,upper,fill-in,Core,一个数的 3/4 是 36，这个数的 2/5 是多少？,,19.2,19.2 | 96/5 | 19 1/5,先求这个数：36 ÷ 3/4 = 36 × 4/3 = 48。再求这个数的 2/5：48 × 2/5 = 96/5 = 19.2。所以答案是 19.2。,,,,,,,
MPPQ-468,P6,lower,short-answer,Exam,第197小组：气温是-5°C，升高5°C后是多少摄氏度？,,0°C,0°C | 0 | 0摄氏度 | 0度 | 0 degrees Celsius,-5+5=0，所以新的气温是0°C。,,,,,,,
MPPQ-469,P6,upper,fill-in,Foundation,一个圆形花坛的直径是 8 米，在它的周围修一条 1 米宽的小路。这条小路的面积是多少平方米？（π 取 3.14）,,28.26,28.26 | 28.26平方米 | 28.26m²,花坛半径 4 米，外圆半径 4+1=5 米。小路面积 = 外圆面积 - 内圆面积 = 3.14×5² - 3.14×4² = 3.14×(25-16) = 3.14×9 = 28.26 平方米。,,,,,,,
MPPQ-470,P6,upper,fill-in,Core,第68小组：点A的横坐标是2，纵坐标是2，请写出它的数对。,,"(2, 2)","(2, 2)","数对按（横坐标，纵坐标）书写，所以A是(2, 2)。",,,,,,,
MPPQ-471,P6,upper,multiple-choice,Core,某商场进行促销活动，所有商品打八折销售。王阿姨买了一件原价350元的上衣和一双原价180元的鞋子，她实际付了多少元？,A. 424元 | B. 424.5元 | C. 430元 | D. 530元,A. 424元,A. 424元,总原价：350 + 180 = 530元。八折即80%，实际付款：530 × 80% = 530 × 0.8 = 424元。,,,,,,,
MPPQ-472,P6,upper,multiple-choice,Foundation,第16小组：120的10%是多少？,108 | 12 | 17 | 7,12,12,10%表示10/100，所以120x10/100=12。,,,,,,,
MPPQ-473,P6,upper,multiple-choice,Foundation,小明从家出发，先向正东方向走 300 米到达书店，再向北偏西 30° 方向走 200 米到达学校。学校在小明家的什么方向？,东偏北 30° | 北偏东 30° | 东偏北 60° | 北偏东 60°,东偏北 30°,东偏北 30°,小明从家向东 300 米到书店，再向北偏西 30° 走 200 米。北偏西 30° 即向北偏西方向，从书店看学校在北偏西 30°。从家看学校，整体位置是东偏北方向，角度计算：正东方向向北偏，偏角为 30°（因为北偏西 30° 的余角是 60°，但相对于正东方向，学校在东偏北 30° 的方向上）。所以学校在小明家的东偏北 30° 方向。,,,,,,,
MPPQ-474,P6,lower,fill-in,Core,第110小组：把10升饮料按2:3分成两部分，较大的部分是多少升？,,6升,6升,一共有5份，每份10÷5=2升，较大部分是3x2=6升。,,,,,,,
MPPQ-475,P6,upper,short-answer,Challenge,某校六年级有学生 200 人，一次数学测验的优秀率是 25%，良好率是 40%，其余为及格。及格的学生有多少人？,,70,70 | 70人,及格率 = 1 - 25% - 40% = 35%，及格人数 = 200 × 35% = 70 人。,,,,,,,
MPPQ-476,P6,lower,short-answer,Challenge,第165小组：气温是-1°C，升高5°C后是多少摄氏度？,,4°C,4°C | 4 | 4摄氏度 | 4度 | 4 degrees Celsius,-1+5=4，所以新的气温是4°C。,,,,,,,
MPPQ-477,P6,upper,short-answer,Core,一种商品原价 250 元，先提价 20%，再降价 20%。现在的价格是多少元？,,240,240 | 240元,提价 20% 后价格：250 × (1 + 20%) = 250 × 1.2 = 300 元。再降价 20%：300 × (1 - 20%) = 300 × 0.8 = 240 元。所以现在价格是 240 元。,,,,,,,
MPPQ-478,P6,lower,short-answer,Core,第137小组：把20升饮料按2:3分成两部分，较大的部分是多少升？,,12升,12升,一共有5份，每份20÷5=4升，较大部分是3x4=12升。,,,,,,,
MPPQ-479,P6,upper,short-answer,Foundation,用一根长 25.12 米的绳子围成一个最大的圆，这个圆的面积是多少平方米？（π 取 3.14）,,50.24,50.24 | 50.24平方米,绳子长就是圆的周长，C=25.12 米。半径 r = C ÷ (2π) = 25.12 ÷ (2×3.14) = 25.12 ÷ 6.28 = 4 米。面积 S = πr² = 3.14 × 4² = 3.14 × 16 = 50.24 平方米。,,,,,,,
MPPQ-480,P6,lower,short-answer,Exam,第198小组：气温是-4°C，升高7°C后是多少摄氏度？,,3°C,3°C | 3 | 3摄氏度 | 3度 | 3 degrees Celsius,-4+7=3，所以新的气温是3°C。,,,,,,,
